"trial"	"time"	"selection"	"outcome"	"game"	"points.cum"	"option.order"	"workerid"	"goal"	"condition"	"n.goals.reached"	"checkFails"	"payout"	"which.high.ev"
1	1.456	1	3	1	3	"2;1"	"id_511"	0	2	NA	1	0.95	3
2	0.895	1	2	1	5	"2;1"	"id_511"	0	2	NA	1	0.95	3
3	1.185	2	2	1	7	"2;1"	"id_511"	0	2	NA	1	0.95	3
4	0.639	2	2	1	9	"2;1"	"id_511"	0	2	NA	1	0.95	3
5	0.719	2	5	1	14	"2;1"	"id_511"	0	2	NA	1	0.95	3
6	0.796	2	5	1	19	"2;1"	"id_511"	0	2	NA	1	0.95	3
7	0.5	2	0	1	19	"2;1"	"id_511"	0	2	NA	1	0.95	3
8	0.708	1	4	1	23	"2;1"	"id_511"	0	2	NA	1	0.95	3
9	1.175	1	1	1	24	"2;1"	"id_511"	0	2	NA	1	0.95	3
10	0.507	1	3	1	27	"2;1"	"id_511"	0	2	NA	1	0.95	3
11	0.767	1	-2	1	25	"2;1"	"id_511"	0	2	NA	1	0.95	3
12	0.758	2	6	1	31	"2;1"	"id_511"	0	2	NA	1	0.95	3
13	0.848	2	1	1	32	"2;1"	"id_511"	0	2	NA	1	0.95	3
14	0.794	2	6	1	38	"2;1"	"id_511"	0	2	NA	1	0.95	3
15	0.755	2	2	1	40	"2;1"	"id_511"	0	2	NA	1	0.95	3
16	0.702	2	3	1	43	"2;1"	"id_511"	0	2	NA	1	0.95	3
17	0.678	2	4	1	47	"2;1"	"id_511"	0	2	NA	1	0.95	3
18	0.658	2	3	1	50	"2;1"	"id_511"	0	2	NA	1	0.95	3
19	0.586	2	4	1	54	"2;1"	"id_511"	0	2	NA	1	0.95	3
20	0.501	2	5	1	59	"2;1"	"id_511"	0	2	NA	1	0.95	3
21	0.863	2	6	1	65	"2;1"	"id_511"	0	2	NA	1	0.95	3
22	0.57	2	3	1	68	"2;1"	"id_511"	0	2	NA	1	0.95	3
23	0.528	2	3	1	71	"2;1"	"id_511"	0	2	NA	1	0.95	3
24	0.662	2	4	1	75	"2;1"	"id_511"	0	2	NA	1	0.95	3
25	0.747	2	3	1	78	"2;1"	"id_511"	0	2	NA	1	0.95	3
1	0.586	1	2	2	2	"1;2"	"id_511"	0	2	NA	1	0.95	3
2	0.524	1	2	2	4	"1;2"	"id_511"	0	2	NA	1	0.95	3
3	1.177	2	-5	2	-1	"1;2"	"id_511"	0	2	NA	1	0.95	3
4	0.904	1	4	2	3	"1;2"	"id_511"	0	2	NA	1	0.95	3
5	0.707	1	4	2	7	"1;2"	"id_511"	0	2	NA	1	0.95	3
6	0.568	1	4	2	11	"1;2"	"id_511"	0	2	NA	1	0.95	3
7	0.598	1	4	2	15	"1;2"	"id_511"	0	2	NA	1	0.95	3
8	0.627	1	6	2	21	"1;2"	"id_511"	0	2	NA	1	0.95	3
9	0.65	1	3	2	24	"1;2"	"id_511"	0	2	NA	1	0.95	3
10	0.608	1	5	2	29	"1;2"	"id_511"	0	2	NA	1	0.95	3
11	0.591	1	4	2	33	"1;2"	"id_511"	0	2	NA	1	0.95	3
12	0.511	1	3	2	36	"1;2"	"id_511"	0	2	NA	1	0.95	3
13	0.555	1	6	2	42	"1;2"	"id_511"	0	2	NA	1	0.95	3
14	0.564	1	1	2	43	"1;2"	"id_511"	0	2	NA	1	0.95	3
15	1.136	1	5	2	48	"1;2"	"id_511"	0	2	NA	1	0.95	3
16	0.586	1	5	2	53	"1;2"	"id_511"	0	2	NA	1	0.95	3
17	0.537	1	6	2	59	"1;2"	"id_511"	0	2	NA	1	0.95	3
18	0.515	1	1	2	60	"1;2"	"id_511"	0	2	NA	1	0.95	3
19	0.806	1	7	2	67	"1;2"	"id_511"	0	2	NA	1	0.95	3
20	0.791	1	5	2	72	"1;2"	"id_511"	0	2	NA	1	0.95	3
21	0.634	1	6	2	78	"1;2"	"id_511"	0	2	NA	1	0.95	3
22	0.538	1	3	2	81	"1;2"	"id_511"	0	2	NA	1	0.95	3
23	0.605	1	1	2	82	"1;2"	"id_511"	0	2	NA	1	0.95	3
24	0.772	1	3	2	85	"1;2"	"id_511"	0	2	NA	1	0.95	3
25	0.726	1	6	2	91	"1;2"	"id_511"	0	2	NA	1	0.95	3
1	1.303	1	6	3	6	"1;2"	"id_511"	0	2	NA	1	0.95	3
2	0.508	1	6	3	12	"1;2"	"id_511"	0	2	NA	1	0.95	3
3	0.817	1	4	3	16	"1;2"	"id_511"	0	2	NA	1	0.95	3
4	0.839	1	0	3	16	"1;2"	"id_511"	0	2	NA	1	0.95	3
5	0.999	1	7	3	23	"1;2"	"id_511"	0	2	NA	1	0.95	3
6	0.837	1	5	3	28	"1;2"	"id_511"	0	2	NA	1	0.95	3
7	0.822	1	2	3	30	"1;2"	"id_511"	0	2	NA	1	0.95	3
8	1.163	1	-1	3	29	"1;2"	"id_511"	0	2	NA	1	0.95	3
9	1.35	2	1	3	30	"1;2"	"id_511"	0	2	NA	1	0.95	3
10	0.842	2	-7	3	23	"1;2"	"id_511"	0	2	NA	1	0.95	3
11	1.045	1	1	3	24	"1;2"	"id_511"	0	2	NA	1	0.95	3
12	0.871	1	4	3	28	"1;2"	"id_511"	0	2	NA	1	0.95	3
13	0.583	1	9	3	37	"1;2"	"id_511"	0	2	NA	1	0.95	3
14	0.829	1	5	3	42	"1;2"	"id_511"	0	2	NA	1	0.95	3
15	0.534	1	0	3	42	"1;2"	"id_511"	0	2	NA	1	0.95	3
16	0.845	1	0	3	42	"1;2"	"id_511"	0	2	NA	1	0.95	3
17	1.314	1	-3	3	39	"1;2"	"id_511"	0	2	NA	1	0.95	3
18	0.615	1	4	3	43	"1;2"	"id_511"	0	2	NA	1	0.95	3
19	0.898	1	5	3	48	"1;2"	"id_511"	0	2	NA	1	0.95	3
20	0.55	1	7	3	55	"1;2"	"id_511"	0	2	NA	1	0.95	3
21	0.575	1	3	3	58	"1;2"	"id_511"	0	2	NA	1	0.95	3
22	0.976	1	7	3	65	"1;2"	"id_511"	0	2	NA	1	0.95	3
23	0.662	1	9	3	74	"1;2"	"id_511"	0	2	NA	1	0.95	3
24	1.288	1	7	3	81	"1;2"	"id_511"	0	2	NA	1	0.95	3
25	0.705	1	1	3	82	"1;2"	"id_511"	0	2	NA	1	0.95	3
1	0.582	1	-17	4	-17	"2;1"	"id_511"	0	2	NA	1	0.95	3
2	1.433	1	-5	4	-22	"2;1"	"id_511"	0	2	NA	1	0.95	3
3	0.867	2	3	4	-19	"2;1"	"id_511"	0	2	NA	1	0.95	3
4	0.621	2	5	4	-14	"2;1"	"id_511"	0	2	NA	1	0.95	3
5	0.619	2	1	4	-13	"2;1"	"id_511"	0	2	NA	1	0.95	3
6	0.548	2	5	4	-8	"2;1"	"id_511"	0	2	NA	1	0.95	3
7	0.652	2	2	4	-6	"2;1"	"id_511"	0	2	NA	1	0.95	3
8	0.609	2	2	4	-4	"2;1"	"id_511"	0	2	NA	1	0.95	3
9	0.647	2	8	4	4	"2;1"	"id_511"	0	2	NA	1	0.95	3
10	0.6	2	4	4	8	"2;1"	"id_511"	0	2	NA	1	0.95	3
11	0.563	2	4	4	12	"2;1"	"id_511"	0	2	NA	1	0.95	3
12	0.668	2	2	4	14	"2;1"	"id_511"	0	2	NA	1	0.95	3
13	0.586	2	8	4	22	"2;1"	"id_511"	0	2	NA	1	0.95	3
