"trial"	"time"	"selection"	"outcome"	"game"	"points.cum"	"option.order"	"workerid"	"goal"	"condition"	"n.goals.reached"	"checkFails"	"payout"	"which.high.ev"
1	1.124	2	5	1	5	"1;2"	"id_350"	0	3	NA	0	0.87	1
2	2.087	1	7	1	12	"1;2"	"id_350"	0	3	NA	0	0.87	1
3	2.56	1	3	1	15	"1;2"	"id_350"	0	3	NA	0	0.87	1
4	1.647	1	0	1	15	"1;2"	"id_350"	0	3	NA	0	0.87	1
5	1.36	2	4	1	19	"1;2"	"id_350"	0	3	NA	0	0.87	1
6	0.744	1	6	1	25	"1;2"	"id_350"	0	3	NA	0	0.87	1
7	0.72	2	1	1	26	"1;2"	"id_350"	0	3	NA	0	0.87	1
8	0.633	2	5	1	31	"1;2"	"id_350"	0	3	NA	0	0.87	1
9	0.512	2	3	1	34	"1;2"	"id_350"	0	3	NA	0	0.87	1
10	0.64	2	2	1	36	"1;2"	"id_350"	0	3	NA	0	0.87	1
11	0.56	2	7	1	43	"1;2"	"id_350"	0	3	NA	0	0.87	1
12	0.664	2	6	1	49	"1;2"	"id_350"	0	3	NA	0	0.87	1
13	0.656	1	5	1	54	"1;2"	"id_350"	0	3	NA	0	0.87	1
14	0.936	2	5	1	59	"1;2"	"id_350"	0	3	NA	0	0.87	1
15	0.816	1	6	1	65	"1;2"	"id_350"	0	3	NA	0	0.87	1
16	0.536	2	4	1	69	"1;2"	"id_350"	0	3	NA	0	0.87	1
17	0.52	1	3	1	72	"1;2"	"id_350"	0	3	NA	0	0.87	1
18	0.511	1	3	1	75	"1;2"	"id_350"	0	3	NA	0	0.87	1
19	0.504	2	4	1	79	"1;2"	"id_350"	0	3	NA	0	0.87	1
20	0.976	2	2	1	81	"1;2"	"id_350"	0	3	NA	0	0.87	1
21	0.633	1	1	1	82	"1;2"	"id_350"	0	3	NA	0	0.87	1
22	0.783	1	3	1	85	"1;2"	"id_350"	0	3	NA	0	0.87	1
23	0.928	2	4	1	89	"1;2"	"id_350"	0	3	NA	0	0.87	1
24	0.608	1	2	1	91	"1;2"	"id_350"	0	3	NA	0	0.87	1
25	1.232	2	5	1	96	"1;2"	"id_350"	0	3	NA	0	0.87	1
1	1.083	1	-2	2	-2	"1;2"	"id_350"	0	3	NA	0	0.87	1
