"trial"	"time"	"selection"	"outcome"	"game"	"points.cum"	"option.order"	"workerid"	"goal"	"condition"	"n.goals.reached"	"checkFails"	"payout"	"which.high.ev"
1	1.188	1	7	1	7	"2;1"	"id_341"	100	6	9	0	2.25	1
2	3.743	1	6	1	13	"2;1"	"id_341"	100	6	9	0	2.25	1
3	1.767	2	4	1	17	"2;1"	"id_341"	100	6	9	0	2.25	1
4	1.087	2	4	1	21	"2;1"	"id_341"	100	6	9	0	2.25	1
5	1.193	1	4	1	25	"2;1"	"id_341"	100	6	9	0	2.25	1
6	0.856	1	4	1	29	"2;1"	"id_341"	100	6	9	0	2.25	1
7	0.879	2	7	1	36	"2;1"	"id_341"	100	6	9	0	2.25	1
8	0.68	2	3	1	39	"2;1"	"id_341"	100	6	9	0	2.25	1
9	0.92	1	6	1	45	"2;1"	"id_341"	100	6	9	0	2.25	1
10	0.975	2	5	1	50	"2;1"	"id_341"	100	6	9	0	2.25	1
11	0.696	1	3	1	53	"2;1"	"id_341"	100	6	9	0	2.25	1
12	0.665	2	3	1	56	"2;1"	"id_341"	100	6	9	0	2.25	1
13	0.692	1	3	1	59	"2;1"	"id_341"	100	6	9	0	2.25	1
14	0.624	2	5	1	64	"2;1"	"id_341"	100	6	9	0	2.25	1
15	0.624	1	6	1	70	"2;1"	"id_341"	100	6	9	0	2.25	1
16	0.651	2	5	1	75	"2;1"	"id_341"	100	6	9	0	2.25	1
17	0.68	1	3	1	78	"2;1"	"id_341"	100	6	9	0	2.25	1
18	0.688	2	4	1	82	"2;1"	"id_341"	100	6	9	0	2.25	1
19	0.671	1	3	1	85	"2;1"	"id_341"	100	6	9	0	2.25	1
20	0.632	2	3	1	88	"2;1"	"id_341"	100	6	9	0	2.25	1
21	0.624	1	5	1	93	"2;1"	"id_341"	100	6	9	0	2.25	1
22	0.689	2	3	1	96	"2;1"	"id_341"	100	6	9	0	2.25	1
23	0.832	1	4	1	100	"2;1"	"id_341"	100	6	9	0	2.25	1
24	1.151	2	5	1	105	"2;1"	"id_341"	100	6	9	0	2.25	1
25	1.136	1	4	1	109	"2;1"	"id_341"	100	6	9	0	2.25	1
1	1.311	1	32	2	32	"2;1"	"id_341"	100	6	9	0	2.25	1
2	2.232	2	5	2	37	"2;1"	"id_341"	100	6	9	0	2.25	1
3	1.71	1	0	2	37	"2;1"	"id_341"	100	6	9	0	2.25	1
4	1.465	1	23	2	60	"2;1"	"id_341"	100	6	9	0	2.25	1
5	4.478	1	7	2	67	"2;1"	"id_341"	100	6	9	0	2.25	1
6	1.304	2	7	2	74	"2;1"	"id_341"	100	6	9	0	2.25	1
7	1.08	2	0	2	74	"2;1"	"id_341"	100	6	9	0	2.25	1
8	1.099	1	10	2	84	"2;1"	"id_341"	100	6	9	0	2.25	1
9	0.981	1	-2	2	82	"2;1"	"id_341"	100	6	9	0	2.25	1
10	1.264	2	0	2	82	"2;1"	"id_341"	100	6	9	0	2.25	1
11	0.904	2	3	2	85	"2;1"	"id_341"	100	6	9	0	2.25	1
12	1.273	2	2	2	87	"2;1"	"id_341"	100	6	9	0	2.25	1
13	1.24	2	3	2	90	"2;1"	"id_341"	100	6	9	0	2.25	1
14	0.887	1	10	2	100	"2;1"	"id_341"	100	6	9	0	2.25	1
15	1.672	1	-4	2	96	"2;1"	"id_341"	100	6	9	0	2.25	1
16	1.042	1	4	2	100	"2;1"	"id_341"	100	6	9	0	2.25	1
