"trial"	"time"	"selection"	"outcome"	"game"	"points.cum"	"option.order"	"workerid"	"goal"	"condition"	"n.goals.reached"	"checkFails"	"payout"	"which.high.ev"
1	0.854	1	5	1	5	"1;2"	"id_316"	0	2	NA	0	1.01	2
2	0.934	2	6	1	11	"1;2"	"id_316"	0	2	NA	0	1.01	2
3	1.272	2	4	1	15	"1;2"	"id_316"	0	2	NA	0	1.01	2
4	1.209	1	5	1	20	"1;2"	"id_316"	0	2	NA	0	1.01	2
5	1.602	1	2	1	22	"1;2"	"id_316"	0	2	NA	0	1.01	2
6	1.294	2	3	1	25	"1;2"	"id_316"	0	2	NA	0	1.01	2
7	1.355	2	5	1	30	"1;2"	"id_316"	0	2	NA	0	1.01	2
8	1.709	1	1	1	31	"1;2"	"id_316"	0	2	NA	0	1.01	2
9	1.279	1	5	1	36	"1;2"	"id_316"	0	2	NA	0	1.01	2
10	1.185	2	7	1	43	"1;2"	"id_316"	0	2	NA	0	1.01	2
11	1.024	2	2	1	45	"1;2"	"id_316"	0	2	NA	0	1.01	2
12	0.536	2	1	1	46	"1;2"	"id_316"	0	2	NA	0	1.01	2
13	0.593	2	3	1	49	"1;2"	"id_316"	0	2	NA	0	1.01	2
14	0.591	2	3	1	52	"1;2"	"id_316"	0	2	NA	0	1.01	2
15	0.8	2	4	1	56	"1;2"	"id_316"	0	2	NA	0	1.01	2
16	0.616	2	3	1	59	"1;2"	"id_316"	0	2	NA	0	1.01	2
17	0.616	2	7	1	66	"1;2"	"id_316"	0	2	NA	0	1.01	2
18	0.675	2	5	1	71	"1;2"	"id_316"	0	2	NA	0	1.01	2
19	0.573	2	3	1	74	"1;2"	"id_316"	0	2	NA	0	1.01	2
20	0.761	2	6	1	80	"1;2"	"id_316"	0	2	NA	0	1.01	2
21	0.656	2	3	1	83	"1;2"	"id_316"	0	2	NA	0	1.01	2
22	0.593	2	9	1	92	"1;2"	"id_316"	0	2	NA	0	1.01	2
23	0.646	2	6	1	98	"1;2"	"id_316"	0	2	NA	0	1.01	2
24	0.688	2	7	1	105	"1;2"	"id_316"	0	2	NA	0	1.01	2
25	0.713	2	1	1	106	"1;2"	"id_316"	0	2	NA	0	1.01	2
1	0.991	1	4	2	4	"2;1"	"id_316"	0	2	NA	0	1.01	2
2	0.872	2	-5	2	-1	"2;1"	"id_316"	0	2	NA	0	1.01	2
3	1.153	1	-3	2	-4	"2;1"	"id_316"	0	2	NA	0	1.01	2
4	1.207	2	10	2	6	"2;1"	"id_316"	0	2	NA	0	1.01	2
5	1.105	2	5	2	11	"2;1"	"id_316"	0	2	NA	0	1.01	2
6	0.904	2	3	2	14	"2;1"	"id_316"	0	2	NA	0	1.01	2
7	0.799	2	2	2	16	"2;1"	"id_316"	0	2	NA	0	1.01	2
8	0.594	2	5	2	21	"2;1"	"id_316"	0	2	NA	0	1.01	2
9	0.736	2	5	2	26	"2;1"	"id_316"	0	2	NA	0	1.01	2
10	1.127	1	32	2	58	"2;1"	"id_316"	0	2	NA	0	1.01	2
11	1.023	1	4	2	62	"2;1"	"id_316"	0	2	NA	0	1.01	2
12	0.538	1	-1	2	61	"2;1"	"id_316"	0	2	NA	0	1.01	2
13	0.638	1	5	2	66	"2;1"	"id_316"	0	2	NA	0	1.01	2
14	0.57	1	-5	2	61	"2;1"	"id_316"	0	2	NA	0	1.01	2
15	0.536	1	11	2	72	"2;1"	"id_316"	0	2	NA	0	1.01	2
16	0.798	1	2	2	74	"2;1"	"id_316"	0	2	NA	0	1.01	2
17	0.659	1	3	2	77	"2;1"	"id_316"	0	2	NA	0	1.01	2
18	0.666	1	16	2	93	"2;1"	"id_316"	0	2	NA	0	1.01	2
19	0.597	1	7	2	100	"2;1"	"id_316"	0	2	NA	0	1.01	2
20	0.638	1	-4	2	96	"2;1"	"id_316"	0	2	NA	0	1.01	2
