"trial"	"time"	"selection"	"outcome"	"game"	"points.cum"	"option.order"	"workerid"	"goal"	"condition"	"n.goals.reached"	"checkFails"	"payout"	"which.high.ev"
1	0.818	1	6	1	6	"1;2"	"id_088"	100	6	4	1	1	1
2	2.879	2	4	1	10	"1;2"	"id_088"	100	6	4	1	1	1
3	1.755	2	0	1	10	"1;2"	"id_088"	100	6	4	1	1	1
4	1.069	1	5	1	15	"1;2"	"id_088"	100	6	4	1	1	1
5	1.075	1	2	1	17	"1;2"	"id_088"	100	6	4	1	1	1
6	0.955	1	3	1	20	"1;2"	"id_088"	100	6	4	1	1	1
7	0.699	1	-2	1	18	"1;2"	"id_088"	100	6	4	1	1	1
8	0.898	2	5	1	23	"1;2"	"id_088"	100	6	4	1	1	1
9	0.545	2	2	1	25	"1;2"	"id_088"	100	6	4	1	1	1
10	1.001	2	3	1	28	"1;2"	"id_088"	100	6	4	1	1	1
11	0.564	2	0	1	28	"1;2"	"id_088"	100	6	4	1	1	1
12	0.906	1	-4	1	24	"1;2"	"id_088"	100	6	4	1	1	1
13	0.555	2	1	1	25	"1;2"	"id_088"	100	6	4	1	1	1
14	0.575	2	5	1	30	"1;2"	"id_088"	100	6	4	1	1	1
15	0.865	2	6	1	36	"1;2"	"id_088"	100	6	4	1	1	1
16	0.591	2	5	1	41	"1;2"	"id_088"	100	6	4	1	1	1
17	0.688	2	5	1	46	"1;2"	"id_088"	100	6	4	1	1	1
18	0.601	2	4	1	50	"1;2"	"id_088"	100	6	4	1	1	1
19	0.567	2	5	1	55	"1;2"	"id_088"	100	6	4	1	1	1
20	0.569	2	4	1	59	"1;2"	"id_088"	100	6	4	1	1	1
21	0.615	2	2	1	61	"1;2"	"id_088"	100	6	4	1	1	1
22	0.536	2	4	1	65	"1;2"	"id_088"	100	6	4	1	1	1
23	0.527	2	7	1	72	"1;2"	"id_088"	100	6	4	1	1	1
24	0.528	2	5	1	77	"1;2"	"id_088"	100	6	4	1	1	1
25	1.056	2	5	1	82	"1;2"	"id_088"	100	6	4	1	1	1
1	0.725	1	4	2	4	"1;2"	"id_088"	100	6	4	1	1	1
2	0.793	1	-2	2	2	"1;2"	"id_088"	100	6	4	1	1	1
3	0.673	1	0	2	2	"1;2"	"id_088"	100	6	4	1	1	1
4	0.61	1	3	2	5	"1;2"	"id_088"	100	6	4	1	1	1
5	0.84	2	6	2	11	"1;2"	"id_088"	100	6	4	1	1	1
6	0.882	2	2	2	13	"1;2"	"id_088"	100	6	4	1	1	1
7	0.639	2	6	2	19	"1;2"	"id_088"	100	6	4	1	1	1
8	0.608	2	6	2	25	"1;2"	"id_088"	100	6	4	1	1	1
9	0.613	2	3	2	28	"1;2"	"id_088"	100	6	4	1	1	1
10	0.593	2	-9	2	19	"1;2"	"id_088"	100	6	4	1	1	1
11	0.6	2	19	2	38	"1;2"	"id_088"	100	6	4	1	1	1
12	0.624	2	4	2	42	"1;2"	"id_088"	100	6	4	1	1	1
13	0.615	2	4	2	46	"1;2"	"id_088"	100	6	4	1	1	1
14	0.586	2	16	2	62	"1;2"	"id_088"	100	6	4	1	1	1
15	0.601	2	12	2	74	"1;2"	"id_088"	100	6	4	1	1	1
16	0.6	2	1	2	75	"1;2"	"id_088"	100	6	4	1	1	1
17	0.598	2	10	2	85	"1;2"	"id_088"	100	6	4	1	1	1
18	0.623	2	12	2	97	"1;2"	"id_088"	100	6	4	1	1	1
19	0.594	2	25	2	122	"1;2"	"id_088"	100	6	4	1	1	1
20	0.594	2	-12	2	110	"1;2"	"id_088"	100	6	4	1	1	1
21	0.622	2	19	2	129	"1;2"	"id_088"	100	6	4	1	1	1
22	0.631	2	13	2	142	"1;2"	"id_088"	100	6	4	1	1	1
23	0.604	2	-5	2	137	"1;2"	"id_088"	100	6	4	1	1	1
24	0.606	2	5	2	142	"1;2"	"id_088"	100	6	4	1	1	1
25	0.595	2	0	2	142	"1;2"	"id_088"	100	6	4	1	1	1
1	0.541	1	-1	3	-1	"1;2"	"id_088"	100	6	4	1	1	1
2	1.057	2	15	3	14	"1;2"	"id_088"	100	6	4	1	1	1
3	0.684	2	12	3	26	"1;2"	"id_088"	100	6	4	1	1	1
4	0.608	2	-7	3	19	"1;2"	"id_088"	100	6	4	1	1	1
5	0.602	2	1	3	20	"1;2"	"id_088"	100	6	4	1	1	1
6	0.617	2	3	3	23	"1;2"	"id_088"	100	6	4	1	1	1
7	0.579	2	6	3	29	"1;2"	"id_088"	100	6	4	1	1	1
8	0.609	2	15	3	44	"1;2"	"id_088"	100	6	4	1	1	1
9	0.576	2	-11	3	33	"1;2"	"id_088"	100	6	4	1	1	1
10	0.582	2	-7	3	26	"1;2"	"id_088"	100	6	4	1	1	1
11	0.599	2	5	3	31	"1;2"	"id_088"	100	6	4	1	1	1
12	0.602	2	8	3	39	"1;2"	"id_088"	100	6	4	1	1	1
13	0.598	2	-6	3	33	"1;2"	"id_088"	100	6	4	1	1	1
14	0.584	2	0	3	33	"1;2"	"id_088"	100	6	4	1	1	1
15	0.607	2	6	3	39	"1;2"	"id_088"	100	6	4	1	1	1
16	0.595	2	1	3	40	"1;2"	"id_088"	100	6	4	1	1	1
