"trial"	"time"	"selection"	"outcome"	"game"	"points.cum"	"option.order"	"workerid"	"goal"	"condition"	"n.goals.reached"	"checkFails"	"payout"	"which.high.ev"
1	0.975	1	8	1	8	"2;1"	"id_181"	100	5	5	1	1.25	2
2	1.205	2	1	1	9	"2;1"	"id_181"	100	5	5	1	1.25	2
3	1.316	1	4	1	13	"2;1"	"id_181"	100	5	5	1	1.25	2
4	1.351	1	7	1	20	"2;1"	"id_181"	100	5	5	1	1.25	2
5	0.792	1	4	1	24	"2;1"	"id_181"	100	5	5	1	1.25	2
6	0.64	1	3	1	27	"2;1"	"id_181"	100	5	5	1	1.25	2
7	0.681	1	6	1	33	"2;1"	"id_181"	100	5	5	1	1.25	2
8	0.633	1	4	1	37	"2;1"	"id_181"	100	5	5	1	1.25	2
9	0.845	1	9	1	46	"2;1"	"id_181"	100	5	5	1	1.25	2
10	0.511	1	9	1	55	"2;1"	"id_181"	100	5	5	1	1.25	2
11	0.742	1	3	1	58	"2;1"	"id_181"	100	5	5	1	1.25	2
12	0.523	1	3	1	61	"2;1"	"id_181"	100	5	5	1	1.25	2
13	0.763	1	3	1	64	"2;1"	"id_181"	100	5	5	1	1.25	2
14	0.513	1	3	1	67	"2;1"	"id_181"	100	5	5	1	1.25	2
15	0.72	1	3	1	70	"2;1"	"id_181"	100	5	5	1	1.25	2
16	0.734	1	6	1	76	"2;1"	"id_181"	100	5	5	1	1.25	2
17	0.779	1	3	1	79	"2;1"	"id_181"	100	5	5	1	1.25	2
18	0.75	1	2	1	81	"2;1"	"id_181"	100	5	5	1	1.25	2
19	0.741	1	4	1	85	"2;1"	"id_181"	100	5	5	1	1.25	2
20	0.727	1	8	1	93	"2;1"	"id_181"	100	5	5	1	1.25	2
21	0.786	1	7	1	100	"2;1"	"id_181"	100	5	5	1	1.25	2
22	0.513	1	1	1	101	"2;1"	"id_181"	100	5	5	1	1.25	2
23	0.786	1	6	1	107	"2;1"	"id_181"	100	5	5	1	1.25	2
24	0.544	1	6	1	113	"2;1"	"id_181"	100	5	5	1	1.25	2
25	0.509	1	6	1	119	"2;1"	"id_181"	100	5	5	1	1.25	2
1	1.223	1	3	2	3	"1;2"	"id_181"	100	5	5	1	1.25	2
2	0.697	2	-12	2	-9	"1;2"	"id_181"	100	5	5	1	1.25	2
3	0.955	1	4	2	-5	"1;2"	"id_181"	100	5	5	1	1.25	2
4	0.674	1	0	2	-5	"1;2"	"id_181"	100	5	5	1	1.25	2
5	0.81	1	7	2	2	"1;2"	"id_181"	100	5	5	1	1.25	2
6	1.151	1	1	2	3	"1;2"	"id_181"	100	5	5	1	1.25	2
7	0.575	1	-2	2	1	"1;2"	"id_181"	100	5	5	1	1.25	2
8	1.141	2	8	2	9	"1;2"	"id_181"	100	5	5	1	1.25	2
9	0.738	2	3	2	12	"1;2"	"id_181"	100	5	5	1	1.25	2
10	0.744	2	-3	2	9	"1;2"	"id_181"	100	5	5	1	1.25	2
11	1.041	1	1	2	10	"1;2"	"id_181"	100	5	5	1	1.25	2
12	0.815	1	2	2	12	"1;2"	"id_181"	100	5	5	1	1.25	2
13	0.975	1	5	2	17	"1;2"	"id_181"	100	5	5	1	1.25	2
14	0.741	1	7	2	24	"1;2"	"id_181"	100	5	5	1	1.25	2
