"trial"	"time"	"selection"	"outcome"	"game"	"points.cum"	"option.order"	"workerid"	"goal"	"condition"	"n.goals.reached"	"checkFails"	"payout"	"which.high.ev"
1	2.827	2	7	1	7	"1;2"	"id_509"	0	2	NA	0	1.13	3
2	0.679	2	6	1	13	"1;2"	"id_509"	0	2	NA	0	1.13	3
3	0.608	2	3	1	16	"1;2"	"id_509"	0	2	NA	0	1.13	3
4	0.601	2	4	1	20	"1;2"	"id_509"	0	2	NA	0	1.13	3
5	0.624	2	-2	1	18	"1;2"	"id_509"	0	2	NA	0	1.13	3
6	0.84	1	2	1	20	"1;2"	"id_509"	0	2	NA	0	1.13	3
7	0.776	1	7	1	27	"1;2"	"id_509"	0	2	NA	0	1.13	3
8	1.2	1	8	1	35	"1;2"	"id_509"	0	2	NA	0	1.13	3
9	0.576	1	6	1	41	"1;2"	"id_509"	0	2	NA	0	1.13	3
10	0.504	1	8	1	49	"1;2"	"id_509"	0	2	NA	0	1.13	3
11	0.536	1	6	1	55	"1;2"	"id_509"	0	2	NA	0	1.13	3
12	1.216	2	6	1	61	"1;2"	"id_509"	0	2	NA	0	1.13	3
13	1.072	2	3	1	64	"1;2"	"id_509"	0	2	NA	0	1.13	3
14	0.592	2	8	1	72	"1;2"	"id_509"	0	2	NA	0	1.13	3
15	0.736	2	3	1	75	"1;2"	"id_509"	0	2	NA	0	1.13	3
16	0.944	2	1	1	76	"1;2"	"id_509"	0	2	NA	0	1.13	3
17	0.504	2	5	1	81	"1;2"	"id_509"	0	2	NA	0	1.13	3
18	0.928	2	4	1	85	"1;2"	"id_509"	0	2	NA	0	1.13	3
19	0.671	2	5	1	90	"1;2"	"id_509"	0	2	NA	0	1.13	3
20	0.561	2	2	1	92	"1;2"	"id_509"	0	2	NA	0	1.13	3
21	0.52	1	4	1	96	"1;2"	"id_509"	0	2	NA	0	1.13	3
22	1.288	1	4	1	100	"1;2"	"id_509"	0	2	NA	0	1.13	3
23	0.56	1	7	1	107	"1;2"	"id_509"	0	2	NA	0	1.13	3
24	0.528	1	5	1	112	"1;2"	"id_509"	0	2	NA	0	1.13	3
25	1.201	1	5	1	117	"1;2"	"id_509"	0	2	NA	0	1.13	3
1	0.71	1	-4	2	-4	"2;1"	"id_509"	0	2	NA	0	1.13	3
2	0.68	2	2	2	-2	"2;1"	"id_509"	0	2	NA	0	1.13	3
3	0.528	2	4	2	2	"2;1"	"id_509"	0	2	NA	0	1.13	3
4	0.584	1	-11	2	-9	"2;1"	"id_509"	0	2	NA	0	1.13	3
5	0.576	2	0	2	-9	"2;1"	"id_509"	0	2	NA	0	1.13	3
6	0.912	2	2	2	-7	"2;1"	"id_509"	0	2	NA	0	1.13	3
7	0.744	2	7	2	0	"2;1"	"id_509"	0	2	NA	0	1.13	3
8	0.608	2	3	2	3	"2;1"	"id_509"	0	2	NA	0	1.13	3
9	0.6	2	-2	2	1	"2;1"	"id_509"	0	2	NA	0	1.13	3
10	1.152	1	3	2	4	"2;1"	"id_509"	0	2	NA	0	1.13	3
11	0.576	1	7	2	11	"2;1"	"id_509"	0	2	NA	0	1.13	3
12	0.52	1	9	2	20	"2;1"	"id_509"	0	2	NA	0	1.13	3
13	0.552	1	6	2	26	"2;1"	"id_509"	0	2	NA	0	1.13	3
14	0.569	1	-24	2	2	"2;1"	"id_509"	0	2	NA	0	1.13	3
15	0.711	2	6	2	8	"2;1"	"id_509"	0	2	NA	0	1.13	3
16	0.632	2	1	2	9	"2;1"	"id_509"	0	2	NA	0	1.13	3
17	0.52	2	5	2	14	"2;1"	"id_509"	0	2	NA	0	1.13	3
18	0.552	2	2	2	16	"2;1"	"id_509"	0	2	NA	0	1.13	3
19	0.512	2	5	2	21	"2;1"	"id_509"	0	2	NA	0	1.13	3
20	0.664	2	3	2	24	"2;1"	"id_509"	0	2	NA	0	1.13	3
21	0.568	2	-1	2	23	"2;1"	"id_509"	0	2	NA	0	1.13	3
22	0.84	1	-5	2	18	"2;1"	"id_509"	0	2	NA	0	1.13	3
23	0.568	2	3	2	21	"2;1"	"id_509"	0	2	NA	0	1.13	3
24	0.576	2	2	2	23	"2;1"	"id_509"	0	2	NA	0	1.13	3
25	0.52	2	0	2	23	"2;1"	"id_509"	0	2	NA	0	1.13	3
1	0.701	2	3	3	3	"1;2"	"id_509"	0	2	NA	0	1.13	3
2	0.96	2	-2	3	1	"1;2"	"id_509"	0	2	NA	0	1.13	3
3	0.696	1	5	3	6	"1;2"	"id_509"	0	2	NA	0	1.13	3
4	0.912	1	4	3	10	"1;2"	"id_509"	0	2	NA	0	1.13	3
5	1.256	1	6	3	16	"1;2"	"id_509"	0	2	NA	0	1.13	3
6	0.76	1	8	3	24	"1;2"	"id_509"	0	2	NA	0	1.13	3
7	0.593	1	5	3	29	"1;2"	"id_509"	0	2	NA	0	1.13	3
