"trial"	"time"	"selection"	"outcome"	"game"	"points.cum"	"option.order"	"workerid"	"goal"	"condition"	"n.goals.reached"	"checkFails"	"payout"	"which.high.ev"
1	3.33	1	2	1	2	"2;1"	"id_158"	0	1	NA	0	1.09	2
2	4.539	2	5	1	7	"2;1"	"id_158"	0	1	NA	0	1.09	2
3	4.891	1	6	1	13	"2;1"	"id_158"	0	1	NA	0	1.09	2
4	6.174	2	5	1	18	"2;1"	"id_158"	0	1	NA	0	1.09	2
5	2.893	1	3	1	21	"2;1"	"id_158"	0	1	NA	0	1.09	2
6	2.047	2	4	1	25	"2;1"	"id_158"	0	1	NA	0	1.09	2
7	4.043	2	3	1	28	"2;1"	"id_158"	0	1	NA	0	1.09	2
8	2.051	2	3	1	31	"2;1"	"id_158"	0	1	NA	0	1.09	2
9	2.017	2	3	1	34	"2;1"	"id_158"	0	1	NA	0	1.09	2
10	3.308	2	4	1	38	"2;1"	"id_158"	0	1	NA	0	1.09	2
11	8.745	2	4	1	42	"2;1"	"id_158"	0	1	NA	0	1.09	2
12	1.655	2	6	1	48	"2;1"	"id_158"	0	1	NA	0	1.09	2
13	6.566	2	5	1	53	"2;1"	"id_158"	0	1	NA	0	1.09	2
14	7.491	1	4	1	57	"2;1"	"id_158"	0	1	NA	0	1.09	2
15	2.382	1	5	1	62	"2;1"	"id_158"	0	1	NA	0	1.09	2
16	3.071	1	4	1	66	"2;1"	"id_158"	0	1	NA	0	1.09	2
17	1.268	1	6	1	72	"2;1"	"id_158"	0	1	NA	0	1.09	2
18	1.281	1	2	1	74	"2;1"	"id_158"	0	1	NA	0	1.09	2
19	3.305	1	2	1	76	"2;1"	"id_158"	0	1	NA	0	1.09	2
20	3.26	1	4	1	80	"2;1"	"id_158"	0	1	NA	0	1.09	2
21	2.223	2	3	1	83	"2;1"	"id_158"	0	1	NA	0	1.09	2
22	1.864	2	8	1	91	"2;1"	"id_158"	0	1	NA	0	1.09	2
23	1.688	2	4	1	95	"2;1"	"id_158"	0	1	NA	0	1.09	2
24	1.406	2	4	1	99	"2;1"	"id_158"	0	1	NA	0	1.09	2
25	2.49	2	5	1	104	"2;1"	"id_158"	0	1	NA	0	1.09	2
1	2.849	1	5	2	5	"1;2"	"id_158"	0	1	NA	0	1.09	2
2	2.026	1	5	2	10	"1;2"	"id_158"	0	1	NA	0	1.09	2
3	1.728	1	4	2	14	"1;2"	"id_158"	0	1	NA	0	1.09	2
4	1.538	1	7	2	21	"1;2"	"id_158"	0	1	NA	0	1.09	2
5	9.798	1	1	2	22	"1;2"	"id_158"	0	1	NA	0	1.09	2
6	7.91	2	18	2	40	"1;2"	"id_158"	0	1	NA	0	1.09	2
7	6.921	2	-11	2	29	"1;2"	"id_158"	0	1	NA	0	1.09	2
8	7.657	2	20	2	49	"1;2"	"id_158"	0	1	NA	0	1.09	2
9	8.315	2	-4	2	45	"1;2"	"id_158"	0	1	NA	0	1.09	2
10	21.774	2	-12	2	33	"1;2"	"id_158"	0	1	NA	0	1.09	2
11	8.368	1	5	2	38	"1;2"	"id_158"	0	1	NA	0	1.09	2
12	2.176	1	5	2	43	"1;2"	"id_158"	0	1	NA	0	1.09	2
13	1.719	1	6	2	49	"1;2"	"id_158"	0	1	NA	0	1.09	2
14	1.125	1	0	2	49	"1;2"	"id_158"	0	1	NA	0	1.09	2
15	1.982	1	3	2	52	"1;2"	"id_158"	0	1	NA	0	1.09	2
16	1.203	1	5	2	57	"1;2"	"id_158"	0	1	NA	0	1.09	2
17	1.037	1	3	2	60	"1;2"	"id_158"	0	1	NA	0	1.09	2
18	1.146	1	5	2	65	"1;2"	"id_158"	0	1	NA	0	1.09	2
19	1.237	1	-1	2	64	"1;2"	"id_158"	0	1	NA	0	1.09	2
20	2.314	1	8	2	72	"1;2"	"id_158"	0	1	NA	0	1.09	2
21	1.326	1	4	2	76	"1;2"	"id_158"	0	1	NA	0	1.09	2
22	1.022	1	5	2	81	"1;2"	"id_158"	0	1	NA	0	1.09	2
23	0.926	1	0	2	81	"1;2"	"id_158"	0	1	NA	0	1.09	2
24	1.344	1	4	2	85	"1;2"	"id_158"	0	1	NA	0	1.09	2
25	1.07	1	5	2	90	"1;2"	"id_158"	0	1	NA	0	1.09	2
1	2.172	2	8	3	8	"2;1"	"id_158"	0	1	NA	0	1.09	2
2	1.777	2	11	3	19	"2;1"	"id_158"	0	1	NA	0	1.09	2
3	1.116	2	3	3	22	"2;1"	"id_158"	0	1	NA	0	1.09	2
4	2.219	2	7	3	29	"2;1"	"id_158"	0	1	NA	0	1.09	2
5	1.198	2	2	3	31	"2;1"	"id_158"	0	1	NA	0	1.09	2
6	0.956	2	9	3	40	"2;1"	"id_158"	0	1	NA	0	1.09	2
7	1.005	2	5	3	45	"2;1"	"id_158"	0	1	NA	0	1.09	2
8	0.991	2	6	3	51	"2;1"	"id_158"	0	1	NA	0	1.09	2
9	1.164	2	4	3	55	"2;1"	"id_158"	0	1	NA	0	1.09	2
10	0.974	2	5	3	60	"2;1"	"id_158"	0	1	NA	0	1.09	2
11	0.885	2	0	3	60	"2;1"	"id_158"	0	1	NA	0	1.09	2
12	1.167	2	2	3	62	"2;1"	"id_158"	0	1	NA	0	1.09	2
13	0.917	2	-1	3	61	"2;1"	"id_158"	0	1	NA	0	1.09	2
14	1.391	2	1	3	62	"2;1"	"id_158"	0	1	NA	0	1.09	2
15	1.227	2	2	3	64	"2;1"	"id_158"	0	1	NA	0	1.09	2
16	0.857	2	0	3	64	"2;1"	"id_158"	0	1	NA	0	1.09	2
17	1.31	2	8	3	72	"2;1"	"id_158"	0	1	NA	0	1.09	2
18	1.237	2	6	3	78	"2;1"	"id_158"	0	1	NA	0	1.09	2
19	2.432	2	6	3	84	"2;1"	"id_158"	0	1	NA	0	1.09	2
20	1.613	2	4	3	88	"2;1"	"id_158"	0	1	NA	0	1.09	2
21	0.78	2	2	3	90	"2;1"	"id_158"	0	1	NA	0	1.09	2
22	1.118	2	9	3	99	"2;1"	"id_158"	0	1	NA	0	1.09	2
23	1.036	2	-1	3	98	"2;1"	"id_158"	0	1	NA	0	1.09	2
24	1.385	2	3	3	101	"2;1"	"id_158"	0	1	NA	0	1.09	2
