"trial"	"time"	"selection"	"outcome"	"game"	"points.cum"	"option.order"	"workerid"	"goal"	"condition"	"n.goals.reached"	"checkFails"	"payout"	"which.high.ev"
1	0.693	1	5	1	5	"1;2"	"id_484"	100	6	4	2	1	1
2	1.009	2	3	1	8	"1;2"	"id_484"	100	6	4	2	1	1
3	0.827	1	3	1	11	"1;2"	"id_484"	100	6	4	2	1	1
4	1.046	2	3	1	14	"1;2"	"id_484"	100	6	4	2	1	1
5	0.845	1	5	1	19	"1;2"	"id_484"	100	6	4	2	1	1
6	0.663	1	5	1	24	"1;2"	"id_484"	100	6	4	2	1	1
7	0.901	1	5	1	29	"1;2"	"id_484"	100	6	4	2	1	1
8	0.53	1	5	1	34	"1;2"	"id_484"	100	6	4	2	1	1
9	0.688	1	1	1	35	"1;2"	"id_484"	100	6	4	2	1	1
10	1.101	2	7	1	42	"1;2"	"id_484"	100	6	4	2	1	1
11	0.952	1	7	1	49	"1;2"	"id_484"	100	6	4	2	1	1
12	1.164	2	3	1	52	"1;2"	"id_484"	100	6	4	2	1	1
13	0.979	1	4	1	56	"1;2"	"id_484"	100	6	4	2	1	1
14	0.952	1	7	1	63	"1;2"	"id_484"	100	6	4	2	1	1
15	0.68	2	3	1	66	"1;2"	"id_484"	100	6	4	2	1	1
16	0.804	1	7	1	73	"1;2"	"id_484"	100	6	4	2	1	1
17	0.523	2	6	1	79	"1;2"	"id_484"	100	6	4	2	1	1
18	0.861	2	7	1	86	"1;2"	"id_484"	100	6	4	2	1	1
19	0.865	1	7	1	93	"1;2"	"id_484"	100	6	4	2	1	1
20	0.64	1	5	1	98	"1;2"	"id_484"	100	6	4	2	1	1
21	1.017	1	5	1	103	"1;2"	"id_484"	100	6	4	2	1	1
22	2.578	2	5	1	108	"1;2"	"id_484"	100	6	4	2	1	1
23	0.789	1	7	1	115	"1;2"	"id_484"	100	6	4	2	1	1
24	0.665	2	5	1	120	"1;2"	"id_484"	100	6	4	2	1	1
25	0.647	1	3	1	123	"1;2"	"id_484"	100	6	4	2	1	1
1	0.846	1	2	2	2	"1;2"	"id_484"	100	6	4	2	1	1
2	0.836	2	12	2	14	"1;2"	"id_484"	100	6	4	2	1	1
3	1.061	2	-7	2	7	"1;2"	"id_484"	100	6	4	2	1	1
4	1.32	1	-2	2	5	"1;2"	"id_484"	100	6	4	2	1	1
5	0.931	2	7	2	12	"1;2"	"id_484"	100	6	4	2	1	1
6	0.937	2	-12	2	0	"1;2"	"id_484"	100	6	4	2	1	1
7	0.969	1	5	2	5	"1;2"	"id_484"	100	6	4	2	1	1
8	0.711	2	-4	2	1	"1;2"	"id_484"	100	6	4	2	1	1
