"trial"	"time"	"selection"	"outcome"	"game"	"points.cum"	"option.order"	"workerid"	"goal"	"condition"	"n.goals.reached"	"checkFails"	"payout"	"which.high.ev"
1	2.61	1	4	1	4	"2;1"	"id_300"	100	4	4	0	1	3
2	1.468	1	4	1	8	"2;1"	"id_300"	100	4	4	0	1	3
3	1.239	1	3	1	11	"2;1"	"id_300"	100	4	4	0	1	3
4	0.771	1	4	1	15	"2;1"	"id_300"	100	4	4	0	1	3
5	0.578	1	1	1	16	"2;1"	"id_300"	100	4	4	0	1	3
6	0.599	1	7	1	23	"2;1"	"id_300"	100	4	4	0	1	3
7	1.396	1	5	1	28	"2;1"	"id_300"	100	4	4	0	1	3
8	0.527	1	3	1	31	"2;1"	"id_300"	100	4	4	0	1	3
9	0.738	1	2	1	33	"2;1"	"id_300"	100	4	4	0	1	3
10	0.585	1	4	1	37	"2;1"	"id_300"	100	4	4	0	1	3
11	0.607	1	2	1	39	"2;1"	"id_300"	100	4	4	0	1	3
12	0.502	1	7	1	46	"2;1"	"id_300"	100	4	4	0	1	3
13	1.036	1	4	1	50	"2;1"	"id_300"	100	4	4	0	1	3
14	0.619	1	2	1	52	"2;1"	"id_300"	100	4	4	0	1	3
15	0.592	1	5	1	57	"2;1"	"id_300"	100	4	4	0	1	3
16	0.562	1	6	1	63	"2;1"	"id_300"	100	4	4	0	1	3
17	0.541	1	3	1	66	"2;1"	"id_300"	100	4	4	0	1	3
18	0.568	1	3	1	69	"2;1"	"id_300"	100	4	4	0	1	3
19	0.536	1	2	1	71	"2;1"	"id_300"	100	4	4	0	1	3
20	0.553	1	4	1	75	"2;1"	"id_300"	100	4	4	0	1	3
21	0.561	1	6	1	81	"2;1"	"id_300"	100	4	4	0	1	3
22	0.555	1	9	1	90	"2;1"	"id_300"	100	4	4	0	1	3
23	0.561	1	4	1	94	"2;1"	"id_300"	100	4	4	0	1	3
24	0.55	1	4	1	98	"2;1"	"id_300"	100	4	4	0	1	3
25	0.943	1	1	1	99	"2;1"	"id_300"	100	4	4	0	1	3
1	0.85	1	5	2	5	"1;2"	"id_300"	100	4	4	0	1	3
2	0.579	1	4	2	9	"1;2"	"id_300"	100	4	4	0	1	3
3	0.743	1	8	2	17	"1;2"	"id_300"	100	4	4	0	1	3
4	0.586	1	2	2	19	"1;2"	"id_300"	100	4	4	0	1	3
5	1.231	1	7	2	26	"1;2"	"id_300"	100	4	4	0	1	3
6	0.808	1	2	2	28	"1;2"	"id_300"	100	4	4	0	1	3
7	0.601	1	6	2	34	"1;2"	"id_300"	100	4	4	0	1	3
8	0.59	1	5	2	39	"1;2"	"id_300"	100	4	4	0	1	3
9	0.618	1	3	2	42	"1;2"	"id_300"	100	4	4	0	1	3
10	0.662	1	4	2	46	"1;2"	"id_300"	100	4	4	0	1	3
11	1.017	1	7	2	53	"1;2"	"id_300"	100	4	4	0	1	3
12	0.708	1	5	2	58	"1;2"	"id_300"	100	4	4	0	1	3
13	0.635	1	5	2	63	"1;2"	"id_300"	100	4	4	0	1	3
14	0.672	1	1	2	64	"1;2"	"id_300"	100	4	4	0	1	3
15	0.653	1	4	2	68	"1;2"	"id_300"	100	4	4	0	1	3
16	0.753	1	6	2	74	"1;2"	"id_300"	100	4	4	0	1	3
17	0.773	1	0	2	74	"1;2"	"id_300"	100	4	4	0	1	3
18	1.054	1	6	2	80	"1;2"	"id_300"	100	4	4	0	1	3
19	1.487	1	1	2	81	"1;2"	"id_300"	100	4	4	0	1	3
20	1.055	1	3	2	84	"1;2"	"id_300"	100	4	4	0	1	3
21	1.116	1	5	2	89	"1;2"	"id_300"	100	4	4	0	1	3
22	0.752	1	4	2	93	"1;2"	"id_300"	100	4	4	0	1	3
23	0.85	1	6	2	99	"1;2"	"id_300"	100	4	4	0	1	3
24	1.707	1	6	2	105	"1;2"	"id_300"	100	4	4	0	1	3
25	1.222	1	1	2	106	"1;2"	"id_300"	100	4	4	0	1	3
1	0.783	1	-3	3	-3	"2;1"	"id_300"	100	4	4	0	1	3
2	1.023	2	6	3	3	"2;1"	"id_300"	100	4	4	0	1	3
3	0.516	2	2	3	5	"2;1"	"id_300"	100	4	4	0	1	3
4	0.525	2	-1	3	4	"2;1"	"id_300"	100	4	4	0	1	3
5	0.762	2	7	3	11	"2;1"	"id_300"	100	4	4	0	1	3
6	0.525	2	5	3	16	"2;1"	"id_300"	100	4	4	0	1	3
7	1.055	2	3	3	19	"2;1"	"id_300"	100	4	4	0	1	3
8	0.566	2	3	3	22	"2;1"	"id_300"	100	4	4	0	1	3
9	0.766	2	6	3	28	"2;1"	"id_300"	100	4	4	0	1	3
10	0.629	2	1	3	29	"2;1"	"id_300"	100	4	4	0	1	3
11	0.603	2	6	3	35	"2;1"	"id_300"	100	4	4	0	1	3
12	0.889	2	6	3	41	"2;1"	"id_300"	100	4	4	0	1	3
13	1.053	2	9	3	50	"2;1"	"id_300"	100	4	4	0	1	3
14	0.599	2	6	3	56	"2;1"	"id_300"	100	4	4	0	1	3
15	0.905	2	3	3	59	"2;1"	"id_300"	100	4	4	0	1	3
16	0.917	2	1	3	60	"2;1"	"id_300"	100	4	4	0	1	3
17	0.651	2	4	3	64	"2;1"	"id_300"	100	4	4	0	1	3
18	0.786	2	1	3	65	"2;1"	"id_300"	100	4	4	0	1	3
19	0.655	2	5	3	70	"2;1"	"id_300"	100	4	4	0	1	3
20	0.625	2	2	3	72	"2;1"	"id_300"	100	4	4	0	1	3
21	0.649	2	-3	3	69	"2;1"	"id_300"	100	4	4	0	1	3
22	0.916	2	6	3	75	"2;1"	"id_300"	100	4	4	0	1	3
23	0.719	2	4	3	79	"2;1"	"id_300"	100	4	4	0	1	3
24	0.71	2	-1	3	78	"2;1"	"id_300"	100	4	4	0	1	3
25	0.687	2	0	3	78	"2;1"	"id_300"	100	4	4	0	1	3
1	0.94	1	13	4	13	"2;1"	"id_300"	100	4	4	0	1	3
2	0.71	1	7	4	20	"2;1"	"id_300"	100	4	4	0	1	3
3	0.586	1	14	4	34	"2;1"	"id_300"	100	4	4	0	1	3
4	0.806	1	16	4	50	"2;1"	"id_300"	100	4	4	0	1	3
5	0.944	1	12	4	62	"2;1"	"id_300"	100	4	4	0	1	3
6	0.852	1	-10	4	52	"2;1"	"id_300"	100	4	4	0	1	3
7	0.93	1	24	4	76	"2;1"	"id_300"	100	4	4	0	1	3
8	0.812	1	4	4	80	"2;1"	"id_300"	100	4	4	0	1	3
9	0.71	1	11	4	91	"2;1"	"id_300"	100	4	4	0	1	3
10	0.79	1	1	4	92	"2;1"	"id_300"	100	4	4	0	1	3
11	0.976	1	-1	4	91	"2;1"	"id_300"	100	4	4	0	1	3
12	0.648	1	-6	4	85	"2;1"	"id_300"	100	4	4	0	1	3
13	0.578	1	-5	4	80	"2;1"	"id_300"	100	4	4	0	1	3
14	0.648	1	-2	4	78	"2;1"	"id_300"	100	4	4	0	1	3
15	0.546	1	15	4	93	"2;1"	"id_300"	100	4	4	0	1	3
16	0.61	1	4	4	97	"2;1"	"id_300"	100	4	4	0	1	3
17	0.726	1	-5	4	92	"2;1"	"id_300"	100	4	4	0	1	3
18	2.492	2	7	4	99	"2;1"	"id_300"	100	4	4	0	1	3
19	0.836	2	5	4	104	"2;1"	"id_300"	100	4	4	0	1	3
20	1.164	2	0	4	104	"2;1"	"id_300"	100	4	4	0	1	3
21	0.538	2	5	4	109	"2;1"	"id_300"	100	4	4	0	1	3
22	0.548	2	6	4	115	"2;1"	"id_300"	100	4	4	0	1	3
23	1.398	2	7	4	122	"2;1"	"id_300"	100	4	4	0	1	3
24	0.742	2	6	4	128	"2;1"	"id_300"	100	4	4	0	1	3
25	0.64	2	7	4	135	"2;1"	"id_300"	100	4	4	0	1	3
1	0.823	2	3	5	3	"1;2"	"id_300"	100	4	4	0	1	3
2	0.546	2	2	5	5	"1;2"	"id_300"	100	4	4	0	1	3
3	0.532	2	2	5	7	"1;2"	"id_300"	100	4	4	0	1	3
4	0.914	2	-2	5	5	"1;2"	"id_300"	100	4	4	0	1	3
5	0.89	1	4	5	9	"1;2"	"id_300"	100	4	4	0	1	3
6	0.616	1	2	5	11	"1;2"	"id_300"	100	4	4	0	1	3
7	0.578	1	0	5	11	"1;2"	"id_300"	100	4	4	0	1	3
8	0.618	1	5	5	16	"1;2"	"id_300"	100	4	4	0	1	3
