"trial"	"time"	"selection"	"outcome"	"game"	"points.cum"	"option.order"	"workerid"	"goal"	"condition"	"n.goals.reached"	"checkFails"	"payout"	"which.high.ev"
1	0.826772433508244	2	1	1	1	"2;1"	"id_297"	100	4	7	0	1.4	3
2	0.668416447676214	2	5	1	6	"2;1"	"id_297"	100	4	7	0	1.4	3
3	0.774012406587306	2	4	1	10	"2;1"	"id_297"	100	4	7	0	1.4	3
4	0.613433614740371	1	2	1	12	"2;1"	"id_297"	100	4	7	0	1.4	3
5	0.825354047807999	2	2	1	14	"2;1"	"id_297"	100	4	7	0	1.4	3
6	0.8448476225342	2	0	1	14	"2;1"	"id_297"	100	4	7	0	1.4	3
7	0.710040595952302	2	3	1	17	"2;1"	"id_297"	100	4	7	0	1.4	3
8	0.5	1	1	1	18	"2;1"	"id_297"	100	4	7	0	1.4	3
9	1.10654983914971	1	5	1	23	"2;1"	"id_297"	100	4	7	0	1.4	3
10	1.16917176853357	1	3	1	26	"2;1"	"id_297"	100	4	7	0	1.4	3
11	0.857088362424508	2	5	1	31	"2;1"	"id_297"	100	4	7	0	1.4	3
12	1.0183941665503	2	5	1	36	"2;1"	"id_297"	100	4	7	0	1.4	3
13	0.646487581851215	2	0	1	36	"2;1"	"id_297"	100	4	7	0	1.4	3
14	0.511900952487897	2	6	1	42	"2;1"	"id_297"	100	4	7	0	1.4	3
15	0.5	2	3	1	45	"2;1"	"id_297"	100	4	7	0	1.4	3
16	1.14759347049125	2	6	1	51	"2;1"	"id_297"	100	4	7	0	1.4	3
17	0.711625744284376	2	5	1	56	"2;1"	"id_297"	100	4	7	0	1.4	3
18	0.965327904478505	2	4	1	60	"2;1"	"id_297"	100	4	7	0	1.4	3
19	0.921956080236599	1	-1	1	59	"2;1"	"id_297"	100	4	7	0	1.4	3
20	0.716510740306969	1	3	1	62	"2;1"	"id_297"	100	4	7	0	1.4	3
1	0.501062985449514	2	5	2	5	"2;1"	"id_297"	100	4	7	0	1.4	3
2	0.872609258790988	1	17	2	22	"2;1"	"id_297"	100	4	7	0	1.4	3
3	0.803947048297445	1	-6	2	16	"2;1"	"id_297"	100	4	7	0	1.4	3
4	0.802534090519652	1	7	2	23	"2;1"	"id_297"	100	4	7	0	1.4	3
5	0.885491543614674	1	-16	2	7	"2;1"	"id_297"	100	4	7	0	1.4	3
6	0.5	1	13	2	20	"2;1"	"id_297"	100	4	7	0	1.4	3
7	0.864453600939841	1	6	2	26	"2;1"	"id_297"	100	4	7	0	1.4	3
8	0.92884371840486	1	6	2	32	"2;1"	"id_297"	100	4	7	0	1.4	3
9	0.779626783825758	1	1	2	33	"2;1"	"id_297"	100	4	7	0	1.4	3
10	0.882727970817533	1	-11	2	22	"2;1"	"id_297"	100	4	7	0	1.4	3
11	0.5	1	-10	2	12	"2;1"	"id_297"	100	4	7	0	1.4	3
12	0.76363609031238	1	-5	2	7	"2;1"	"id_297"	100	4	7	0	1.4	3
13	0.943227643815721	1	10	2	17	"2;1"	"id_297"	100	4	7	0	1.4	3
14	1.02103130244636	1	-5	2	12	"2;1"	"id_297"	100	4	7	0	1.4	3
15	0.5	1	33	2	45	"2;1"	"id_297"	100	4	7	0	1.4	3
16	1.02450193135572	2	4	2	49	"2;1"	"id_297"	100	4	7	0	1.4	3
