"trial"	"time"	"selection"	"outcome"	"game"	"points.cum"	"option.order"	"workerid"	"goal"	"condition"	"n.goals.reached"	"checkFails"	"payout"	"which.high.ev"
1	0.5	2	2	1	2	"1;2"	"id_134"	100	6	3	1	0.6	3
2	1.14873285109615	1	5	1	7	"1;2"	"id_134"	100	6	3	1	0.6	3
3	1.10824612602581	1	2	1	9	"1;2"	"id_134"	100	6	3	1	0.6	3
4	0.5	2	-2	1	7	"1;2"	"id_134"	100	6	3	1	0.6	3
5	1.00844767146079	1	4	1	11	"1;2"	"id_134"	100	6	3	1	0.6	3
6	0.738563224127387	2	2	1	13	"1;2"	"id_134"	100	6	3	1	0.6	3
7	0.993593824967234	2	-1	1	12	"1;2"	"id_134"	100	6	3	1	0.6	3
8	1.04155090119219	2	8	1	20	"1;2"	"id_134"	100	6	3	1	0.6	3
9	0.787560359325784	2	1	1	21	"1;2"	"id_134"	100	6	3	1	0.6	3
10	1.0784676950166	1	4	1	25	"1;2"	"id_134"	100	6	3	1	0.6	3
11	0.5	2	7	1	32	"1;2"	"id_134"	100	6	3	1	0.6	3
12	0.709820682378752	1	3	1	35	"1;2"	"id_134"	100	6	3	1	0.6	3
13	0.983609285816427	2	6	1	41	"1;2"	"id_134"	100	6	3	1	0.6	3
14	0.757519232641144	2	3	1	44	"1;2"	"id_134"	100	6	3	1	0.6	3
15	1.28114375652538	2	3	1	47	"1;2"	"id_134"	100	6	3	1	0.6	3
16	0.5	2	5	1	52	"1;2"	"id_134"	100	6	3	1	0.6	3
17	0.755783072922605	2	1	1	53	"1;2"	"id_134"	100	6	3	1	0.6	3
18	0.656075436291432	1	4	1	57	"1;2"	"id_134"	100	6	3	1	0.6	3
19	0.624316199946729	2	5	1	62	"1;2"	"id_134"	100	6	3	1	0.6	3
20	0.707503928994166	1	2	1	64	"1;2"	"id_134"	100	6	3	1	0.6	3
1	1.06932355414207	1	20	2	20	"2;1"	"id_134"	100	6	3	1	0.6	3
2	0.728753989477792	2	3	2	23	"2;1"	"id_134"	100	6	3	1	0.6	3
3	0.884007904719073	1	8	2	31	"2;1"	"id_134"	100	6	3	1	0.6	3
4	0.931947525564312	2	0	2	31	"2;1"	"id_134"	100	6	3	1	0.6	3
5	0.864308522702398	1	4	2	35	"2;1"	"id_134"	100	6	3	1	0.6	3
6	0.617485752340256	1	-13	2	22	"2;1"	"id_134"	100	6	3	1	0.6	3
7	1.04761097627713	1	-1	2	21	"2;1"	"id_134"	100	6	3	1	0.6	3
8	1.0901047418835	1	20	2	41	"2;1"	"id_134"	100	6	3	1	0.6	3
9	1.02233470711392	2	4	2	45	"2;1"	"id_134"	100	6	3	1	0.6	3
10	1.05272216217049	2	4	2	49	"2;1"	"id_134"	100	6	3	1	0.6	3
11	0.794253134137124	2	0	2	49	"2;1"	"id_134"	100	6	3	1	0.6	3
12	0.674106900670905	1	10	2	59	"2;1"	"id_134"	100	6	3	1	0.6	3
13	0.5	1	-6	2	53	"2;1"	"id_134"	100	6	3	1	0.6	3
14	0.608107821517348	1	6	2	59	"2;1"	"id_134"	100	6	3	1	0.6	3
15	0.5	1	-9	2	50	"2;1"	"id_134"	100	6	3	1	0.6	3
16	1.00611050542846	1	5	2	55	"2;1"	"id_134"	100	6	3	1	0.6	3
17	1.22577467249602	2	4	2	59	"2;1"	"id_134"	100	6	3	1	0.6	3
18	0.962975643803994	2	2	2	61	"2;1"	"id_134"	100	6	3	1	0.6	3
19	0.720989496896342	1	21	2	82	"2;1"	"id_134"	100	6	3	1	0.6	3
20	0.649216908022219	1	1	2	83	"2;1"	"id_134"	100	6	3	1	0.6	3
21	0.5	1	-2	2	81	"2;1"	"id_134"	100	6	3	1	0.6	3
22	1.13687429917468	1	8	2	89	"2;1"	"id_134"	100	6	3	1	0.6	3
23	0.5	1	-12	2	77	"2;1"	"id_134"	100	6	3	1	0.6	3
24	0.677991415435121	1	-6	2	71	"2;1"	"id_134"	100	6	3	1	0.6	3
25	0.961245570282726	1	4	2	75	"2;1"	"id_134"	100	6	3	1	0.6	3
1	0.584115761918307	2	1	3	1	"2;1"	"id_134"	100	6	3	1	0.6	3
2	0.5	1	12	3	13	"2;1"	"id_134"	100	6	3	1	0.6	3
3	1.07634685907758	2	-2	3	11	"2;1"	"id_134"	100	6	3	1	0.6	3
4	0.5	1	19	3	30	"2;1"	"id_134"	100	6	3	1	0.6	3
5	0.915082769001694	2	1	3	31	"2;1"	"id_134"	100	6	3	1	0.6	3
6	1.15122905311266	1	-7	3	24	"2;1"	"id_134"	100	6	3	1	0.6	3
7	0.549793434427908	2	1	3	25	"2;1"	"id_134"	100	6	3	1	0.6	3
8	0.901744476210773	1	14	3	39	"2;1"	"id_134"	100	6	3	1	0.6	3
9	0.5	1	14	3	53	"2;1"	"id_134"	100	6	3	1	0.6	3
10	0.750916963491296	1	5	3	58	"2;1"	"id_134"	100	6	3	1	0.6	3
11	0.5	1	11	3	69	"2;1"	"id_134"	100	6	3	1	0.6	3
12	0.692881057792829	1	17	3	86	"2;1"	"id_134"	100	6	3	1	0.6	3
13	1.40356429594394	1	14	3	100	"2;1"	"id_134"	100	6	3	1	0.6	3
14	0.945412090665439	1	7	3	107	"2;1"	"id_134"	100	6	3	1	0.6	3
15	0.949932910853392	2	6	3	113	"2;1"	"id_134"	100	6	3	1	0.6	3
16	0.556893767066015	2	1	3	114	"2;1"	"id_134"	100	6	3	1	0.6	3
17	0.772442687184182	2	-1	3	113	"2;1"	"id_134"	100	6	3	1	0.6	3
18	0.86279143537279	1	-17	3	96	"2;1"	"id_134"	100	6	3	1	0.6	3
19	0.932918452405966	1	-7	3	89	"2;1"	"id_134"	100	6	3	1	0.6	3
20	0.924256173148825	2	2	3	91	"2;1"	"id_134"	100	6	3	1	0.6	3
21	0.5	1	-1	3	90	"2;1"	"id_134"	100	6	3	1	0.6	3
22	1.11211523016822	1	9	3	99	"2;1"	"id_134"	100	6	3	1	0.6	3
23	0.614590776870993	2	-1	3	98	"2;1"	"id_134"	100	6	3	1	0.6	3
24	0.552796612509079	1	7	3	105	"2;1"	"id_134"	100	6	3	1	0.6	3
25	1.31628417838073	2	3	3	108	"2;1"	"id_134"	100	6	3	1	0.6	3
