"trial"	"time"	"selection"	"outcome"	"game"	"points.cum"	"option.order"	"workerid"	"goal"	"condition"	"n.goals.reached"	"checkFails"	"payout"	"which.high.ev"
1	1.34992003024665	1	5	1	5	"2;1"	"id_148"	0	1	NA	0	1.18	3
2	1.02471852514143	1	-1	1	4	"2;1"	"id_148"	0	1	NA	0	1.18	3
3	1.2014981773878	1	1	1	5	"2;1"	"id_148"	0	1	NA	0	1.18	3
4	0.71852652622896	1	4	1	9	"2;1"	"id_148"	0	1	NA	0	1.18	3
5	0.830861195917101	1	4	1	13	"2;1"	"id_148"	0	1	NA	0	1.18	3
6	0.90123291582212	1	5	1	18	"2;1"	"id_148"	0	1	NA	0	1.18	3
7	1.24889193542569	1	1	1	19	"2;1"	"id_148"	0	1	NA	0	1.18	3
8	0.873630514208878	2	3	1	22	"2;1"	"id_148"	0	1	NA	0	1.18	3
9	0.842942643246732	1	1	1	23	"2;1"	"id_148"	0	1	NA	0	1.18	3
10	0.817434315909987	1	0	1	23	"2;1"	"id_148"	0	1	NA	0	1.18	3
11	1.05652657795743	2	7	1	30	"2;1"	"id_148"	0	1	NA	0	1.18	3
12	0.685786158928047	2	0	1	30	"2;1"	"id_148"	0	1	NA	0	1.18	3
13	0.627672466079485	2	3	1	33	"2;1"	"id_148"	0	1	NA	0	1.18	3
14	0.783368343119705	2	5	1	38	"2;1"	"id_148"	0	1	NA	0	1.18	3
15	0.810892746995225	1	6	1	44	"2;1"	"id_148"	0	1	NA	0	1.18	3
16	1.07982592017194	2	3	1	47	"2;1"	"id_148"	0	1	NA	0	1.18	3
17	0.534403972882288	2	2	1	49	"2;1"	"id_148"	0	1	NA	0	1.18	3
18	1.00987189307606	1	0	1	49	"2;1"	"id_148"	0	1	NA	0	1.18	3
19	0.71301316597442	2	2	1	51	"2;1"	"id_148"	0	1	NA	0	1.18	3
20	1.03176528592453	1	3	1	54	"2;1"	"id_148"	0	1	NA	0	1.18	3
1	1.13240064088709	1	-2	2	-2	"2;1"	"id_148"	0	1	NA	0	1.18	3
2	0.5	2	5	2	3	"2;1"	"id_148"	0	1	NA	0	1.18	3
3	1.16738184421596	2	2	2	5	"2;1"	"id_148"	0	1	NA	0	1.18	3
4	0.751721541057155	2	4	2	9	"2;1"	"id_148"	0	1	NA	0	1.18	3
5	1.10203521160851	2	2	2	11	"2;1"	"id_148"	0	1	NA	0	1.18	3
6	0.966256682651951	2	4	2	15	"2;1"	"id_148"	0	1	NA	0	1.18	3
7	0.73821338900884	2	5	2	20	"2;1"	"id_148"	0	1	NA	0	1.18	3
8	0.806749746918791	2	-1	2	19	"2;1"	"id_148"	0	1	NA	0	1.18	3
9	1.18410006169519	2	4	2	23	"2;1"	"id_148"	0	1	NA	0	1.18	3
10	0.842812828802097	2	4	2	27	"2;1"	"id_148"	0	1	NA	0	1.18	3
11	0.712878615649038	2	1	2	28	"2;1"	"id_148"	0	1	NA	0	1.18	3
12	0.637112252651769	2	3	2	31	"2;1"	"id_148"	0	1	NA	0	1.18	3
13	0.919015753593897	2	7	2	38	"2;1"	"id_148"	0	1	NA	0	1.18	3
14	0.907826733460854	2	2	2	40	"2;1"	"id_148"	0	1	NA	0	1.18	3
15	0.599958174574546	2	4	2	44	"2;1"	"id_148"	0	1	NA	0	1.18	3
16	0.914149225185994	2	2	2	46	"2;1"	"id_148"	0	1	NA	0	1.18	3
17	1.02152123268172	2	5	2	51	"2;1"	"id_148"	0	1	NA	0	1.18	3
18	1.21135555520362	2	1	2	52	"2;1"	"id_148"	0	1	NA	0	1.18	3
19	0.788069537186457	2	6	2	58	"2;1"	"id_148"	0	1	NA	0	1.18	3
20	0.994409332087814	2	3	2	61	"2;1"	"id_148"	0	1	NA	0	1.18	3
21	0.5	1	2	2	63	"2;1"	"id_148"	0	1	NA	0	1.18	3
22	0.80031456294006	2	6	2	69	"2;1"	"id_148"	0	1	NA	0	1.18	3
23	0.614299977892134	2	5	2	74	"2;1"	"id_148"	0	1	NA	0	1.18	3
24	0.861736075311011	1	-8	2	66	"2;1"	"id_148"	0	1	NA	0	1.18	3
25	0.5	2	1	2	67	"2;1"	"id_148"	0	1	NA	0	1.18	3
1	0.788561100345768	1	3	3	3	"1;2"	"id_148"	0	1	NA	0	1.18	3
2	0.590266722924415	1	6	3	9	"1;2"	"id_148"	0	1	NA	0	1.18	3
3	1.11468552233956	2	27	3	36	"1;2"	"id_148"	0	1	NA	0	1.18	3
4	0.666688729025372	2	-1	3	35	"1;2"	"id_148"	0	1	NA	0	1.18	3
5	0.737473390945693	2	-10	3	25	"1;2"	"id_148"	0	1	NA	0	1.18	3
6	0.508828709914025	2	27	3	52	"1;2"	"id_148"	0	1	NA	0	1.18	3
7	0.5	2	10	3	62	"1;2"	"id_148"	0	1	NA	0	1.18	3
8	0.528351954635562	2	-11	3	51	"1;2"	"id_148"	0	1	NA	0	1.18	3
9	0.566504249133918	2	2	3	53	"1;2"	"id_148"	0	1	NA	0	1.18	3
10	0.918108643125802	2	28	3	81	"1;2"	"id_148"	0	1	NA	0	1.18	3
11	0.879320668169108	2	-17	3	64	"1;2"	"id_148"	0	1	NA	0	1.18	3
12	1.12940791838065	2	4	3	68	"1;2"	"id_148"	0	1	NA	0	1.18	3
13	1.06754288192755	1	-1	3	67	"1;2"	"id_148"	0	1	NA	0	1.18	3
14	0.692025905875582	2	3	3	70	"1;2"	"id_148"	0	1	NA	0	1.18	3
15	0.539192889076434	2	2	3	72	"1;2"	"id_148"	0	1	NA	0	1.18	3
16	0.616686097124441	2	6	3	78	"1;2"	"id_148"	0	1	NA	0	1.18	3
17	1.33738822801798	2	-16	3	62	"1;2"	"id_148"	0	1	NA	0	1.18	3
18	1.12282320764692	1	4	3	66	"1;2"	"id_148"	0	1	NA	0	1.18	3
19	0.905783382242334	1	3	3	69	"1;2"	"id_148"	0	1	NA	0	1.18	3
20	0.864838020640383	1	8	3	77	"1;2"	"id_148"	0	1	NA	0	1.18	3
21	1.14677680396104	1	2	3	79	"1;2"	"id_148"	0	1	NA	0	1.18	3
22	1.13768707788533	1	4	3	83	"1;2"	"id_148"	0	1	NA	0	1.18	3
23	0.5	1	8	3	91	"1;2"	"id_148"	0	1	NA	0	1.18	3
24	1.07545204624158	1	1	3	92	"1;2"	"id_148"	0	1	NA	0	1.18	3
25	0.830617727648478	1	6	3	98	"1;2"	"id_148"	0	1	NA	0	1.18	3
1	0.913472771219051	1	7	4	7	"1;2"	"id_148"	0	1	NA	0	1.18	3
2	0.928728202322849	1	5	4	12	"1;2"	"id_148"	0	1	NA	0	1.18	3
3	0.554138258285427	1	-3	4	9	"1;2"	"id_148"	0	1	NA	0	1.18	3
4	0.673423025658879	2	-11	4	-2	"1;2"	"id_148"	0	1	NA	0	1.18	3
5	0.556048020463462	1	8	4	6	"1;2"	"id_148"	0	1	NA	0	1.18	3
6	0.992313491777541	1	1	4	7	"1;2"	"id_148"	0	1	NA	0	1.18	3
7	0.616488233110036	1	-1	4	6	"1;2"	"id_148"	0	1	NA	0	1.18	3
8	0.5	1	5	4	11	"1;2"	"id_148"	0	1	NA	0	1.18	3
9	1.02985588972987	2	-2	4	9	"1;2"	"id_148"	0	1	NA	0	1.18	3
10	1.27117889199913	1	2	4	11	"1;2"	"id_148"	0	1	NA	0	1.18	3
11	0.584035642138996	1	2	4	13	"1;2"	"id_148"	0	1	NA	0	1.18	3
12	1.23618583580746	1	7	4	20	"1;2"	"id_148"	0	1	NA	0	1.18	3
13	0.633071895462574	1	3	4	23	"1;2"	"id_148"	0	1	NA	0	1.18	3
14	1.02105858575995	1	2	4	25	"1;2"	"id_148"	0	1	NA	0	1.18	3
15	0.682074851668343	2	8	4	33	"1;2"	"id_148"	0	1	NA	0	1.18	3
16	1.10410213373681	1	5	4	38	"1;2"	"id_148"	0	1	NA	0	1.18	3
17	0.885785384755792	1	5	4	43	"1;2"	"id_148"	0	1	NA	0	1.18	3
18	0.860626489354008	1	0	4	43	"1;2"	"id_148"	0	1	NA	0	1.18	3
19	0.94710660169575	2	-27	4	16	"1;2"	"id_148"	0	1	NA	0	1.18	3
20	0.5	1	3	4	19	"1;2"	"id_148"	0	1	NA	0	1.18	3
21	0.76666685224218	1	1	4	20	"1;2"	"id_148"	0	1	NA	0	1.18	3
22	0.5	1	12	4	32	"1;2"	"id_148"	0	1	NA	0	1.18	3
23	0.833344040843167	1	5	4	37	"1;2"	"id_148"	0	1	NA	0	1.18	3
24	0.5	1	5	4	42	"1;2"	"id_148"	0	1	NA	0	1.18	3
25	0.858403486171686	1	6	4	48	"1;2"	"id_148"	0	1	NA	0	1.18	3
1	0.543171642257261	1	1	5	1	"1;2"	"id_148"	0	1	NA	0	1.18	3
2	0.542031818917137	1	0	5	1	"1;2"	"id_148"	0	1	NA	0	1.18	3
3	0.517323853026059	1	4	5	5	"1;2"	"id_148"	0	1	NA	0	1.18	3
