"trial"	"time"	"selection"	"outcome"	"game"	"points.cum"	"option.order"	"workerid"	"goal"	"condition"	"n.goals.reached"	"checkFails"	"payout"	"which.high.ev"
1	0.5	2	3	1	3	"2;1"	"id_037"	100	4	5	0	1	3
2	0.952671779897231	2	3	1	6	"2;1"	"id_037"	100	4	5	0	1	3
3	0.599440644407747	1	0	1	6	"2;1"	"id_037"	100	4	5	0	1	3
4	1.21257920437396	2	4	1	10	"2;1"	"id_037"	100	4	5	0	1	3
5	1.12479184792694	2	2	1	12	"2;1"	"id_037"	100	4	5	0	1	3
6	0.863419336647516	1	1	1	13	"2;1"	"id_037"	100	4	5	0	1	3
7	0.575813794776448	2	5	1	18	"2;1"	"id_037"	100	4	5	0	1	3
8	0.740879012429437	1	2	1	20	"2;1"	"id_037"	100	4	5	0	1	3
9	0.650611787211054	2	1	1	21	"2;1"	"id_037"	100	4	5	0	1	3
10	1.04595296964729	1	3	1	24	"2;1"	"id_037"	100	4	5	0	1	3
11	0.877862395861812	1	4	1	28	"2;1"	"id_037"	100	4	5	0	1	3
12	0.782517134350001	1	2	1	30	"2;1"	"id_037"	100	4	5	0	1	3
13	0.597836405682259	1	2	1	32	"2;1"	"id_037"	100	4	5	0	1	3
14	0.729222479150533	1	1	1	33	"2;1"	"id_037"	100	4	5	0	1	3
15	0.989656789848782	2	3	1	36	"2;1"	"id_037"	100	4	5	0	1	3
16	0.551965536676747	2	5	1	41	"2;1"	"id_037"	100	4	5	0	1	3
17	0.62540547031174	1	3	1	44	"2;1"	"id_037"	100	4	5	0	1	3
18	0.5	2	6	1	50	"2;1"	"id_037"	100	4	5	0	1	3
19	0.678215496508755	1	6	1	56	"2;1"	"id_037"	100	4	5	0	1	3
20	0.713853881874957	2	8	1	64	"2;1"	"id_037"	100	4	5	0	1	3
1	0.958069372347468	1	4	2	4	"1;2"	"id_037"	100	4	5	0	1	3
2	0.667645329316938	1	3	2	7	"1;2"	"id_037"	100	4	5	0	1	3
3	0.5	2	4	2	11	"1;2"	"id_037"	100	4	5	0	1	3
4	0.81456646583896	2	1	2	12	"1;2"	"id_037"	100	4	5	0	1	3
5	0.5	2	-5	2	7	"1;2"	"id_037"	100	4	5	0	1	3
6	1.00731697353177	2	17	2	24	"1;2"	"id_037"	100	4	5	0	1	3
7	1.05596759761894	2	17	2	41	"1;2"	"id_037"	100	4	5	0	1	3
8	1.02847860212937	1	6	2	47	"1;2"	"id_037"	100	4	5	0	1	3
9	0.658164741476408	2	3	2	50	"1;2"	"id_037"	100	4	5	0	1	3
10	0.944818098490118	1	-2	2	48	"1;2"	"id_037"	100	4	5	0	1	3
11	0.952018951679009	2	24	2	72	"1;2"	"id_037"	100	4	5	0	1	3
12	0.999778523444764	2	7	2	79	"1;2"	"id_037"	100	4	5	0	1	3
13	0.675155575862225	2	-11	2	68	"1;2"	"id_037"	100	4	5	0	1	3
14	0.582862043605453	1	3	2	71	"1;2"	"id_037"	100	4	5	0	1	3
15	0.820599247296112	1	5	2	76	"1;2"	"id_037"	100	4	5	0	1	3
16	0.804487467828989	1	7	2	83	"1;2"	"id_037"	100	4	5	0	1	3
17	0.5	1	3	2	86	"1;2"	"id_037"	100	4	5	0	1	3
18	0.830949262108502	2	14	2	100	"1;2"	"id_037"	100	4	5	0	1	3
19	0.726999418306723	1	7	2	107	"1;2"	"id_037"	100	4	5	0	1	3
20	0.674857710235007	2	-2	2	105	"1;2"	"id_037"	100	4	5	0	1	3
21	0.791238892463499	1	-1	2	104	"1;2"	"id_037"	100	4	5	0	1	3
22	1.00391536205744	1	2	2	106	"1;2"	"id_037"	100	4	5	0	1	3
23	0.581507165678646	1	5	2	111	"1;2"	"id_037"	100	4	5	0	1	3
24	0.730728874196981	1	8	2	119	"1;2"	"id_037"	100	4	5	0	1	3
25	0.951925431262091	1	-1	2	118	"1;2"	"id_037"	100	4	5	0	1	3
1	0.5	1	1	3	1	"2;1"	"id_037"	100	4	5	0	1	3
2	0.73954586193486	2	5	3	6	"2;1"	"id_037"	100	4	5	0	1	3
3	0.5	2	4	3	10	"2;1"	"id_037"	100	4	5	0	1	3
4	0.826341212823034	2	5	3	15	"2;1"	"id_037"	100	4	5	0	1	3
5	0.847148197884239	2	4	3	19	"2;1"	"id_037"	100	4	5	0	1	3
6	0.847987052848113	2	9	3	28	"2;1"	"id_037"	100	4	5	0	1	3
7	0.748159099616456	2	1	3	29	"2;1"	"id_037"	100	4	5	0	1	3
8	0.680002934623147	1	4	3	33	"2;1"	"id_037"	100	4	5	0	1	3
9	0.625006226505461	2	2	3	35	"2;1"	"id_037"	100	4	5	0	1	3
10	0.628292706592161	1	17	3	52	"2;1"	"id_037"	100	4	5	0	1	3
11	0.809570352609128	1	5	3	57	"2;1"	"id_037"	100	4	5	0	1	3
12	0.5	2	3	3	60	"2;1"	"id_037"	100	4	5	0	1	3
13	1.3003227595304	2	5	3	65	"2;1"	"id_037"	100	4	5	0	1	3
14	0.5	1	4	3	69	"2;1"	"id_037"	100	4	5	0	1	3
15	1.06358453242987	1	18	3	87	"2;1"	"id_037"	100	4	5	0	1	3
16	1.23765509933802	1	-20	3	67	"2;1"	"id_037"	100	4	5	0	1	3
17	0.854896474583545	2	4	3	71	"2;1"	"id_037"	100	4	5	0	1	3
18	1.06031953452011	2	2	3	73	"2;1"	"id_037"	100	4	5	0	1	3
19	1.06993799041585	2	4	3	77	"2;1"	"id_037"	100	4	5	0	1	3
20	0.887056834186055	1	9	3	86	"2;1"	"id_037"	100	4	5	0	1	3
21	0.506086870617244	2	0	3	86	"2;1"	"id_037"	100	4	5	0	1	3
22	0.5	1	-7	3	79	"2;1"	"id_037"	100	4	5	0	1	3
23	1.01627463014856	1	5	3	84	"2;1"	"id_037"	100	4	5	0	1	3
24	0.950880394575414	1	3	3	87	"2;1"	"id_037"	100	4	5	0	1	3
25	1.02459456267911	2	3	3	90	"2;1"	"id_037"	100	4	5	0	1	3
1	0.842895473853242	1	-2	4	-2	"2;1"	"id_037"	100	4	5	0	1	3
2	0.839872468943867	1	-15	4	-17	"2;1"	"id_037"	100	4	5	0	1	3
3	0.5	2	6	4	-11	"2;1"	"id_037"	100	4	5	0	1	3
4	0.540754530037169	1	28	4	17	"2;1"	"id_037"	100	4	5	0	1	3
5	0.803723501972001	1	-10	4	7	"2;1"	"id_037"	100	4	5	0	1	3
6	0.877518511311524	1	22	4	29	"2;1"	"id_037"	100	4	5	0	1	3
7	0.847557919493432	1	10	4	39	"2;1"	"id_037"	100	4	5	0	1	3
8	0.556086378236926	1	6	4	45	"2;1"	"id_037"	100	4	5	0	1	3
9	0.924573394500402	2	5	4	50	"2;1"	"id_037"	100	4	5	0	1	3
10	0.969736402932111	1	18	4	68	"2;1"	"id_037"	100	4	5	0	1	3
11	0.5	2	7	4	75	"2;1"	"id_037"	100	4	5	0	1	3
12	0.701483704193209	1	2	4	77	"2;1"	"id_037"	100	4	5	0	1	3
13	0.5	1	12	4	89	"2;1"	"id_037"	100	4	5	0	1	3
14	0.844697998437096	1	-8	4	81	"2;1"	"id_037"	100	4	5	0	1	3
15	0.609222777483109	2	2	4	83	"2;1"	"id_037"	100	4	5	0	1	3
16	0.956520167308141	2	4	4	87	"2;1"	"id_037"	100	4	5	0	1	3
17	0.67943033434325	1	10	4	97	"2;1"	"id_037"	100	4	5	0	1	3
18	1.15724393823064	2	2	4	99	"2;1"	"id_037"	100	4	5	0	1	3
19	0.552197142859134	1	14	4	113	"2;1"	"id_037"	100	4	5	0	1	3
20	1.23318165251221	1	18	4	131	"2;1"	"id_037"	100	4	5	0	1	3
21	0.843956389691307	2	5	4	136	"2;1"	"id_037"	100	4	5	0	1	3
22	0.55210104923107	2	1	4	137	"2;1"	"id_037"	100	4	5	0	1	3
23	0.542139111517091	2	5	4	142	"2;1"	"id_037"	100	4	5	0	1	3
24	0.876593419074416	1	5	4	147	"2;1"	"id_037"	100	4	5	0	1	3
25	0.681911584174575	1	12	4	159	"2;1"	"id_037"	100	4	5	0	1	3
1	0.959980375881031	2	-3	5	-3	"1;2"	"id_037"	100	4	5	0	1	3
2	0.998542993317176	1	5	5	2	"1;2"	"id_037"	100	4	5	0	1	3
3	0.683396755756806	2	9	5	11	"1;2"	"id_037"	100	4	5	0	1	3
4	0.820086514746903	1	3	5	14	"1;2"	"id_037"	100	4	5	0	1	3
5	1.04534905758125	2	1	5	15	"1;2"	"id_037"	100	4	5	0	1	3
6	0.568387967843486	2	1	5	16	"1;2"	"id_037"	100	4	5	0	1	3
7	0.5	1	5	5	21	"1;2"	"id_037"	100	4	5	0	1	3
8	0.559902628713812	2	6	5	27	"1;2"	"id_037"	100	4	5	0	1	3
9	0.545373782738399	2	8	5	35	"1;2"	"id_037"	100	4	5	0	1	3
10	0.787958026186395	2	9	5	44	"1;2"	"id_037"	100	4	5	0	1	3
11	0.61426860423384	1	8	5	52	"1;2"	"id_037"	100	4	5	0	1	3
12	0.550961930847972	1	5	5	57	"1;2"	"id_037"	100	4	5	0	1	3
13	0.655787684932387	2	-8	5	49	"1;2"	"id_037"	100	4	5	0	1	3
