"trial"	"time"	"selection"	"outcome"	"game"	"points.cum"	"option.order"	"workerid"	"goal"	"condition"	"n.goals.reached"	"checkFails"	"payout"	"which.high.ev"
1	0.5	1	4	1	4	"2;1"	"id_201"	100	4	5	0	1	3
2	0.971653732229382	1	2	1	6	"2;1"	"id_201"	100	4	5	0	1	3
3	0.825302676963834	1	3	1	9	"2;1"	"id_201"	100	4	5	0	1	3
4	0.956502209423536	1	3	1	12	"2;1"	"id_201"	100	4	5	0	1	3
5	0.594830894330963	1	1	1	13	"2;1"	"id_201"	100	4	5	0	1	3
6	1.07752490305337	1	2	1	15	"2;1"	"id_201"	100	4	5	0	1	3
7	0.987359399653396	2	1	1	16	"2;1"	"id_201"	100	4	5	0	1	3
8	0.791304340430865	1	4	1	20	"2;1"	"id_201"	100	4	5	0	1	3
9	0.51543061023903	1	3	1	23	"2;1"	"id_201"	100	4	5	0	1	3
10	0.781764350851396	1	3	1	26	"2;1"	"id_201"	100	4	5	0	1	3
11	1.15354183636834	2	2	1	28	"2;1"	"id_201"	100	4	5	0	1	3
12	0.5	2	2	1	30	"2;1"	"id_201"	100	4	5	0	1	3
13	0.5	2	5	1	35	"2;1"	"id_201"	100	4	5	0	1	3
14	0.956248031168523	2	5	1	40	"2;1"	"id_201"	100	4	5	0	1	3
15	0.911292526664459	2	7	1	47	"2;1"	"id_201"	100	4	5	0	1	3
16	1.23685013396594	1	3	1	50	"2;1"	"id_201"	100	4	5	0	1	3
17	0.969330526347063	1	6	1	56	"2;1"	"id_201"	100	4	5	0	1	3
18	0.5	1	1	1	57	"2;1"	"id_201"	100	4	5	0	1	3
19	0.5	1	2	1	59	"2;1"	"id_201"	100	4	5	0	1	3
20	0.832758949923534	2	3	1	62	"2;1"	"id_201"	100	4	5	0	1	3
1	1.02408064563175	2	2	2	2	"1;2"	"id_201"	100	4	5	0	1	3
2	1.03660578729417	1	6	2	8	"1;2"	"id_201"	100	4	5	0	1	3
3	0.63700795693627	1	3	2	11	"1;2"	"id_201"	100	4	5	0	1	3
4	0.91648251215492	2	25	2	36	"1;2"	"id_201"	100	4	5	0	1	3
5	0.992802002089407	2	6	2	42	"1;2"	"id_201"	100	4	5	0	1	3
6	0.958957603181032	2	5	2	47	"1;2"	"id_201"	100	4	5	0	1	3
7	0.702237227855126	2	3	2	50	"1;2"	"id_201"	100	4	5	0	1	3
8	0.714442920089278	2	-9	2	41	"1;2"	"id_201"	100	4	5	0	1	3
9	1.12886520593412	2	12	2	53	"1;2"	"id_201"	100	4	5	0	1	3
10	0.755192644138548	2	23	2	76	"1;2"	"id_201"	100	4	5	0	1	3
11	0.789721251175178	2	8	2	84	"1;2"	"id_201"	100	4	5	0	1	3
12	0.5	2	2	2	86	"1;2"	"id_201"	100	4	5	0	1	3
13	1.0556783507591	2	11	2	97	"1;2"	"id_201"	100	4	5	0	1	3
14	1.06851885672675	1	7	2	104	"1;2"	"id_201"	100	4	5	0	1	3
15	0.625885663556287	1	4	2	108	"1;2"	"id_201"	100	4	5	0	1	3
16	0.60575206602066	2	-11	2	97	"1;2"	"id_201"	100	4	5	0	1	3
17	1.09094343760535	1	4	2	101	"1;2"	"id_201"	100	4	5	0	1	3
18	0.860603339736567	1	2	2	103	"1;2"	"id_201"	100	4	5	0	1	3
19	0.809113437487608	1	0	2	103	"1;2"	"id_201"	100	4	5	0	1	3
20	1.06576581534617	2	-7	2	96	"1;2"	"id_201"	100	4	5	0	1	3
21	0.67108852104148	1	2	2	98	"1;2"	"id_201"	100	4	5	0	1	3
22	0.751284621556656	1	0	2	98	"1;2"	"id_201"	100	4	5	0	1	3
23	0.544983939782599	2	1	2	99	"1;2"	"id_201"	100	4	5	0	1	3
24	1.10554036966999	1	4	2	103	"1;2"	"id_201"	100	4	5	0	1	3
25	1.00891443465828	1	5	2	108	"1;2"	"id_201"	100	4	5	0	1	3
1	0.89077163388797	1	-2	3	-2	"2;1"	"id_201"	100	4	5	0	1	3
2	0.522529166108052	2	0	3	-2	"2;1"	"id_201"	100	4	5	0	1	3
3	1.12025422954802	1	-3	3	-5	"2;1"	"id_201"	100	4	5	0	1	3
