"trial"	"time"	"selection"	"outcome"	"game"	"points.cum"	"option.order"	"workerid"	"goal"	"condition"	"n.goals.reached"	"checkFails"	"payout"	"which.high.ev"
1	0.721533903804067	1	2	1	2	"2;1"	"id_429"	100	6	3	2	0.6	1
2	0.795536374987984	2	-1	1	1	"2;1"	"id_429"	100	6	3	2	0.6	1
3	0.820755428541877	2	5	1	6	"2;1"	"id_429"	100	6	3	2	0.6	1
4	0.803422475090893	2	0	1	6	"2;1"	"id_429"	100	6	3	2	0.6	1
5	0.5	2	-2	1	4	"2;1"	"id_429"	100	6	3	2	0.6	1
6	0.633657560844676	1	4	1	8	"2;1"	"id_429"	100	6	3	2	0.6	1
7	0.841359264477174	2	5	1	13	"2;1"	"id_429"	100	6	3	2	0.6	1
8	0.792806846715937	1	-1	1	12	"2;1"	"id_429"	100	6	3	2	0.6	1
9	0.620842469131397	2	4	1	16	"2;1"	"id_429"	100	6	3	2	0.6	1
10	0.939125024459303	2	5	1	21	"2;1"	"id_429"	100	6	3	2	0.6	1
11	0.654994246569163	2	5	1	26	"2;1"	"id_429"	100	6	3	2	0.6	1
12	0.991044217359408	1	1	1	27	"2;1"	"id_429"	100	6	3	2	0.6	1
13	0.680510318181784	2	0	1	27	"2;1"	"id_429"	100	6	3	2	0.6	1
14	0.772245941491049	2	7	1	34	"2;1"	"id_429"	100	6	3	2	0.6	1
15	0.832464059293943	1	3	1	37	"2;1"	"id_429"	100	6	3	2	0.6	1
16	1.21633788337212	1	5	1	42	"2;1"	"id_429"	100	6	3	2	0.6	1
17	0.971370837865835	2	3	1	45	"2;1"	"id_429"	100	6	3	2	0.6	1
18	0.591404210392443	1	2	1	47	"2;1"	"id_429"	100	6	3	2	0.6	1
19	1.21877003255682	2	3	1	50	"2;1"	"id_429"	100	6	3	2	0.6	1
20	0.583431422759163	1	7	1	57	"2;1"	"id_429"	100	6	3	2	0.6	1
1	0.784099071401474	1	1	2	1	"2;1"	"id_429"	100	6	3	2	0.6	1
2	0.992694776681307	2	6	2	7	"2;1"	"id_429"	100	6	3	2	0.6	1
3	0.636727192346866	1	3	2	10	"2;1"	"id_429"	100	6	3	2	0.6	1
4	0.5	2	2	2	12	"2;1"	"id_429"	100	6	3	2	0.6	1
5	0.507845486123126	2	3	2	15	"2;1"	"id_429"	100	6	3	2	0.6	1
6	0.944543251047918	1	15	2	30	"2;1"	"id_429"	100	6	3	2	0.6	1
7	0.739058187436718	1	-13	2	17	"2;1"	"id_429"	100	6	3	2	0.6	1
8	1.04396823967877	1	1	2	18	"2;1"	"id_429"	100	6	3	2	0.6	1
9	0.75857454460623	1	2	2	20	"2;1"	"id_429"	100	6	3	2	0.6	1
10	0.666425309240006	1	15	2	35	"2;1"	"id_429"	100	6	3	2	0.6	1
11	0.522050544267982	1	2	2	37	"2;1"	"id_429"	100	6	3	2	0.6	1
12	0.669960186265926	1	-11	2	26	"2;1"	"id_429"	100	6	3	2	0.6	1
13	0.5	1	1	2	27	"2;1"	"id_429"	100	6	3	2	0.6	1
14	0.744208774592813	1	1	2	28	"2;1"	"id_429"	100	6	3	2	0.6	1
15	1.00070193037387	1	3	2	31	"2;1"	"id_429"	100	6	3	2	0.6	1
16	0.842038639303266	2	1	2	32	"2;1"	"id_429"	100	6	3	2	0.6	1
17	0.955839383671118	1	11	2	43	"2;1"	"id_429"	100	6	3	2	0.6	1
18	0.845222329373349	2	1	2	44	"2;1"	"id_429"	100	6	3	2	0.6	1
19	0.835215700527833	1	27	2	71	"2;1"	"id_429"	100	6	3	2	0.6	1
20	1.45740085990883	1	-7	2	64	"2;1"	"id_429"	100	6	3	2	0.6	1
21	1.00410444047194	1	-4	2	60	"2;1"	"id_429"	100	6	3	2	0.6	1
22	0.579616059013147	1	2	2	62	"2;1"	"id_429"	100	6	3	2	0.6	1
23	0.805126365226966	1	0	2	62	"2;1"	"id_429"	100	6	3	2	0.6	1
24	0.867336637771313	1	22	2	84	"2;1"	"id_429"	100	6	3	2	0.6	1
25	0.884917324341441	2	1	2	85	"2;1"	"id_429"	100	6	3	2	0.6	1
1	0.5	2	10	3	10	"1;2"	"id_429"	100	6	3	2	0.6	1
2	0.5	2	-1	3	9	"1;2"	"id_429"	100	6	3	2	0.6	1
3	0.902425387052001	2	40	3	49	"1;2"	"id_429"	100	6	3	2	0.6	1
4	0.683767537699298	2	9	3	58	"1;2"	"id_429"	100	6	3	2	0.6	1
5	1.0786665481866	2	-23	3	35	"1;2"	"id_429"	100	6	3	2	0.6	1
6	0.757650249079296	1	3	3	38	"1;2"	"id_429"	100	6	3	2	0.6	1
7	1.01619565736761	2	19	3	57	"1;2"	"id_429"	100	6	3	2	0.6	1
8	1.33180476280046	1	1	3	58	"1;2"	"id_429"	100	6	3	2	0.6	1
9	0.51822145023347	2	10	3	68	"1;2"	"id_429"	100	6	3	2	0.6	1
10	1.00271350211376	1	0	3	68	"1;2"	"id_429"	100	6	3	2	0.6	1
11	0.742450412471282	2	4	3	72	"1;2"	"id_429"	100	6	3	2	0.6	1
12	0.966694618149352	1	5	3	77	"1;2"	"id_429"	100	6	3	2	0.6	1
13	1.11576775768812	2	14	3	91	"1;2"	"id_429"	100	6	3	2	0.6	1
14	1.0134281863161	2	8	3	99	"1;2"	"id_429"	100	6	3	2	0.6	1
15	0.598671863951712	1	2	3	101	"1;2"	"id_429"	100	6	3	2	0.6	1
16	0.784702917257019	1	3	3	104	"1;2"	"id_429"	100	6	3	2	0.6	1
17	0.709962173361461	1	4	3	108	"1;2"	"id_429"	100	6	3	2	0.6	1
18	0.5	1	1	3	109	"1;2"	"id_429"	100	6	3	2	0.6	1
19	0.563750535203153	2	-5	3	104	"1;2"	"id_429"	100	6	3	2	0.6	1
20	0.927131050138814	1	5	3	109	"1;2"	"id_429"	100	6	3	2	0.6	1
21	0.702206390566449	2	-10	3	99	"1;2"	"id_429"	100	6	3	2	0.6	1
22	0.733398727366292	2	14	3	113	"1;2"	"id_429"	100	6	3	2	0.6	1
23	0.953170432565668	1	6	3	119	"1;2"	"id_429"	100	6	3	2	0.6	1
24	0.903355034561138	1	2	3	121	"1;2"	"id_429"	100	6	3	2	0.6	1
25	0.941425819581544	1	3	3	124	"1;2"	"id_429"	100	6	3	2	0.6	1
1	0.890624166164935	1	1	4	1	"1;2"	"id_429"	100	6	3	2	0.6	1
2	0.962262456362312	1	7	4	8	"1;2"	"id_429"	100	6	3	2	0.6	1
3	0.919652024066506	1	5	4	13	"1;2"	"id_429"	100	6	3	2	0.6	1
4	0.880424927905439	1	4	4	17	"1;2"	"id_429"	100	6	3	2	0.6	1
5	0.737883528834789	1	4	4	21	"1;2"	"id_429"	100	6	3	2	0.6	1
6	0.944508241072238	1	3	4	24	"1;2"	"id_429"	100	6	3	2	0.6	1
7	0.850794490330861	2	5	4	29	"1;2"	"id_429"	100	6	3	2	0.6	1
8	0.5	1	1	4	30	"1;2"	"id_429"	100	6	3	2	0.6	1
9	1.04549211738888	1	3	4	33	"1;2"	"id_429"	100	6	3	2	0.6	1
10	0.891731457282515	2	6	4	39	"1;2"	"id_429"	100	6	3	2	0.6	1
11	0.642532532570492	1	2	4	41	"1;2"	"id_429"	100	6	3	2	0.6	1
12	0.718328238330415	1	-2	4	39	"1;2"	"id_429"	100	6	3	2	0.6	1
13	0.932417434813579	1	0	4	39	"1;2"	"id_429"	100	6	3	2	0.6	1
14	0.578482903846719	1	2	4	41	"1;2"	"id_429"	100	6	3	2	0.6	1
15	1.05953690796743	2	-4	4	37	"1;2"	"id_429"	100	6	3	2	0.6	1
16	0.5	2	30	4	67	"1;2"	"id_429"	100	6	3	2	0.6	1
17	0.720937194623736	2	-4	4	63	"1;2"	"id_429"	100	6	3	2	0.6	1
18	0.567369451701216	2	-11	4	52	"1;2"	"id_429"	100	6	3	2	0.6	1
19	0.887809858307592	1	6	4	58	"1;2"	"id_429"	100	6	3	2	0.6	1
20	0.974068457421365	2	-11	4	47	"1;2"	"id_429"	100	6	3	2	0.6	1
21	0.81202241741789	2	21	4	68	"1;2"	"id_429"	100	6	3	2	0.6	1
22	0.880181231492186	2	8	4	76	"1;2"	"id_429"	100	6	3	2	0.6	1
23	0.577874858085351	2	6	4	82	"1;2"	"id_429"	100	6	3	2	0.6	1
24	0.808966916685562	1	3	4	85	"1;2"	"id_429"	100	6	3	2	0.6	1
25	0.897669897115845	1	5	4	90	"1;2"	"id_429"	100	6	3	2	0.6	1
1	0.5	2	-5	5	-5	"1;2"	"id_429"	100	6	3	2	0.6	1
2	0.526182154803387	1	0	5	-5	"1;2"	"id_429"	100	6	3	2	0.6	1
3	0.896449976774813	2	24	5	19	"1;2"	"id_429"	100	6	3	2	0.6	1
4	0.903034210047139	2	10	5	29	"1;2"	"id_429"	100	6	3	2	0.6	1
5	0.5	2	-5	5	24	"1;2"	"id_429"	100	6	3	2	0.6	1
6	0.5	1	2	5	26	"1;2"	"id_429"	100	6	3	2	0.6	1
7	0.754520448063539	1	0	5	26	"1;2"	"id_429"	100	6	3	2	0.6	1
8	0.712560655657989	2	0	5	26	"1;2"	"id_429"	100	6	3	2	0.6	1
9	0.986319794570193	2	-11	5	15	"1;2"	"id_429"	100	6	3	2	0.6	1
10	0.712224235123228	2	11	5	26	"1;2"	"id_429"	100	6	3	2	0.6	1
11	0.5	1	3	5	29	"1;2"	"id_429"	100	6	3	2	0.6	1
12	1.22197012844986	1	0	5	29	"1;2"	"id_429"	100	6	3	2	0.6	1
13	1.11133782785707	2	-16	5	13	"1;2"	"id_429"	100	6	3	2	0.6	1
14	0.991875855937377	2	10	5	23	"1;2"	"id_429"	100	6	3	2	0.6	1
15	0.921659220574695	1	0	5	23	"1;2"	"id_429"	100	6	3	2	0.6	1
