"trial"	"time"	"selection"	"outcome"	"game"	"points.cum"	"option.order"	"workerid"	"goal"	"condition"	"n.goals.reached"	"checkFails"	"payout"	"which.high.ev"
1	0.812853028326185	1	5	1	5	"2;1"	"id_169"	0	1	NA	0	1.12	2
2	0.95475474767791	1	3	1	8	"2;1"	"id_169"	0	1	NA	0	1.12	2
3	1.22193321951869	1	2	1	10	"2;1"	"id_169"	0	1	NA	0	1.12	2
4	1.14792048521212	2	2	1	12	"2;1"	"id_169"	0	1	NA	0	1.12	2
5	0.5	1	2	1	14	"2;1"	"id_169"	0	1	NA	0	1.12	2
6	0.584555152620188	1	5	1	19	"2;1"	"id_169"	0	1	NA	0	1.12	2
7	0.75277520865729	1	4	1	23	"2;1"	"id_169"	0	1	NA	0	1.12	2
8	1.53823155320468	1	1	1	24	"2;1"	"id_169"	0	1	NA	0	1.12	2
9	0.624274647983025	1	1	1	25	"2;1"	"id_169"	0	1	NA	0	1.12	2
10	1.11127685741528	1	0	1	25	"2;1"	"id_169"	0	1	NA	0	1.12	2
11	0.5	1	5	1	30	"2;1"	"id_169"	0	1	NA	0	1.12	2
12	1.11869529855761	2	0	1	30	"2;1"	"id_169"	0	1	NA	0	1.12	2
13	0.901241503000478	1	5	1	35	"2;1"	"id_169"	0	1	NA	0	1.12	2
14	0.777513405655282	2	2	1	37	"2;1"	"id_169"	0	1	NA	0	1.12	2
15	0.746523339757601	1	4	1	41	"2;1"	"id_169"	0	1	NA	0	1.12	2
16	0.856160430778725	2	2	1	43	"2;1"	"id_169"	0	1	NA	0	1.12	2
17	0.976328023025502	1	3	1	46	"2;1"	"id_169"	0	1	NA	0	1.12	2
18	0.930126491946154	1	2	1	48	"2;1"	"id_169"	0	1	NA	0	1.12	2
19	0.886955348859114	2	2	1	50	"2;1"	"id_169"	0	1	NA	0	1.12	2
20	1.10774574649472	2	3	1	53	"2;1"	"id_169"	0	1	NA	0	1.12	2
1	0.536339409706766	2	6	2	6	"1;2"	"id_169"	0	1	NA	0	1.12	2
2	0.619577240520291	2	4	2	10	"1;2"	"id_169"	0	1	NA	0	1.12	2
3	0.831164092045527	2	12	2	22	"1;2"	"id_169"	0	1	NA	0	1.12	2
4	0.676036403624705	2	23	2	45	"1;2"	"id_169"	0	1	NA	0	1.12	2
5	0.726326817708156	2	0	2	45	"1;2"	"id_169"	0	1	NA	0	1.12	2
6	0.5	2	0	2	45	"1;2"	"id_169"	0	1	NA	0	1.12	2
7	0.893749074382351	2	5	2	50	"1;2"	"id_169"	0	1	NA	0	1.12	2
8	0.655546397918997	2	6	2	56	"1;2"	"id_169"	0	1	NA	0	1.12	2
9	0.727140057772463	2	5	2	61	"1;2"	"id_169"	0	1	NA	0	1.12	2
10	0.784468049699289	2	-18	2	43	"1;2"	"id_169"	0	1	NA	0	1.12	2
11	0.940080057217803	2	13	2	56	"1;2"	"id_169"	0	1	NA	0	1.12	2
12	0.778944038354773	1	4	2	60	"1;2"	"id_169"	0	1	NA	0	1.12	2
13	0.572382108714181	2	-17	2	43	"1;2"	"id_169"	0	1	NA	0	1.12	2
14	1.11489610277193	1	10	2	53	"1;2"	"id_169"	0	1	NA	0	1.12	2
15	0.5	1	4	2	57	"1;2"	"id_169"	0	1	NA	0	1.12	2
16	0.97675298696856	2	9	2	66	"1;2"	"id_169"	0	1	NA	0	1.12	2
17	1.22112918019015	1	5	2	71	"1;2"	"id_169"	0	1	NA	0	1.12	2
18	0.5	1	1	2	72	"1;2"	"id_169"	0	1	NA	0	1.12	2
19	1.08303361926405	1	6	2	78	"1;2"	"id_169"	0	1	NA	0	1.12	2
20	1.20913944764797	1	4	2	82	"1;2"	"id_169"	0	1	NA	0	1.12	2
21	1.30337624057243	1	0	2	82	"1;2"	"id_169"	0	1	NA	0	1.12	2
22	0.82840847422663	1	6	2	88	"1;2"	"id_169"	0	1	NA	0	1.12	2
23	0.63656970811187	1	5	2	93	"1;2"	"id_169"	0	1	NA	0	1.12	2
24	0.678864044087737	1	3	2	96	"1;2"	"id_169"	0	1	NA	0	1.12	2
25	1.01076935610026	1	4	2	100	"1;2"	"id_169"	0	1	NA	0	1.12	2
1	0.5	1	-11	3	-11	"2;1"	"id_169"	0	1	NA	0	1.12	2
2	0.734304484255005	2	4	3	-7	"2;1"	"id_169"	0	1	NA	0	1.12	2
3	0.736279241517111	2	7	3	0	"2;1"	"id_169"	0	1	NA	0	1.12	2
4	0.988941563279008	2	3	3	3	"2;1"	"id_169"	0	1	NA	0	1.12	2
5	0.742840688403145	2	1	3	4	"2;1"	"id_169"	0	1	NA	0	1.12	2
6	1.04109270548437	2	0	3	4	"2;1"	"id_169"	0	1	NA	0	1.12	2
7	0.644605460562716	2	7	3	11	"2;1"	"id_169"	0	1	NA	0	1.12	2
8	0.785295506906907	2	3	3	14	"2;1"	"id_169"	0	1	NA	0	1.12	2
9	1.1740258135045	2	2	3	16	"2;1"	"id_169"	0	1	NA	0	1.12	2
10	1.02689900984312	2	6	3	22	"2;1"	"id_169"	0	1	NA	0	1.12	2
11	1.20700459085916	2	3	3	25	"2;1"	"id_169"	0	1	NA	0	1.12	2
12	1.02534561513796	1	7	3	32	"2;1"	"id_169"	0	1	NA	0	1.12	2
13	0.900690075414113	2	5	3	37	"2;1"	"id_169"	0	1	NA	0	1.12	2
14	1.02963393765769	2	2	3	39	"2;1"	"id_169"	0	1	NA	0	1.12	2
15	0.5	2	2	3	41	"2;1"	"id_169"	0	1	NA	0	1.12	2
16	0.713318924676115	2	1	3	42	"2;1"	"id_169"	0	1	NA	0	1.12	2
17	0.552634437425776	1	2	3	44	"2;1"	"id_169"	0	1	NA	0	1.12	2
18	0.896060451170902	2	3	3	47	"2;1"	"id_169"	0	1	NA	0	1.12	2
19	0.5	2	0	3	47	"2;1"	"id_169"	0	1	NA	0	1.12	2
20	0.906394867927416	2	5	3	52	"2;1"	"id_169"	0	1	NA	0	1.12	2
21	0.969673829533038	2	3	3	55	"2;1"	"id_169"	0	1	NA	0	1.12	2
22	1.06418996854513	2	5	3	60	"2;1"	"id_169"	0	1	NA	0	1.12	2
23	1.02819650066353	1	17	3	77	"2;1"	"id_169"	0	1	NA	0	1.12	2
24	0.5	2	7	3	84	"2;1"	"id_169"	0	1	NA	0	1.12	2
25	0.967517540975131	2	2	3	86	"2;1"	"id_169"	0	1	NA	0	1.12	2
1	0.937358191340518	2	3	4	3	"2;1"	"id_169"	0	1	NA	0	1.12	2
2	1.14667839479989	1	-2	4	1	"2;1"	"id_169"	0	1	NA	0	1.12	2
3	0.96798610049126	2	2	4	3	"2;1"	"id_169"	0	1	NA	0	1.12	2
4	0.870973083336596	2	3	4	6	"2;1"	"id_169"	0	1	NA	0	1.12	2
5	0.709467323989442	2	6	4	12	"2;1"	"id_169"	0	1	NA	0	1.12	2
6	0.905338683257492	2	5	4	17	"2;1"	"id_169"	0	1	NA	0	1.12	2
7	0.73891848750505	2	4	4	21	"2;1"	"id_169"	0	1	NA	0	1.12	2
8	0.622583463398004	2	5	4	26	"2;1"	"id_169"	0	1	NA	0	1.12	2
