"trial"	"time"	"selection"	"outcome"	"game"	"points.cum"	"option.order"	"workerid"	"goal"	"condition"
1	0	1	6	1	6	"3;2;1"	"id_083"	135	4
2	5.36	2	1	1	7	"3;2;1"	"id_083"	135	4
3	2.885	3	6	1	13	"3;2;1"	"id_083"	135	4
4	4.532	3	3	1	16	"3;2;1"	"id_083"	135	4
5	1.232	3	4	1	20	"3;2;1"	"id_083"	135	4
6	1.572	3	4	1	24	"3;2;1"	"id_083"	135	4
7	1.529	3	2	1	26	"3;2;1"	"id_083"	135	4
8	1.323	3	4	1	30	"3;2;1"	"id_083"	135	4
9	1.588	3	5	1	35	"3;2;1"	"id_083"	135	4
10	1.041	3	1	1	36	"3;2;1"	"id_083"	135	4
11	0.908	3	5	1	41	"3;2;1"	"id_083"	135	4
12	3.46	3	3	1	44	"3;2;1"	"id_083"	135	4
13	0.223	3	7	1	51	"3;2;1"	"id_083"	135	4
14	0.149	3	5	1	56	"3;2;1"	"id_083"	135	4
15	1.067	2	3	1	59	"3;2;1"	"id_083"	135	4
16	2.56	2	4	1	63	"3;2;1"	"id_083"	135	4
17	1.43	2	1	1	64	"3;2;1"	"id_083"	135	4
18	1.522	2	-1	1	63	"3;2;1"	"id_083"	135	4
19	1.214	2	1	1	64	"3;2;1"	"id_083"	135	4
20	0.892	2	1	1	65	"3;2;1"	"id_083"	135	4
0	-689.891	0	0	2	0	"3;2;1"	"id_083"	135	4
1	743.083	1	1	2	1	"3;1;2"	"id_083"	135	4
2	2.283	1	3	2	4	"3;1;2"	"id_083"	135	4
3	1.197	1	-1	2	3	"3;1;2"	"id_083"	135	4
4	1.15	2	7	2	10	"3;1;2"	"id_083"	135	4
5	0.814	2	4	2	14	"3;1;2"	"id_083"	135	4
6	1.435	2	-2	2	12	"3;1;2"	"id_083"	135	4
7	1.125	2	0	2	12	"3;1;2"	"id_083"	135	4
8	1.152	2	6	2	18	"3;1;2"	"id_083"	135	4
9	1.85	2	-1	2	17	"3;1;2"	"id_083"	135	4
10	1.762	2	-1	2	16	"3;1;2"	"id_083"	135	4
11	1.039	2	4	2	20	"3;1;2"	"id_083"	135	4
12	1.182	2	-1	2	19	"3;1;2"	"id_083"	135	4
13	1.075	2	5	2	24	"3;1;2"	"id_083"	135	4
14	1.721	2	4	2	28	"3;1;2"	"id_083"	135	4
15	0.752	2	14	2	42	"3;1;2"	"id_083"	135	4
16	1.847	2	10	2	52	"3;1;2"	"id_083"	135	4
17	0.924	2	0	2	52	"3;1;2"	"id_083"	135	4
18	1.003	2	5	2	57	"3;1;2"	"id_083"	135	4
19	1.187	2	5	2	62	"3;1;2"	"id_083"	135	4
20	1.334	2	7	2	69	"3;1;2"	"id_083"	135	4
21	0.765	2	7	2	76	"3;1;2"	"id_083"	135	4
22	1.001	2	1	2	77	"3;1;2"	"id_083"	135	4
23	0.653	2	-3	2	74	"3;1;2"	"id_083"	135	4
24	1.099	2	1	2	75	"3;1;2"	"id_083"	135	4
25	0.831	2	9	2	84	"3;1;2"	"id_083"	135	4
26	0.934	2	0	2	84	"3;1;2"	"id_083"	135	4
27	0.692	2	-3	2	81	"3;1;2"	"id_083"	135	4
28	1.038	2	4	2	85	"3;1;2"	"id_083"	135	4
29	0.895	2	7	2	92	"3;1;2"	"id_083"	135	4
30	0.898	2	-1	2	91	"3;1;2"	"id_083"	135	4
31	0.831	2	1	2	92	"3;1;2"	"id_083"	135	4
32	0.898	2	2	2	94	"3;1;2"	"id_083"	135	4
33	0.942	2	1	2	95	"3;1;2"	"id_083"	135	4
34	0.997	2	0	2	95	"3;1;2"	"id_083"	135	4
35	1.558	2	6	2	101	"3;1;2"	"id_083"	135	4
36	1.034	2	11	2	112	"3;1;2"	"id_083"	135	4
37	1.966	2	3	2	115	"3;1;2"	"id_083"	135	4
38	1.156	2	7	2	122	"3;1;2"	"id_083"	135	4
39	1.135	2	2	2	124	"3;1;2"	"id_083"	135	4
40	0.767	2	5	2	129	"3;1;2"	"id_083"	135	4
41	0.97	2	6	2	135	"3;1;2"	"id_083"	135	4
42	1.142	2	1	2	136	"3;1;2"	"id_083"	135	4
43	1.048	2	-4	2	132	"3;1;2"	"id_083"	135	4
44	0.903	2	7	2	139	"3;1;2"	"id_083"	135	4
45	1.272	2	2	2	141	"3;1;2"	"id_083"	135	4
46	1.21	2	3	2	144	"3;1;2"	"id_083"	135	4
47	0.963	2	6	2	150	"3;1;2"	"id_083"	135	4
48	1.473	2	2	2	152	"3;1;2"	"id_083"	135	4
49	1.052	2	2	2	154	"3;1;2"	"id_083"	135	4
50	1.76	2	0	2	154	"3;1;2"	"id_083"	135	4
0	-799.798	0	0	3	0	"3;1;2"	"id_083"	135	4
1	808.64	2	7	3	7	"3;1;2"	"id_083"	135	4
2	1.009	2	-4	3	3	"3;1;2"	"id_083"	135	4
3	1.011	2	4	3	7	"3;1;2"	"id_083"	135	4
4	0.773	2	-5	3	2	"3;1;2"	"id_083"	135	4
5	1.182	2	-3	3	-1	"3;1;2"	"id_083"	135	4
6	1.216	2	5	3	4	"3;1;2"	"id_083"	135	4
7	1.772	3	6	3	10	"3;1;2"	"id_083"	135	4
8	1.148	3	0	3	10	"3;1;2"	"id_083"	135	4
9	3.393	3	0	3	10	"3;1;2"	"id_083"	135	4
10	0.109	3	-2	3	8	"3;1;2"	"id_083"	135	4
11	1.667	3	2	3	10	"3;1;2"	"id_083"	135	4
12	1.07	3	-3	3	7	"3;1;2"	"id_083"	135	4
13	1.161	3	1	3	8	"3;1;2"	"id_083"	135	4
14	0.838	3	6	3	14	"3;1;2"	"id_083"	135	4
15	0.923	3	2	3	16	"3;1;2"	"id_083"	135	4
16	0.988	3	5	3	21	"3;1;2"	"id_083"	135	4
17	1.024	3	4	3	25	"3;1;2"	"id_083"	135	4
18	0.742	3	3	3	28	"3;1;2"	"id_083"	135	4
19	1.011	3	0	3	28	"3;1;2"	"id_083"	135	4
