"trial"	"time"	"selection"	"outcome"	"game"	"points.cum"	"option.order"	"workerid"	"goal"	"condition"
1	0	1	6	1	6	"3;2;1"	"id_078"	0	1
2	2.595	2	5	1	11	"3;2;1"	"id_078"	0	1
3	2.922	3	4	1	15	"3;2;1"	"id_078"	0	1
4	3.915	3	6	1	21	"3;2;1"	"id_078"	0	1
5	3.315	2	3	1	24	"3;2;1"	"id_078"	0	1
6	1.165	1	3	1	27	"3;2;1"	"id_078"	0	1
7	1.115	1	1	1	28	"3;2;1"	"id_078"	0	1
8	1.704	1	0	1	28	"3;2;1"	"id_078"	0	1
9	1.14	2	2	1	30	"3;2;1"	"id_078"	0	1
10	1.243	2	2	1	32	"3;2;1"	"id_078"	0	1
11	1.185	3	3	1	35	"3;2;1"	"id_078"	0	1
12	0.923	3	4	1	39	"3;2;1"	"id_078"	0	1
13	1.125	2	2	1	41	"3;2;1"	"id_078"	0	1
14	0.704	1	1	1	42	"3;2;1"	"id_078"	0	1
15	0.911	2	4	1	46	"3;2;1"	"id_078"	0	1
16	0.777	3	-2	1	44	"3;2;1"	"id_078"	0	1
17	1.011	2	4	1	48	"3;2;1"	"id_078"	0	1
18	1.427	3	2	1	50	"3;2;1"	"id_078"	0	1
19	1.045	3	3	1	53	"3;2;1"	"id_078"	0	1
20	1.141	2	-1	1	52	"3;2;1"	"id_078"	0	1
0	-118.09	0	0	2	0	"3;2;1"	"id_078"	0	1
1	139.238	1	1	2	1	"1;3;2"	"id_078"	0	1
2	1.277	1	2	2	3	"1;3;2"	"id_078"	0	1
3	1.254	1	6	2	9	"1;3;2"	"id_078"	0	1
4	1.596	2	1	2	10	"1;3;2"	"id_078"	0	1
5	1.404	2	-2	2	8	"1;3;2"	"id_078"	0	1
6	0.784	2	-3	2	5	"1;3;2"	"id_078"	0	1
7	0.869	2	12	2	17	"1;3;2"	"id_078"	0	1
8	1.617	3	-3	2	14	"1;3;2"	"id_078"	0	1
9	1.056	3	0	2	14	"1;3;2"	"id_078"	0	1
10	0.803	3	2	2	16	"1;3;2"	"id_078"	0	1
11	2.514	3	-2	2	14	"1;3;2"	"id_078"	0	1
12	0.827	3	1	2	15	"1;3;2"	"id_078"	0	1
13	1.391	3	0	2	15	"1;3;2"	"id_078"	0	1
14	0.667	3	4	2	19	"1;3;2"	"id_078"	0	1
15	1.359	2	0	2	19	"1;3;2"	"id_078"	0	1
16	0.763	2	-7	2	12	"1;3;2"	"id_078"	0	1
17	0.769	2	-3	2	9	"1;3;2"	"id_078"	0	1
18	0.677	2	6	2	15	"1;3;2"	"id_078"	0	1
19	1.138	2	5	2	20	"1;3;2"	"id_078"	0	1
20	1.008	1	3	2	23	"1;3;2"	"id_078"	0	1
21	1.085	1	1	2	24	"1;3;2"	"id_078"	0	1
22	0.915	1	1	2	25	"1;3;2"	"id_078"	0	1
23	1.134	1	6	2	31	"1;3;2"	"id_078"	0	1
24	1.127	2	3	2	34	"1;3;2"	"id_078"	0	1
25	0.973	2	0	2	34	"1;3;2"	"id_078"	0	1
26	1.61	3	4	2	38	"1;3;2"	"id_078"	0	1
27	1.457	2	-1	2	37	"1;3;2"	"id_078"	0	1
28	0.79	2	11	2	48	"1;3;2"	"id_078"	0	1
29	1.349	1	5	2	53	"1;3;2"	"id_078"	0	1
30	0.869	1	0	2	53	"1;3;2"	"id_078"	0	1
31	0.654	1	4	2	57	"1;3;2"	"id_078"	0	1
32	0.761	1	2	2	59	"1;3;2"	"id_078"	0	1
33	1.033	2	-1	2	58	"1;3;2"	"id_078"	0	1
34	0.728	2	-3	2	55	"1;3;2"	"id_078"	0	1
35	0.69	2	-3	2	52	"1;3;2"	"id_078"	0	1
36	0.806	2	4	2	56	"1;3;2"	"id_078"	0	1
37	1.267	3	0	2	56	"1;3;2"	"id_078"	0	1
38	0.714	3	0	2	56	"1;3;2"	"id_078"	0	1
39	0.846	3	3	2	59	"1;3;2"	"id_078"	0	1
40	0.854	3	3	2	62	"1;3;2"	"id_078"	0	1
41	0.883	3	1	2	63	"1;3;2"	"id_078"	0	1
42	0.837	3	2	2	65	"1;3;2"	"id_078"	0	1
43	1.513	2	-7	2	58	"1;3;2"	"id_078"	0	1
44	0.71	2	-11	2	47	"1;3;2"	"id_078"	0	1
45	0.615	2	4	2	51	"1;3;2"	"id_078"	0	1
46	0.705	2	-9	2	42	"1;3;2"	"id_078"	0	1
47	0.715	2	1	2	43	"1;3;2"	"id_078"	0	1
48	1.121	1	4	2	47	"1;3;2"	"id_078"	0	1
49	1.076	1	4	2	51	"1;3;2"	"id_078"	0	1
50	0.965	2	-2	2	49	"1;3;2"	"id_078"	0	1
0	-189.813	0	0	3	0	"1;3;2"	"id_078"	0	1
1	199.253	1	0	3	0	"1;2;3"	"id_078"	0	1
2	0.679	1	2	3	2	"1;2;3"	"id_078"	0	1
3	0.876	1	3	3	5	"1;2;3"	"id_078"	0	1
4	0.866	1	2	3	7	"1;2;3"	"id_078"	0	1
5	1.01	2	6	3	13	"1;2;3"	"id_078"	0	1
6	0.66	2	2	3	15	"1;2;3"	"id_078"	0	1
7	0.858	2	3	3	18	"1;2;3"	"id_078"	0	1
8	0.573	2	2	3	20	"1;2;3"	"id_078"	0	1
9	1.046	3	2	3	22	"1;2;3"	"id_078"	0	1
10	0.631	3	0	3	22	"1;2;3"	"id_078"	0	1
11	0.981	3	3	3	25	"1;2;3"	"id_078"	0	1
12	0.525	3	0	3	25	"1;2;3"	"id_078"	0	1
13	1.891	2	4	3	29	"1;2;3"	"id_078"	0	1
14	0.706	2	4	3	33	"1;2;3"	"id_078"	0	1
15	0.716	2	3	3	36	"1;2;3"	"id_078"	0	1
16	0.81	2	6	3	42	"1;2;3"	"id_078"	0	1
17	0.85	2	4	3	46	"1;2;3"	"id_078"	0	1
18	0.815	2	5	3	51	"1;2;3"	"id_078"	0	1
19	0.727	2	1	3	52	"1;2;3"	"id_078"	0	1
20	0.812	2	0	3	52	"1;2;3"	"id_078"	0	1
21	1.223	2	2	3	54	"1;2;3"	"id_078"	0	1
22	0.893	2	2	3	56	"1;2;3"	"id_078"	0	1
23	0.743	2	3	3	59	"1;2;3"	"id_078"	0	1
24	0.663	2	7	3	66	"1;2;3"	"id_078"	0	1
25	0.716	2	3	3	69	"1;2;3"	"id_078"	0	1
26	0.692	2	0	3	69	"1;2;3"	"id_078"	0	1
27	2.484	1	5	3	74	"1;2;3"	"id_078"	0	1
28	0.863	1	2	3	76	"1;2;3"	"id_078"	0	1
29	0.816	1	2	3	78	"1;2;3"	"id_078"	0	1
30	0.728	1	3	3	81	"1;2;3"	"id_078"	0	1
31	0.737	1	5	3	86	"1;2;3"	"id_078"	0	1
32	0.736	1	3	3	89	"1;2;3"	"id_078"	0	1
33	0.668	1	2	3	91	"1;2;3"	"id_078"	0	1
34	0.637	1	4	3	95	"1;2;3"	"id_078"	0	1
35	0.689	1	5	3	100	"1;2;3"	"id_078"	0	1
36	0.649	1	2	3	102	"1;2;3"	"id_078"	0	1
37	0.675	1	5	3	107	"1;2;3"	"id_078"	0	1
38	0.65	1	2	3	109	"1;2;3"	"id_078"	0	1
39	0.689	1	4	3	113	"1;2;3"	"id_078"	0	1
40	0.676	1	3	3	116	"1;2;3"	"id_078"	0	1
41	0.664	1	3	3	119	"1;2;3"	"id_078"	0	1
42	0.79	1	5	3	124	"1;2;3"	"id_078"	0	1
43	0.578	1	7	3	131	"1;2;3"	"id_078"	0	1
44	0.671	1	0	3	131	"1;2;3"	"id_078"	0	1
45	1.708	1	4	3	135	"1;2;3"	"id_078"	0	1
46	0.883	1	0	3	135	"1;2;3"	"id_078"	0	1
47	1.684	2	1	3	136	"1;2;3"	"id_078"	0	1
48	0.686	2	-1	3	135	"1;2;3"	"id_078"	0	1
49	0.92	1	4	3	139	"1;2;3"	"id_078"	0	1
50	0.743	1	3	3	142	"1;2;3"	"id_078"	0	1
0	-241.239	0	0	4	0	"1;2;3"	"id_078"	0	1
1	247.014	1	3	4	3	"1;2;3"	"id_078"	0	1
2	0.853	1	1	4	4	"1;2;3"	"id_078"	0	1
3	0.733	1	3	4	7	"1;2;3"	"id_078"	0	1
4	0.778	1	2	4	9	"1;2;3"	"id_078"	0	1
5	1.07	2	2	4	11	"1;2;3"	"id_078"	0	1
6	0.64	2	4	4	15	"1;2;3"	"id_078"	0	1
7	0.562	2	7	4	22	"1;2;3"	"id_078"	0	1
8	0.552	2	10	4	32	"1;2;3"	"id_078"	0	1
9	1.24	3	3	4	35	"1;2;3"	"id_078"	0	1
10	0.573	3	6	4	41	"1;2;3"	"id_078"	0	1
11	0.568	3	9	4	50	"1;2;3"	"id_078"	0	1
12	0.739	3	-9	4	41	"1;2;3"	"id_078"	0	1
13	1.115	2	4	4	45	"1;2;3"	"id_078"	0	1
14	0.643	2	1	4	46	"1;2;3"	"id_078"	0	1
15	0.547	2	1	4	47	"1;2;3"	"id_078"	0	1
16	0.744	2	-1	4	46	"1;2;3"	"id_078"	0	1
17	0.534	2	0	4	46	"1;2;3"	"id_078"	0	1
18	0.657	2	4	4	50	"1;2;3"	"id_078"	0	1
19	0.616	2	0	4	50	"1;2;3"	"id_078"	0	1
20	0.925	2	1	4	51	"1;2;3"	"id_078"	0	1
21	0.642	2	1	4	52	"1;2;3"	"id_078"	0	1
22	0.648	2	1	4	53	"1;2;3"	"id_078"	0	1
23	0.543	2	1	4	54	"1;2;3"	"id_078"	0	1
24	0.592	2	4	4	58	"1;2;3"	"id_078"	0	1
25	0.699	2	2	4	60	"1;2;3"	"id_078"	0	1
26	0.589	2	3	4	63	"1;2;3"	"id_078"	0	1
27	0.594	2	0	4	63	"1;2;3"	"id_078"	0	1
28	1.464	3	7	4	70	"1;2;3"	"id_078"	0	1
29	0.499	3	2	4	72	"1;2;3"	"id_078"	0	1
30	0.606	3	0	4	72	"1;2;3"	"id_078"	0	1
31	1.677	1	3	4	75	"1;2;3"	"id_078"	0	1
32	0.568	1	3	4	78	"1;2;3"	"id_078"	0	1
33	0.659	1	3	4	81	"1;2;3"	"id_078"	0	1
34	0.529	1	4	4	85	"1;2;3"	"id_078"	0	1
35	0.586	1	2	4	87	"1;2;3"	"id_078"	0	1
36	0.544	1	3	4	90	"1;2;3"	"id_078"	0	1
37	0.546	1	5	4	95	"1;2;3"	"id_078"	0	1
38	0.57	1	5	4	100	"1;2;3"	"id_078"	0	1
39	0.584	1	1	4	101	"1;2;3"	"id_078"	0	1
40	0.615	1	3	4	104	"1;2;3"	"id_078"	0	1
41	0.544	1	6	4	110	"1;2;3"	"id_078"	0	1
42	0.606	1	4	4	114	"1;2;3"	"id_078"	0	1
43	0.568	1	0	4	114	"1;2;3"	"id_078"	0	1
44	1.177	2	0	4	114	"1;2;3"	"id_078"	0	1
45	0.564	2	0	4	114	"1;2;3"	"id_078"	0	1
46	0.579	2	1	4	115	"1;2;3"	"id_078"	0	1
47	0.655	2	1	4	116	"1;2;3"	"id_078"	0	1
48	0.578	2	4	4	120	"1;2;3"	"id_078"	0	1
49	0.609	2	-1	4	119	"1;2;3"	"id_078"	0	1
50	1.353	1	3	4	122	"1;2;3"	"id_078"	0	1
0	-282.09	0	0	5	0	"1;2;3"	"id_078"	0	1
1	286.905	1	0	5	0	"1;2;3"	"id_078"	0	1
2	0.527	1	1	5	1	"1;2;3"	"id_078"	0	1
3	0.473	1	5	5	6	"1;2;3"	"id_078"	0	1
4	0.555	1	4	5	10	"1;2;3"	"id_078"	0	1
5	0.863	2	5	5	15	"1;2;3"	"id_078"	0	1
6	0.477	2	4	5	19	"1;2;3"	"id_078"	0	1
7	0.501	2	-2	5	17	"1;2;3"	"id_078"	0	1
8	0.496	2	2	5	19	"1;2;3"	"id_078"	0	1
9	0.992	3	-1	5	18	"1;2;3"	"id_078"	0	1
10	0.474	3	3	5	21	"1;2;3"	"id_078"	0	1
11	0.472	3	1	5	22	"1;2;3"	"id_078"	0	1
12	0.459	3	5	5	27	"1;2;3"	"id_078"	0	1
13	1.533	2	-3	5	24	"1;2;3"	"id_078"	0	1
14	0.54	2	4	5	28	"1;2;3"	"id_078"	0	1
15	0.531	2	0	5	28	"1;2;3"	"id_078"	0	1
16	0.878	2	-1	5	27	"1;2;3"	"id_078"	0	1
17	0.509	2	4	5	31	"1;2;3"	"id_078"	0	1
18	1.247	1	1	5	32	"1;2;3"	"id_078"	0	1
19	0.475	1	0	5	32	"1;2;3"	"id_078"	0	1
20	0.498	1	0	5	32	"1;2;3"	"id_078"	0	1
21	0.486	1	1	5	33	"1;2;3"	"id_078"	0	1
22	0.491	1	4	5	37	"1;2;3"	"id_078"	0	1
23	0.314	1	2	5	39	"1;2;3"	"id_078"	0	1
24	0.356	1	4	5	43	"1;2;3"	"id_078"	0	1
25	0.168	1	5	5	48	"1;2;3"	"id_078"	0	1
26	0.237	1	8	5	56	"1;2;3"	"id_078"	0	1
27	0.24	1	7	5	63	"1;2;3"	"id_078"	0	1
28	0.22	1	5	5	68	"1;2;3"	"id_078"	0	1
29	0.208	1	6	5	74	"1;2;3"	"id_078"	0	1
30	0.191	1	2	5	76	"1;2;3"	"id_078"	0	1
31	0.235	1	1	5	77	"1;2;3"	"id_078"	0	1
32	0.143	1	2	5	79	"1;2;3"	"id_078"	0	1
33	0.18	1	3	5	82	"1;2;3"	"id_078"	0	1
34	0.181	1	6	5	88	"1;2;3"	"id_078"	0	1
35	0.213	1	9	5	97	"1;2;3"	"id_078"	0	1
