"trial"	"time"	"selection"	"outcome"	"game"	"points.cum"	"option.order"	"workerid"	"goal"	"condition"
1	0	2	4	1	4	"2;3;1"	"id_039"	135	3
2	6.78	1	1	1	5	"2;3;1"	"id_039"	135	3
3	3.795	3	-3	1	2	"2;3;1"	"id_039"	135	3
4	1.475	2	3	1	5	"2;3;1"	"id_039"	135	3
5	2.401	2	2	1	7	"2;3;1"	"id_039"	135	3
6	2.453	2	4	1	11	"2;3;1"	"id_039"	135	3
7	2.592	1	4	1	15	"2;3;1"	"id_039"	135	3
8	2.267	1	3	1	18	"2;3;1"	"id_039"	135	3
9	2.777	1	1	1	19	"2;3;1"	"id_039"	135	3
10	1.234	2	2	1	21	"2;3;1"	"id_039"	135	3
11	1.891	1	3	1	24	"2;3;1"	"id_039"	135	3
12	1.945	2	4	1	28	"2;3;1"	"id_039"	135	3
13	1.559	2	4	1	32	"2;3;1"	"id_039"	135	3
14	2.105	2	3	1	35	"2;3;1"	"id_039"	135	3
15	2.388	2	3	1	38	"2;3;1"	"id_039"	135	3
16	2.488	2	-1	1	37	"2;3;1"	"id_039"	135	3
17	1.143	1	7	1	44	"2;3;1"	"id_039"	135	3
18	2.731	1	2	1	46	"2;3;1"	"id_039"	135	3
19	1.422	2	0	1	46	"2;3;1"	"id_039"	135	3
20	1.453	1	3	1	49	"2;3;1"	"id_039"	135	3
0	-396.778	0	0	2	0	"2;3;1"	"id_039"	135	3
1	517.501	2	3	2	3	"1;3;2"	"id_039"	135	3
2	3.52	1	3	2	6	"1;3;2"	"id_039"	135	3
3	3.345	3	-2	2	4	"1;3;2"	"id_039"	135	3
4	1.096	2	0	2	4	"1;3;2"	"id_039"	135	3
5	1.887	1	5	2	9	"1;3;2"	"id_039"	135	3
6	2.533	1	5	2	14	"1;3;2"	"id_039"	135	3
7	3.302	1	3	2	17	"1;3;2"	"id_039"	135	3
8	1.631	2	-4	2	13	"1;3;2"	"id_039"	135	3
9	1.147	1	2	2	15	"1;3;2"	"id_039"	135	3
10	2.891	1	0	2	15	"1;3;2"	"id_039"	135	3
11	1.885	2	1	2	16	"1;3;2"	"id_039"	135	3
12	3.72	3	-1	2	15	"1;3;2"	"id_039"	135	3
13	1.046	2	0	2	15	"1;3;2"	"id_039"	135	3
14	1.075	2	5	2	20	"1;3;2"	"id_039"	135	3
15	2.032	2	4	2	24	"1;3;2"	"id_039"	135	3
16	2.012	2	2	2	26	"1;3;2"	"id_039"	135	3
17	1.712	1	5	2	31	"1;3;2"	"id_039"	135	3
18	2.073	1	0	2	31	"1;3;2"	"id_039"	135	3
19	1.573	1	5	2	36	"1;3;2"	"id_039"	135	3
20	1.645	1	5	2	41	"1;3;2"	"id_039"	135	3
21	2.021	1	5	2	46	"1;3;2"	"id_039"	135	3
22	1.796	1	3	2	49	"1;3;2"	"id_039"	135	3
23	1.609	2	6	2	55	"1;3;2"	"id_039"	135	3
24	1.886	1	2	2	57	"1;3;2"	"id_039"	135	3
25	1.398	2	2	2	59	"1;3;2"	"id_039"	135	3
26	1.317	2	1	2	60	"1;3;2"	"id_039"	135	3
27	1.472	1	2	2	62	"1;3;2"	"id_039"	135	3
28	2.034	1	4	2	66	"1;3;2"	"id_039"	135	3
29	2.175	3	-4	2	62	"1;3;2"	"id_039"	135	3
30	2.687	2	-2	2	60	"1;3;2"	"id_039"	135	3
31	1.235	1	0	2	60	"1;3;2"	"id_039"	135	3
32	1.47	1	5	2	65	"1;3;2"	"id_039"	135	3
33	2.457	1	2	2	67	"1;3;2"	"id_039"	135	3
34	2.602	1	3	2	70	"1;3;2"	"id_039"	135	3
35	2.146	1	6	2	76	"1;3;2"	"id_039"	135	3
36	2.683	1	2	2	78	"1;3;2"	"id_039"	135	3
37	1.639	2	-1	2	77	"1;3;2"	"id_039"	135	3
38	1.08	1	3	2	80	"1;3;2"	"id_039"	135	3
39	1.151	1	3	2	83	"1;3;2"	"id_039"	135	3
40	1.348	1	5	2	88	"1;3;2"	"id_039"	135	3
41	4.447	1	5	2	93	"1;3;2"	"id_039"	135	3
42	3.171	2	3	2	96	"1;3;2"	"id_039"	135	3
43	2.933	2	8	2	104	"1;3;2"	"id_039"	135	3
44	3.923	2	11	2	115	"1;3;2"	"id_039"	135	3
45	3.187	2	5	2	120	"1;3;2"	"id_039"	135	3
46	3.16	2	-4	2	116	"1;3;2"	"id_039"	135	3
47	1.566	2	0	2	116	"1;3;2"	"id_039"	135	3
48	1.03	2	5	2	121	"1;3;2"	"id_039"	135	3
49	2.095	2	4	2	125	"1;3;2"	"id_039"	135	3
50	2.434	2	7	2	132	"1;3;2"	"id_039"	135	3
0	-621.778	0	0	3	0	"1;3;2"	"id_039"	135	3
1	669.125	1	0	3	0	"2;1;3"	"id_039"	135	3
2	3.997	1	1	3	1	"2;1;3"	"id_039"	135	3
3	2.824	1	3	3	4	"2;1;3"	"id_039"	135	3
4	3.059	1	3	3	7	"2;1;3"	"id_039"	135	3
5	1.894	1	3	3	10	"2;1;3"	"id_039"	135	3
6	2.526	1	4	3	14	"2;1;3"	"id_039"	135	3
7	2.519	1	4	3	18	"2;1;3"	"id_039"	135	3
8	2.04	1	-1	3	17	"2;1;3"	"id_039"	135	3
9	1.396	2	3	3	20	"2;1;3"	"id_039"	135	3
10	1.962	2	2	3	22	"2;1;3"	"id_039"	135	3
11	1.993	2	5	3	27	"2;1;3"	"id_039"	135	3
12	2.071	2	3	3	30	"2;1;3"	"id_039"	135	3
13	2.088	2	2	3	32	"2;1;3"	"id_039"	135	3
14	2.77	3	-2	3	30	"2;1;3"	"id_039"	135	3
15	1.503	3	-8	3	22	"2;1;3"	"id_039"	135	3
