"trial"	"time"	"selection"	"outcome"	"game"	"points.cum"	"option.order"	"workerid"	"goal"	"condition"
1	0	2	5	1	5	"1;2;3"	"id_026"	135	3
2	5.985	1	4	1	9	"1;2;3"	"id_026"	135	3
3	2.062	3	6	1	15	"1;2;3"	"id_026"	135	3
4	2.339	3	4	1	19	"1;2;3"	"id_026"	135	3
5	3.373	2	7	1	26	"1;2;3"	"id_026"	135	3
6	2.842	3	6	1	32	"1;2;3"	"id_026"	135	3
7	2.123	1	3	1	35	"1;2;3"	"id_026"	135	3
8	1.431	3	2	1	37	"1;2;3"	"id_026"	135	3
9	1.622	2	3	1	40	"1;2;3"	"id_026"	135	3
10	1.209	2	-1	1	39	"1;2;3"	"id_026"	135	3
11	2.595	1	0	1	39	"1;2;3"	"id_026"	135	3
12	1.976	1	6	1	45	"1;2;3"	"id_026"	135	3
13	1.822	1	2	1	47	"1;2;3"	"id_026"	135	3
14	1.479	1	4	1	51	"1;2;3"	"id_026"	135	3
15	1.499	1	1	1	52	"1;2;3"	"id_026"	135	3
16	1.548	1	4	1	56	"1;2;3"	"id_026"	135	3
17	2.999	1	1	1	57	"1;2;3"	"id_026"	135	3
18	1.132	1	4	1	61	"1;2;3"	"id_026"	135	3
19	1.146	1	1	1	62	"1;2;3"	"id_026"	135	3
20	1.677	1	1	1	63	"1;2;3"	"id_026"	135	3
0	-216.036	0	0	2	0	"1;2;3"	"id_026"	135	3
1	253.063	2	-2	2	-2	"3;2;1"	"id_026"	135	3
2	1.67	3	3	2	1	"3;2;1"	"id_026"	135	3
3	1.271	3	3	2	4	"3;2;1"	"id_026"	135	3
4	1.573	3	1	2	5	"3;2;1"	"id_026"	135	3
5	2.321	3	0	2	5	"3;2;1"	"id_026"	135	3
6	1.79	3	3	2	8	"3;2;1"	"id_026"	135	3
7	1.388	1	-7	2	1	"3;2;1"	"id_026"	135	3
8	1.867	3	3	2	4	"3;2;1"	"id_026"	135	3
9	1.643	1	0	2	4	"3;2;1"	"id_026"	135	3
10	1.448	3	7	2	11	"3;2;1"	"id_026"	135	3
11	2.463	3	3	2	14	"3;2;1"	"id_026"	135	3
12	1.231	3	5	2	19	"3;2;1"	"id_026"	135	3
13	1.292	3	3	2	22	"3;2;1"	"id_026"	135	3
14	2.234	3	2	2	24	"3;2;1"	"id_026"	135	3
15	1.175	3	4	2	28	"3;2;1"	"id_026"	135	3
16	1.215	3	1	2	29	"3;2;1"	"id_026"	135	3
17	1.255	3	5	2	34	"3;2;1"	"id_026"	135	3
18	2.995	3	3	2	37	"3;2;1"	"id_026"	135	3
19	1.754	3	-1	2	36	"3;2;1"	"id_026"	135	3
20	2.984	3	6	2	42	"3;2;1"	"id_026"	135	3
21	1.143	3	1	2	43	"3;2;1"	"id_026"	135	3
22	1.289	3	4	2	47	"3;2;1"	"id_026"	135	3
23	1.203	3	3	2	50	"3;2;1"	"id_026"	135	3
24	1.925	3	2	2	52	"3;2;1"	"id_026"	135	3
25	1.023	3	4	2	56	"3;2;1"	"id_026"	135	3
26	0.967	3	3	2	59	"3;2;1"	"id_026"	135	3
27	1.095	3	6	2	65	"3;2;1"	"id_026"	135	3
28	1.182	3	3	2	68	"3;2;1"	"id_026"	135	3
29	1.242	3	1	2	69	"3;2;1"	"id_026"	135	3
30	1.804	3	3	2	72	"3;2;1"	"id_026"	135	3
31	0.939	3	3	2	75	"3;2;1"	"id_026"	135	3
32	1.04	3	4	2	79	"3;2;1"	"id_026"	135	3
33	1.257	2	1	2	80	"3;2;1"	"id_026"	135	3
34	2.504	2	6	2	86	"3;2;1"	"id_026"	135	3
35	1.491	2	-1	2	85	"3;2;1"	"id_026"	135	3
36	1.531	3	3	2	88	"3;2;1"	"id_026"	135	3
37	1.013	3	1	2	89	"3;2;1"	"id_026"	135	3
38	0.766	3	4	2	93	"3;2;1"	"id_026"	135	3
39	1.267	3	5	2	98	"3;2;1"	"id_026"	135	3
40	1.367	3	3	2	101	"3;2;1"	"id_026"	135	3
41	1.302	3	5	2	106	"3;2;1"	"id_026"	135	3
42	1.832	3	4	2	110	"3;2;1"	"id_026"	135	3
43	1.474	3	3	2	113	"3;2;1"	"id_026"	135	3
44	1.622	3	4	2	117	"3;2;1"	"id_026"	135	3
45	2.456	3	2	2	119	"3;2;1"	"id_026"	135	3
46	1.27	3	1	2	120	"3;2;1"	"id_026"	135	3
47	3.554	3	0	2	120	"3;2;1"	"id_026"	135	3
48	1.933	3	5	2	125	"3;2;1"	"id_026"	135	3
49	2.819	2	2	2	127	"3;2;1"	"id_026"	135	3
50	2.379	3	3	2	130	"3;2;1"	"id_026"	135	3
0	-333.321	0	0	3	0	"3;2;1"	"id_026"	135	3
1	347.932	1	2	3	2	"2;1;3"	"id_026"	135	3
2	1.208	1	5	3	7	"2;1;3"	"id_026"	135	3
3	1.364	2	4	3	11	"2;1;3"	"id_026"	135	3
4	1.361	3	4	3	15	"2;1;3"	"id_026"	135	3
5	1.189	1	-2	3	13	"2;1;3"	"id_026"	135	3
6	1.202	3	7	3	20	"2;1;3"	"id_026"	135	3
7	1.413	3	-3	3	17	"2;1;3"	"id_026"	135	3
8	1.396	2	1	3	18	"2;1;3"	"id_026"	135	3
9	0.831	2	0	3	18	"2;1;3"	"id_026"	135	3
10	1.302	2	3	3	21	"2;1;3"	"id_026"	135	3
11	1.246	3	1	3	22	"2;1;3"	"id_026"	135	3
12	1.544	3	4	3	26	"2;1;3"	"id_026"	135	3
13	0.88	1	0	3	26	"2;1;3"	"id_026"	135	3
14	1.117	3	6	3	32	"2;1;3"	"id_026"	135	3
15	0.993	1	4	3	36	"2;1;3"	"id_026"	135	3
16	1.234	2	3	3	39	"2;1;3"	"id_026"	135	3
17	1.011	3	-3	3	36	"2;1;3"	"id_026"	135	3
18	0.829	1	1	3	37	"2;1;3"	"id_026"	135	3
19	0.876	2	3	3	40	"2;1;3"	"id_026"	135	3
20	0.763	1	-1	3	39	"2;1;3"	"id_026"	135	3
21	1.159	2	1	3	40	"2;1;3"	"id_026"	135	3
22	0.866	2	1	3	41	"2;1;3"	"id_026"	135	3
23	0.771	3	9	3	50	"2;1;3"	"id_026"	135	3
24	0.653	3	4	3	54	"2;1;3"	"id_026"	135	3
25	1.055	3	0	3	54	"2;1;3"	"id_026"	135	3
26	2.095	2	5	3	59	"2;1;3"	"id_026"	135	3
27	1.133	3	3	3	62	"2;1;3"	"id_026"	135	3
28	1.077	3	7	3	69	"2;1;3"	"id_026"	135	3
29	1.379	3	-2	3	67	"2;1;3"	"id_026"	135	3
30	3.092	2	2	3	69	"2;1;3"	"id_026"	135	3
31	1.057	2	0	3	69	"2;1;3"	"id_026"	135	3
32	2.342	2	5	3	74	"2;1;3"	"id_026"	135	3
33	0.982	2	1	3	75	"2;1;3"	"id_026"	135	3
34	1.057	2	2	3	77	"2;1;3"	"id_026"	135	3
35	0.863	1	1	3	78	"2;1;3"	"id_026"	135	3
36	1.085	1	1	3	79	"2;1;3"	"id_026"	135	3
37	1.344	3	10	3	89	"2;1;3"	"id_026"	135	3
38	1.88	2	2	3	91	"2;1;3"	"id_026"	135	3
39	1.864	3	2	3	93	"2;1;3"	"id_026"	135	3
40	1.046	2	4	3	97	"2;1;3"	"id_026"	135	3
41	1.352	2	3	3	100	"2;1;3"	"id_026"	135	3
42	1.396	3	0	3	100	"2;1;3"	"id_026"	135	3
43	1.307	2	5	3	105	"2;1;3"	"id_026"	135	3
44	1.282	2	7	3	112	"2;1;3"	"id_026"	135	3
45	1.112	2	1	3	113	"2;1;3"	"id_026"	135	3
46	1.163	2	5	3	118	"2;1;3"	"id_026"	135	3
47	1.74	2	2	3	120	"2;1;3"	"id_026"	135	3
48	2.157	2	5	3	125	"2;1;3"	"id_026"	135	3
49	0.848	2	5	3	130	"2;1;3"	"id_026"	135	3
50	2.504	3	4	3	134	"2;1;3"	"id_026"	135	3
0	-411.352	0	0	4	0	"2;1;3"	"id_026"	135	3
1	418.293	2	6	4	6	"3;2;1"	"id_026"	135	3
2	0.895	2	0	4	6	"3;2;1"	"id_026"	135	3
3	0.954	2	4	4	10	"3;2;1"	"id_026"	135	3
4	0.871	2	1	4	11	"3;2;1"	"id_026"	135	3
5	0.802	2	2	4	13	"3;2;1"	"id_026"	135	3
6	0.818	2	3	4	16	"3;2;1"	"id_026"	135	3
7	0.266	2	2	4	18	"3;2;1"	"id_026"	135	3
8	0.199	2	4	4	22	"3;2;1"	"id_026"	135	3
9	0.441	2	2	4	24	"3;2;1"	"id_026"	135	3
10	0.305	2	8	4	32	"3;2;1"	"id_026"	135	3
11	0.163	2	2	4	34	"3;2;1"	"id_026"	135	3
12	0.413	2	1	4	35	"3;2;1"	"id_026"	135	3
13	0.171	2	6	4	41	"3;2;1"	"id_026"	135	3
14	0.161	2	-1	4	40	"3;2;1"	"id_026"	135	3
15	0.148	2	2	4	42	"3;2;1"	"id_026"	135	3
16	0.278	2	3	4	45	"3;2;1"	"id_026"	135	3
17	0.201	2	4	4	49	"3;2;1"	"id_026"	135	3
18	0.197	2	4	4	53	"3;2;1"	"id_026"	135	3
19	0.391	2	-1	4	52	"3;2;1"	"id_026"	135	3
20	0.334	2	4	4	56	"3;2;1"	"id_026"	135	3
21	0.301	2	0	4	56	"3;2;1"	"id_026"	135	3
22	0.306	2	5	4	61	"3;2;1"	"id_026"	135	3
23	0.166	2	4	4	65	"3;2;1"	"id_026"	135	3
24	0.332	2	0	4	65	"3;2;1"	"id_026"	135	3
25	0.159	2	-1	4	64	"3;2;1"	"id_026"	135	3
26	0.277	2	3	4	67	"3;2;1"	"id_026"	135	3
27	0.509	2	5	4	72	"3;2;1"	"id_026"	135	3
28	0.151	2	-2	4	70	"3;2;1"	"id_026"	135	3
29	0.183	2	4	4	74	"3;2;1"	"id_026"	135	3
30	0.285	2	4	4	78	"3;2;1"	"id_026"	135	3
