"trial"	"time"	"selection"	"outcome"	"game"	"points.cum"	"option.order"	"workerid"	"goal"	"condition"
1	0	1	4	1	4	"2;1;3"	"id_031"	135	3
2	4.728	2	4	1	8	"2;1;3"	"id_031"	135	3
3	1.111	3	1	1	9	"2;1;3"	"id_031"	135	3
4	2.363	1	4	1	13	"2;1;3"	"id_031"	135	3
5	0.607	1	5	1	18	"2;1;3"	"id_031"	135	3
6	0.755	1	4	1	22	"2;1;3"	"id_031"	135	3
7	0.714	1	2	1	24	"2;1;3"	"id_031"	135	3
8	0.858	1	7	1	31	"2;1;3"	"id_031"	135	3
9	1.013	2	6	1	37	"2;1;3"	"id_031"	135	3
10	0.595	2	5	1	42	"2;1;3"	"id_031"	135	3
11	0.521	2	4	1	46	"2;1;3"	"id_031"	135	3
12	0.578	2	3	1	49	"2;1;3"	"id_031"	135	3
13	0.536	2	6	1	55	"2;1;3"	"id_031"	135	3
14	1.364	1	5	1	60	"2;1;3"	"id_031"	135	3
15	0.912	3	2	1	62	"2;1;3"	"id_031"	135	3
16	0.4	3	6	1	68	"2;1;3"	"id_031"	135	3
17	0.269	3	6	1	74	"2;1;3"	"id_031"	135	3
18	0.304	3	4	1	78	"2;1;3"	"id_031"	135	3
19	0.859	1	3	1	81	"2;1;3"	"id_031"	135	3
20	0.614	1	6	1	87	"2;1;3"	"id_031"	135	3
0	-184.007	0	0	2	0	"2;1;3"	"id_031"	135	3
1	205.705	1	6	2	6	"2;1;3"	"id_031"	135	3
2	1.046	1	4	2	10	"2;1;3"	"id_031"	135	3
3	0.862	1	3	2	13	"2;1;3"	"id_031"	135	3
4	0.965	1	3	2	16	"2;1;3"	"id_031"	135	3
5	1.531	1	1	2	17	"2;1;3"	"id_031"	135	3
6	1.496	1	3	2	20	"2;1;3"	"id_031"	135	3
7	0.934	1	2	2	22	"2;1;3"	"id_031"	135	3
8	0.673	1	6	2	28	"2;1;3"	"id_031"	135	3
9	0.818	1	-1	2	27	"2;1;3"	"id_031"	135	3
10	1.617	2	3	2	30	"2;1;3"	"id_031"	135	3
11	0.693	2	3	2	33	"2;1;3"	"id_031"	135	3
12	0.747	2	0	2	33	"2;1;3"	"id_031"	135	3
13	1.315	1	0	2	33	"2;1;3"	"id_031"	135	3
14	1.531	3	-2	2	31	"2;1;3"	"id_031"	135	3
15	1.468	1	5	2	36	"2;1;3"	"id_031"	135	3
16	0.53	1	4	2	40	"2;1;3"	"id_031"	135	3
17	0.68	1	5	2	45	"2;1;3"	"id_031"	135	3
18	0.647	1	1	2	46	"2;1;3"	"id_031"	135	3
19	3.416	1	-2	2	44	"2;1;3"	"id_031"	135	3
20	1.152	2	3	2	47	"2;1;3"	"id_031"	135	3
21	0.724	2	4	2	51	"2;1;3"	"id_031"	135	3
22	0.638	2	4	2	55	"2;1;3"	"id_031"	135	3
23	0.98	2	6	2	61	"2;1;3"	"id_031"	135	3
24	1.585	1	0	2	61	"2;1;3"	"id_031"	135	3
25	1.034	1	2	2	63	"2;1;3"	"id_031"	135	3
26	0.749	1	3	2	66	"2;1;3"	"id_031"	135	3
27	0.761	1	0	2	66	"2;1;3"	"id_031"	135	3
28	1.189	2	1	2	67	"2;1;3"	"id_031"	135	3
29	0.759	2	4	2	71	"2;1;3"	"id_031"	135	3
30	0.698	2	4	2	75	"2;1;3"	"id_031"	135	3
31	1.505	2	0	2	75	"2;1;3"	"id_031"	135	3
32	1.327	3	-3	2	72	"2;1;3"	"id_031"	135	3
33	0.796	3	1	2	73	"2;1;3"	"id_031"	135	3
34	0.859	3	0	2	73	"2;1;3"	"id_031"	135	3
35	1.409	1	3	2	76	"2;1;3"	"id_031"	135	3
36	0.624	1	4	2	80	"2;1;3"	"id_031"	135	3
37	0.464	1	-1	2	79	"2;1;3"	"id_031"	135	3
38	1.036	2	3	2	82	"2;1;3"	"id_031"	135	3
39	0.877	2	-1	2	81	"2;1;3"	"id_031"	135	3
40	1.137	1	4	2	85	"2;1;3"	"id_031"	135	3
41	0.908	1	1	2	86	"2;1;3"	"id_031"	135	3
42	1.186	2	1	2	87	"2;1;3"	"id_031"	135	3
43	0.855	2	3	2	90	"2;1;3"	"id_031"	135	3
44	1.135	1	-2	2	88	"2;1;3"	"id_031"	135	3
45	1.314	2	4	2	92	"2;1;3"	"id_031"	135	3
46	0.858	2	7	2	99	"2;1;3"	"id_031"	135	3
47	1.295	2	4	2	103	"2;1;3"	"id_031"	135	3
48	1.014	2	2	2	105	"2;1;3"	"id_031"	135	3
49	1.021	2	2	2	107	"2;1;3"	"id_031"	135	3
50	2.795	2	3	2	110	"2;1;3"	"id_031"	135	3
0	-259.358	0	0	3	0	"2;1;3"	"id_031"	135	3
1	270.272	1	2	3	2	"2;1;3"	"id_031"	135	3
2	0.66	1	0	3	2	"2;1;3"	"id_031"	135	3
3	0.197	1	4	3	6	"2;1;3"	"id_031"	135	3
4	0.187	1	3	3	9	"2;1;3"	"id_031"	135	3
5	0.168	1	-1	3	8	"2;1;3"	"id_031"	135	3
6	0.218	1	5	3	13	"2;1;3"	"id_031"	135	3
7	0.189	1	0	3	13	"2;1;3"	"id_031"	135	3
8	0.167	1	2	3	15	"2;1;3"	"id_031"	135	3
9	0.208	1	-3	3	12	"2;1;3"	"id_031"	135	3
10	0.316	1	1	3	13	"2;1;3"	"id_031"	135	3
11	0.268	1	0	3	13	"2;1;3"	"id_031"	135	3
12	0.138	1	2	3	15	"2;1;3"	"id_031"	135	3
13	0.204	1	2	3	17	"2;1;3"	"id_031"	135	3
14	0.105	1	3	3	20	"2;1;3"	"id_031"	135	3
15	0.148	1	2	3	22	"2;1;3"	"id_031"	135	3
16	0.148	1	1	3	23	"2;1;3"	"id_031"	135	3
17	0.157	1	4	3	27	"2;1;3"	"id_031"	135	3
18	0.201	1	7	3	34	"2;1;3"	"id_031"	135	3
19	0.182	1	0	3	34	"2;1;3"	"id_031"	135	3
20	0.183	1	2	3	36	"2;1;3"	"id_031"	135	3
21	0.182	1	2	3	38	"2;1;3"	"id_031"	135	3
22	0.198	1	4	3	42	"2;1;3"	"id_031"	135	3
23	0.198	1	-3	3	39	"2;1;3"	"id_031"	135	3
24	0.17	1	0	3	39	"2;1;3"	"id_031"	135	3
25	0.195	1	1	3	40	"2;1;3"	"id_031"	135	3
26	0.19	1	4	3	44	"2;1;3"	"id_031"	135	3
27	0.183	1	0	3	44	"2;1;3"	"id_031"	135	3
28	0.215	1	3	3	47	"2;1;3"	"id_031"	135	3
29	0.185	1	3	3	50	"2;1;3"	"id_031"	135	3
30	0.187	1	2	3	52	"2;1;3"	"id_031"	135	3
31	0.209	1	1	3	53	"2;1;3"	"id_031"	135	3
32	0.207	1	2	3	55	"2;1;3"	"id_031"	135	3
33	0.174	1	2	3	57	"2;1;3"	"id_031"	135	3
34	0.204	1	5	3	62	"2;1;3"	"id_031"	135	3
35	0.204	1	-1	3	61	"2;1;3"	"id_031"	135	3
36	0.255	1	0	3	61	"2;1;3"	"id_031"	135	3
37	0.198	1	-2	3	59	"2;1;3"	"id_031"	135	3
38	0.351	1	5	3	64	"2;1;3"	"id_031"	135	3
39	0.189	1	4	3	68	"2;1;3"	"id_031"	135	3
40	0.224	1	2	3	70	"2;1;3"	"id_031"	135	3
41	0.198	1	4	3	74	"2;1;3"	"id_031"	135	3
42	0.246	1	4	3	78	"2;1;3"	"id_031"	135	3
43	0.253	1	1	3	79	"2;1;3"	"id_031"	135	3
44	0.158	1	2	3	81	"2;1;3"	"id_031"	135	3
45	0.227	1	-1	3	80	"2;1;3"	"id_031"	135	3
46	0.247	1	-3	3	77	"2;1;3"	"id_031"	135	3
47	0.186	1	2	3	79	"2;1;3"	"id_031"	135	3
48	1.428	2	0	3	79	"2;1;3"	"id_031"	135	3
49	0.226	2	4	3	83	"2;1;3"	"id_031"	135	3
50	0.306	2	3	3	86	"2;1;3"	"id_031"	135	3
0	-281.909	0	0	4	0	"2;1;3"	"id_031"	135	3
1	297.161	1	7	4	7	"3;1;2"	"id_031"	135	3
2	0.626	2	1	4	8	"3;1;2"	"id_031"	135	3
3	1.031	3	-2	4	6	"3;1;2"	"id_031"	135	3
4	1.113	1	4	4	10	"3;1;2"	"id_031"	135	3
5	0.644	2	3	4	13	"3;1;2"	"id_031"	135	3
6	0.683	1	1	4	14	"3;1;2"	"id_031"	135	3
7	0.626	2	6	4	20	"3;1;2"	"id_031"	135	3
8	0.87	1	-4	4	16	"3;1;2"	"id_031"	135	3
9	1.07	2	1	4	17	"3;1;2"	"id_031"	135	3
10	0.632	2	2	4	19	"3;1;2"	"id_031"	135	3
11	0.707	1	4	4	23	"3;1;2"	"id_031"	135	3
12	0.991	2	6	4	29	"3;1;2"	"id_031"	135	3
13	0.909	1	4	4	33	"3;1;2"	"id_031"	135	3
14	0.888	2	1	4	34	"3;1;2"	"id_031"	135	3
15	0.857	1	0	4	34	"3;1;2"	"id_031"	135	3
16	0.918	2	4	4	38	"3;1;2"	"id_031"	135	3
17	0.68	2	6	4	44	"3;1;2"	"id_031"	135	3
18	0.829	1	-1	4	43	"3;1;2"	"id_031"	135	3
19	1.064	2	5	4	48	"3;1;2"	"id_031"	135	3
20	0.559	2	2	4	50	"3;1;2"	"id_031"	135	3
21	1.211	1	3	4	53	"3;1;2"	"id_031"	135	3
22	0.756	1	-5	4	48	"3;1;2"	"id_031"	135	3
23	0.903	2	2	4	50	"3;1;2"	"id_031"	135	3
24	0.552	2	2	4	52	"3;1;2"	"id_031"	135	3
25	0.617	2	1	4	53	"3;1;2"	"id_031"	135	3
26	0.636	2	2	4	55	"3;1;2"	"id_031"	135	3
27	0.814	2	0	4	55	"3;1;2"	"id_031"	135	3
28	1.409	3	2	4	57	"3;1;2"	"id_031"	135	3
29	0.789	3	4	4	61	"3;1;2"	"id_031"	135	3
30	0.712	3	3	4	64	"3;1;2"	"id_031"	135	3
31	0.932	3	0	4	64	"3;1;2"	"id_031"	135	3
32	0.893	2	3	4	67	"3;1;2"	"id_031"	135	3
33	0.657	2	5	4	72	"3;1;2"	"id_031"	135	3
34	0.571	2	4	4	76	"3;1;2"	"id_031"	135	3
35	0.616	2	2	4	78	"3;1;2"	"id_031"	135	3
36	0.712	2	1	4	79	"3;1;2"	"id_031"	135	3
37	1.106	2	2	4	81	"3;1;2"	"id_031"	135	3
38	1.044	2	7	4	88	"3;1;2"	"id_031"	135	3
39	1.202	2	3	4	91	"3;1;2"	"id_031"	135	3
40	0.986	2	2	4	93	"3;1;2"	"id_031"	135	3
41	1.111	2	1	4	94	"3;1;2"	"id_031"	135	3
42	1.449	1	0	4	94	"3;1;2"	"id_031"	135	3
43	0.906	2	2	4	96	"3;1;2"	"id_031"	135	3
44	0.816	2	2	4	98	"3;1;2"	"id_031"	135	3
45	0.737	2	-2	4	96	"3;1;2"	"id_031"	135	3
46	1.024	1	7	4	103	"3;1;2"	"id_031"	135	3
47	0.704	1	-7	4	96	"3;1;2"	"id_031"	135	3
48	2.265	1	-2	4	94	"3;1;2"	"id_031"	135	3
49	1.175	3	4	4	98	"3;1;2"	"id_031"	135	3
50	0.941	2	6	4	104	"3;1;2"	"id_031"	135	3
0	-341.104	0	0	5	0	"3;1;2"	"id_031"	135	3
1	348.069	1	-6	5	-6	"3;1;2"	"id_031"	135	3
2	0.931	2	0	5	-6	"3;1;2"	"id_031"	135	3
3	1.002	3	5	5	-1	"3;1;2"	"id_031"	135	3
