"trial"	"time"	"selection"	"outcome"	"game"	"points.cum"	"option.order"	"workerid"	"goal"	"condition"
1	0	1	1	1	1	"2;1;3"	"id_081"	135	4
2	1.278	2	4	1	5	"2;1;3"	"id_081"	135	4
3	2.31	2	4	1	9	"2;1;3"	"id_081"	135	4
4	1.473	2	2	1	11	"2;1;3"	"id_081"	135	4
5	1.323	3	5	1	16	"2;1;3"	"id_081"	135	4
6	1.54	3	4	1	20	"2;1;3"	"id_081"	135	4
7	1.547	3	1	1	21	"2;1;3"	"id_081"	135	4
8	1.363	2	2	1	23	"2;1;3"	"id_081"	135	4
9	1.543	1	2	1	25	"2;1;3"	"id_081"	135	4
10	1.458	2	1	1	26	"2;1;3"	"id_081"	135	4
11	1.724	3	2	1	28	"2;1;3"	"id_081"	135	4
12	1.154	3	3	1	31	"2;1;3"	"id_081"	135	4
13	1.042	3	5	1	36	"2;1;3"	"id_081"	135	4
14	1.318	3	0	1	36	"2;1;3"	"id_081"	135	4
15	1.627	2	1	1	37	"2;1;3"	"id_081"	135	4
16	1.242	2	0	1	37	"2;1;3"	"id_081"	135	4
17	1.383	1	7	1	44	"2;1;3"	"id_081"	135	4
18	1.404	1	0	1	44	"2;1;3"	"id_081"	135	4
19	1.565	2	3	1	47	"2;1;3"	"id_081"	135	4
20	1.44	2	2	1	49	"2;1;3"	"id_081"	135	4
0	-130.73	0	0	2	0	"2;1;3"	"id_081"	135	4
1	143.151	1	0	2	0	"2;1;3"	"id_081"	135	4
2	1.33	2	9	2	9	"2;1;3"	"id_081"	135	4
3	1.969	2	-6	2	3	"2;1;3"	"id_081"	135	4
4	1.383	3	-1	2	2	"2;1;3"	"id_081"	135	4
5	3.112	2	1	2	3	"2;1;3"	"id_081"	135	4
6	0.7	2	9	2	12	"2;1;3"	"id_081"	135	4
7	1.301	2	-6	2	6	"2;1;3"	"id_081"	135	4
8	1.488	1	6	2	12	"2;1;3"	"id_081"	135	4
9	1.22	1	-2	2	10	"2;1;3"	"id_081"	135	4
10	1.542	2	14	2	24	"2;1;3"	"id_081"	135	4
11	2.255	2	0	2	24	"2;1;3"	"id_081"	135	4
12	1.514	3	1	2	25	"2;1;3"	"id_081"	135	4
13	1.497	3	4	2	29	"2;1;3"	"id_081"	135	4
14	1.833	3	5	2	34	"2;1;3"	"id_081"	135	4
15	1.633	3	2	2	36	"2;1;3"	"id_081"	135	4
16	1.587	3	3	2	39	"2;1;3"	"id_081"	135	4
17	1.76	3	-2	2	37	"2;1;3"	"id_081"	135	4
18	1.379	2	0	2	37	"2;1;3"	"id_081"	135	4
19	1.654	1	0	2	37	"2;1;3"	"id_081"	135	4
20	1.226	1	5	2	42	"2;1;3"	"id_081"	135	4
21	1.215	1	4	2	46	"2;1;3"	"id_081"	135	4
22	1.114	1	3	2	49	"2;1;3"	"id_081"	135	4
23	1.359	1	1	2	50	"2;1;3"	"id_081"	135	4
24	1.188	1	6	2	56	"2;1;3"	"id_081"	135	4
25	1.929	1	4	2	60	"2;1;3"	"id_081"	135	4
26	1.894	2	-2	2	58	"2;1;3"	"id_081"	135	4
27	2.081	2	0	2	58	"2;1;3"	"id_081"	135	4
28	1.193	2	15	2	73	"2;1;3"	"id_081"	135	4
29	3.047	2	-2	2	71	"2;1;3"	"id_081"	135	4
30	1.287	3	3	2	74	"2;1;3"	"id_081"	135	4
31	1.148	3	-1	2	73	"2;1;3"	"id_081"	135	4
32	2.041	1	5	2	78	"2;1;3"	"id_081"	135	4
33	1.493	1	4	2	82	"2;1;3"	"id_081"	135	4
34	1.292	1	-1	2	81	"2;1;3"	"id_081"	135	4
35	1.586	2	-4	2	77	"2;1;3"	"id_081"	135	4
