"trial"	"time"	"selection"	"outcome"	"game"	"points.cum"	"option.order"	"workerid"	"goal"	"condition"
1	0	1	2	1	2	"3;2;1"	"id_006"	0	2
2	0.487	1	4	1	6	"3;2;1"	"id_006"	0	2
3	0.174	2	3	1	9	"3;2;1"	"id_006"	0	2
4	0.296	2	5	1	14	"3;2;1"	"id_006"	0	2
5	0.186	1	1	1	15	"3;2;1"	"id_006"	0	2
6	0.118	1	2	1	17	"3;2;1"	"id_006"	0	2
7	0.25	1	2	1	19	"3;2;1"	"id_006"	0	2
8	0.119	1	5	1	24	"3;2;1"	"id_006"	0	2
9	0.117	1	6	1	30	"3;2;1"	"id_006"	0	2
10	0.238	1	5	1	35	"3;2;1"	"id_006"	0	2
11	0.123	2	7	1	42	"3;2;1"	"id_006"	0	2
12	0.236	2	2	1	44	"3;2;1"	"id_006"	0	2
13	0.122	2	5	1	49	"3;2;1"	"id_006"	0	2
14	0.126	2	4	1	53	"3;2;1"	"id_006"	0	2
15	0.245	2	6	1	59	"3;2;1"	"id_006"	0	2
16	0.388	1	3	1	62	"3;2;1"	"id_006"	0	2
17	0.093	1	3	1	65	"3;2;1"	"id_006"	0	2
18	0.086	1	3	1	68	"3;2;1"	"id_006"	0	2
19	0.22	1	4	1	72	"3;2;1"	"id_006"	0	2
20	0.116	1	3	1	75	"3;2;1"	"id_006"	0	2
0	-1234.224	0	0	2	0	"3;2;1"	"id_006"	0	2
1	1237.606	2	2	2	2	"3;1;2"	"id_006"	0	2
2	0.239	1	-3	2	-1	"3;1;2"	"id_006"	0	2
3	0.307	1	4	2	3	"3;1;2"	"id_006"	0	2
4	0.129	1	-1	2	2	"3;1;2"	"id_006"	0	2
5	0.113	1	-1	2	1	"3;1;2"	"id_006"	0	2
6	0.121	1	5	2	6	"3;1;2"	"id_006"	0	2
7	0.234	2	11	2	17	"3;1;2"	"id_006"	0	2
8	0.232	2	7	2	24	"3;1;2"	"id_006"	0	2
9	0.146	2	7	2	31	"3;1;2"	"id_006"	0	2
10	0.116	2	0	2	31	"3;1;2"	"id_006"	0	2
11	0.337	2	1	2	32	"3;1;2"	"id_006"	0	2
12	0.088	2	-2	2	30	"3;1;2"	"id_006"	0	2
13	0.094	2	3	2	33	"3;1;2"	"id_006"	0	2
14	0.229	2	-2	2	31	"3;1;2"	"id_006"	0	2
15	0.234	2	2	2	33	"3;1;2"	"id_006"	0	2
16	0.086	2	4	2	37	"3;1;2"	"id_006"	0	2
17	0.179	2	4	2	41	"3;1;2"	"id_006"	0	2
18	0.127	2	11	2	52	"3;1;2"	"id_006"	0	2
19	0.143	2	-2	2	50	"3;1;2"	"id_006"	0	2
20	0.244	2	9	2	59	"3;1;2"	"id_006"	0	2
21	0.12	2	6	2	65	"3;1;2"	"id_006"	0	2
22	0.16	2	4	2	69	"3;1;2"	"id_006"	0	2
23	0.34	2	-5	2	64	"3;1;2"	"id_006"	0	2
24	0.097	2	6	2	70	"3;1;2"	"id_006"	0	2
25	0.159	2	5	2	75	"3;1;2"	"id_006"	0	2
26	0.238	2	3	2	78	"3;1;2"	"id_006"	0	2
27	0.122	2	4	2	82	"3;1;2"	"id_006"	0	2
28	0.233	2	-4	2	78	"3;1;2"	"id_006"	0	2
29	0.117	2	12	2	90	"3;1;2"	"id_006"	0	2
30	0.26	2	4	2	94	"3;1;2"	"id_006"	0	2
31	0.165	2	-1	2	93	"3;1;2"	"id_006"	0	2
32	0.162	2	5	2	98	"3;1;2"	"id_006"	0	2
33	0.132	2	11	2	109	"3;1;2"	"id_006"	0	2
34	0.179	2	1	2	110	"3;1;2"	"id_006"	0	2
35	0.236	2	2	2	112	"3;1;2"	"id_006"	0	2
36	0.109	2	-2	2	110	"3;1;2"	"id_006"	0	2
37	0.234	2	-4	2	106	"3;1;2"	"id_006"	0	2
38	0.117	2	-2	2	104	"3;1;2"	"id_006"	0	2
39	0.122	2	0	2	104	"3;1;2"	"id_006"	0	2
40	0.239	2	6	2	110	"3;1;2"	"id_006"	0	2
41	0.262	2	5	2	115	"3;1;2"	"id_006"	0	2
42	0.09	2	1	2	116	"3;1;2"	"id_006"	0	2
43	0.114	2	2	2	118	"3;1;2"	"id_006"	0	2
44	0.146	2	2	2	120	"3;1;2"	"id_006"	0	2
45	0.319	2	-1	2	119	"3;1;2"	"id_006"	0	2
46	0.142	2	1	2	120	"3;1;2"	"id_006"	0	2
47	0.122	2	1	2	121	"3;1;2"	"id_006"	0	2
48	0.11	2	8	2	129	"3;1;2"	"id_006"	0	2
49	0.236	2	6	2	135	"3;1;2"	"id_006"	0	2
50	0.122	2	8	2	143	"3;1;2"	"id_006"	0	2
0	-1246.208	0	0	3	0	"3;1;2"	"id_006"	0	2
1	1249.467	2	-5	3	-5	"2;1;3"	"id_006"	0	2
2	0.18	2	8	3	3	"2;1;3"	"id_006"	0	2
3	0.24	2	-14	3	-11	"2;1;3"	"id_006"	0	2
4	0.141	2	2	3	-9	"2;1;3"	"id_006"	0	2
5	0.136	2	4	3	-5	"2;1;3"	"id_006"	0	2
6	0.229	2	10	3	5	"2;1;3"	"id_006"	0	2
7	0.113	2	6	3	11	"2;1;3"	"id_006"	0	2
8	0.169	2	8	3	19	"2;1;3"	"id_006"	0	2
9	0.303	2	7	3	26	"2;1;3"	"id_006"	0	2
10	0.144	2	12	3	38	"2;1;3"	"id_006"	0	2
11	0.486	2	6	3	44	"2;1;3"	"id_006"	0	2
12	0.115	2	10	3	54	"2;1;3"	"id_006"	0	2
13	0.088	2	-1	3	53	"2;1;3"	"id_006"	0	2
14	0.097	2	-8	3	45	"2;1;3"	"id_006"	0	2
15	0.093	2	-5	3	40	"2;1;3"	"id_006"	0	2
16	0.088	2	-9	3	31	"2;1;3"	"id_006"	0	2
17	0.228	2	3	3	34	"2;1;3"	"id_006"	0	2
18	0.381	2	6	3	40	"2;1;3"	"id_006"	0	2
19	0.118	2	0	3	40	"2;1;3"	"id_006"	0	2
20	0.121	2	2	3	42	"2;1;3"	"id_006"	0	2
21	0.116	2	11	3	53	"2;1;3"	"id_006"	0	2
22	0.148	2	-3	3	50	"2;1;3"	"id_006"	0	2
23	0.184	2	0	3	50	"2;1;3"	"id_006"	0	2
24	0.238	2	7	3	57	"2;1;3"	"id_006"	0	2
25	0.166	2	4	3	61	"2;1;3"	"id_006"	0	2
26	0.237	2	3	3	64	"2;1;3"	"id_006"	0	2
27	0.256	2	10	3	74	"2;1;3"	"id_006"	0	2
28	0.245	2	7	3	81	"2;1;3"	"id_006"	0	2
29	0.134	2	8	3	89	"2;1;3"	"id_006"	0	2
30	0.197	2	1	3	90	"2;1;3"	"id_006"	0	2
31	0.173	2	11	3	101	"2;1;3"	"id_006"	0	2
32	0.104	2	0	3	101	"2;1;3"	"id_006"	0	2
33	0.169	2	2	3	103	"2;1;3"	"id_006"	0	2
34	0.242	2	-10	3	93	"2;1;3"	"id_006"	0	2
35	0.297	2	-4	3	89	"2;1;3"	"id_006"	0	2
36	0.162	2	4	3	93	"2;1;3"	"id_006"	0	2
37	0.125	2	1	3	94	"2;1;3"	"id_006"	0	2
38	0.127	2	-2	3	92	"2;1;3"	"id_006"	0	2
39	0.229	2	5	3	97	"2;1;3"	"id_006"	0	2
40	0.11	2	7	3	104	"2;1;3"	"id_006"	0	2
41	0.363	2	4	3	108	"2;1;3"	"id_006"	0	2
42	0.092	2	6	3	114	"2;1;3"	"id_006"	0	2
43	0.09	2	6	3	120	"2;1;3"	"id_006"	0	2
44	0.273	2	5	3	125	"2;1;3"	"id_006"	0	2
45	0.119	2	0	3	125	"2;1;3"	"id_006"	0	2
46	0.243	2	-8	3	117	"2;1;3"	"id_006"	0	2
47	0.121	2	10	3	127	"2;1;3"	"id_006"	0	2
48	0.174	2	9	3	136	"2;1;3"	"id_006"	0	2
49	0.203	2	3	3	139	"2;1;3"	"id_006"	0	2
50	0.132	2	0	3	139	"2;1;3"	"id_006"	0	2
0	-1258.406	0	0	4	0	"2;1;3"	"id_006"	0	2
1	1264.752	2	9	4	9	"2;1;3"	"id_006"	0	2
2	3.285	2	1	4	10	"2;1;3"	"id_006"	0	2
3	0.197	2	8	4	18	"2;1;3"	"id_006"	0	2
4	0.139	2	1	4	19	"2;1;3"	"id_006"	0	2
5	0.234	2	1	4	20	"2;1;3"	"id_006"	0	2
6	0.119	2	2	4	22	"2;1;3"	"id_006"	0	2
7	0.233	2	8	4	30	"2;1;3"	"id_006"	0	2
8	0.113	2	0	4	30	"2;1;3"	"id_006"	0	2
9	0.253	2	8	4	38	"2;1;3"	"id_006"	0	2
10	0.267	2	10	4	48	"2;1;3"	"id_006"	0	2
11	0.235	2	-5	4	43	"2;1;3"	"id_006"	0	2
12	0.193	2	-3	4	40	"2;1;3"	"id_006"	0	2
13	0.123	2	5	4	45	"2;1;3"	"id_006"	0	2
14	0.153	2	-3	4	42	"2;1;3"	"id_006"	0	2
15	0.235	2	4	4	46	"2;1;3"	"id_006"	0	2
16	0.147	2	6	4	52	"2;1;3"	"id_006"	0	2
17	0.238	2	5	4	57	"2;1;3"	"id_006"	0	2
18	0.123	2	2	4	59	"2;1;3"	"id_006"	0	2
19	0.244	2	5	4	64	"2;1;3"	"id_006"	0	2
20	0.115	2	-6	4	58	"2;1;3"	"id_006"	0	2
21	0.456	2	0	4	58	"2;1;3"	"id_006"	0	2
22	0.119	2	4	4	62	"2;1;3"	"id_006"	0	2
23	0.083	2	1	4	63	"2;1;3"	"id_006"	0	2
24	0.096	2	4	4	67	"2;1;3"	"id_006"	0	2
25	0.194	2	3	4	70	"2;1;3"	"id_006"	0	2
26	0.123	2	2	4	72	"2;1;3"	"id_006"	0	2
27	0.346	2	-3	4	69	"2;1;3"	"id_006"	0	2
28	0.091	2	7	4	76	"2;1;3"	"id_006"	0	2
29	0.089	2	-3	4	73	"2;1;3"	"id_006"	0	2
30	0.211	2	2	4	75	"2;1;3"	"id_006"	0	2
31	0.233	2	-2	4	73	"2;1;3"	"id_006"	0	2
32	0.119	2	-7	4	66	"2;1;3"	"id_006"	0	2
33	0.233	3	1	4	67	"2;1;3"	"id_006"	0	2
34	0.153	3	-2	4	65	"2;1;3"	"id_006"	0	2
35	0.238	3	-1	4	64	"2;1;3"	"id_006"	0	2
36	0.115	3	5	4	69	"2;1;3"	"id_006"	0	2
37	0.346	3	1	4	70	"2;1;3"	"id_006"	0	2
38	0.128	2	-7	4	63	"2;1;3"	"id_006"	0	2
39	0.153	1	6	4	69	"2;1;3"	"id_006"	0	2
40	0.151	1	5	4	74	"2;1;3"	"id_006"	0	2
41	0.237	1	6	4	80	"2;1;3"	"id_006"	0	2
42	0.252	1	-1	4	79	"2;1;3"	"id_006"	0	2
43	0.089	1	1	4	80	"2;1;3"	"id_006"	0	2
44	0.294	1	0	4	80	"2;1;3"	"id_006"	0	2
45	0.122	1	0	4	80	"2;1;3"	"id_006"	0	2
46	0.122	1	1	4	81	"2;1;3"	"id_006"	0	2
47	0.266	1	4	4	85	"2;1;3"	"id_006"	0	2
48	0.118	1	4	4	89	"2;1;3"	"id_006"	0	2
49	0.124	1	2	4	91	"2;1;3"	"id_006"	0	2
50	0.234	1	5	4	96	"2;1;3"	"id_006"	0	2
0	-1276.933	0	0	5	0	"2;1;3"	"id_006"	0	2
1	1280.621	1	6	5	6	"1;3;2"	"id_006"	0	2
2	0.164	1	4	5	10	"1;3;2"	"id_006"	0	2
3	0.348	2	0	5	10	"1;3;2"	"id_006"	0	2
4	0.243	2	1	5	11	"1;3;2"	"id_006"	0	2
5	0.118	2	-1	5	10	"1;3;2"	"id_006"	0	2
6	0.17	2	1	5	11	"1;3;2"	"id_006"	0	2
7	0.233	1	3	5	14	"1;3;2"	"id_006"	0	2
8	0.231	1	-13	5	1	"1;3;2"	"id_006"	0	2
9	0.136	1	-4	5	-3	"1;3;2"	"id_006"	0	2
10	0.294	1	10	5	7	"1;3;2"	"id_006"	0	2
11	0.116	1	0	5	7	"1;3;2"	"id_006"	0	2
12	0.134	1	-2	5	5	"1;3;2"	"id_006"	0	2
13	0.191	1	1	5	6	"1;3;2"	"id_006"	0	2
14	0.129	1	4	5	10	"1;3;2"	"id_006"	0	2
15	0.24	1	13	5	23	"1;3;2"	"id_006"	0	2
16	0.16	1	8	5	31	"1;3;2"	"id_006"	0	2
17	0.259	1	0	5	31	"1;3;2"	"id_006"	0	2
18	0.135	1	2	5	33	"1;3;2"	"id_006"	0	2
19	0.25	1	11	5	44	"1;3;2"	"id_006"	0	2
20	0.136	1	4	5	48	"1;3;2"	"id_006"	0	2
21	0.456	1	2	5	50	"1;3;2"	"id_006"	0	2
22	0.122	1	4	5	54	"1;3;2"	"id_006"	0	2
23	0.229	1	2	5	56	"1;3;2"	"id_006"	0	2
24	0.085	1	9	5	65	"1;3;2"	"id_006"	0	2
25	0.089	1	6	5	71	"1;3;2"	"id_006"	0	2
26	0.196	1	6	5	77	"1;3;2"	"id_006"	0	2
27	0.121	1	-4	5	73	"1;3;2"	"id_006"	0	2
28	0.141	1	1	5	74	"1;3;2"	"id_006"	0	2
29	0.239	1	1	5	75	"1;3;2"	"id_006"	0	2
30	0.233	1	7	5	82	"1;3;2"	"id_006"	0	2
31	0.116	1	1	5	83	"1;3;2"	"id_006"	0	2
32	0.351	1	-3	5	80	"1;3;2"	"id_006"	0	2
33	0.119	1	5	5	85	"1;3;2"	"id_006"	0	2
34	0.116	1	7	5	92	"1;3;2"	"id_006"	0	2
35	0.242	1	5	5	97	"1;3;2"	"id_006"	0	2
36	0.14	1	7	5	104	"1;3;2"	"id_006"	0	2
37	0.24	1	-2	5	102	"1;3;2"	"id_006"	0	2
38	0.15	1	4	5	106	"1;3;2"	"id_006"	0	2
39	0.233	1	-1	5	105	"1;3;2"	"id_006"	0	2
40	0.198	1	1	5	106	"1;3;2"	"id_006"	0	2
41	0.241	1	5	5	111	"1;3;2"	"id_006"	0	2
42	0.12	1	3	5	114	"1;3;2"	"id_006"	0	2
43	0.247	1	12	5	126	"1;3;2"	"id_006"	0	2
44	0.165	1	3	5	129	"1;3;2"	"id_006"	0	2
45	0.25	1	4	5	133	"1;3;2"	"id_006"	0	2
46	0.114	1	0	5	133	"1;3;2"	"id_006"	0	2
47	0.263	1	-2	5	131	"1;3;2"	"id_006"	0	2
48	0.123	1	2	5	133	"1;3;2"	"id_006"	0	2
49	0.207	1	4	5	137	"1;3;2"	"id_006"	0	2
50	0.158	1	-2	5	135	"1;3;2"	"id_006"	0	2
0	-1290.012	0	0	6	0	"1;3;2"	"id_006"	0	2
1	1293.808	2	4	6	4	"3;1;2"	"id_006"	0	2
2	0.394	1	0	6	4	"3;1;2"	"id_006"	0	2
3	0.127	1	1	6	5	"3;1;2"	"id_006"	0	2
4	0.164	1	3	6	8	"3;1;2"	"id_006"	0	2
5	0.234	1	4	6	12	"3;1;2"	"id_006"	0	2
6	0.234	1	6	6	18	"3;1;2"	"id_006"	0	2
7	0.117	1	1	6	19	"3;1;2"	"id_006"	0	2
8	0.249	1	0	6	19	"3;1;2"	"id_006"	0	2
9	0.118	1	3	6	22	"3;1;2"	"id_006"	0	2
10	0.236	1	5	6	27	"3;1;2"	"id_006"	0	2
11	0.205	1	-1	6	26	"3;1;2"	"id_006"	0	2
