"trial"	"time"	"selection"	"outcome"	"game"	"points.cum"	"option.order"	"workerid"	"goal"	"condition"
1	0	1	2	1	2	"1;3;2"	"id_014"	135	4
2	2.803	2	0	1	2	"1;3;2"	"id_014"	135	4
3	2.522	3	6	1	8	"1;3;2"	"id_014"	135	4
4	2.148	1	3	1	11	"1;3;2"	"id_014"	135	4
5	1.666	3	4	1	15	"1;3;2"	"id_014"	135	4
6	1.989	3	2	1	17	"1;3;2"	"id_014"	135	4
7	2.215	2	7	1	24	"1;3;2"	"id_014"	135	4
8	2.405	3	4	1	28	"1;3;2"	"id_014"	135	4
9	1.958	2	5	1	33	"1;3;2"	"id_014"	135	4
10	3.818	3	3	1	36	"1;3;2"	"id_014"	135	4
11	0.969	2	1	1	37	"1;3;2"	"id_014"	135	4
12	0.919	3	2	1	39	"1;3;2"	"id_014"	135	4
13	0.511	2	5	1	44	"1;3;2"	"id_014"	135	4
14	0.356	3	3	1	47	"1;3;2"	"id_014"	135	4
15	0.84	3	2	1	49	"1;3;2"	"id_014"	135	4
16	0.136	3	4	1	53	"1;3;2"	"id_014"	135	4
17	0.365	3	2	1	55	"1;3;2"	"id_014"	135	4
18	0.425	3	6	1	61	"1;3;2"	"id_014"	135	4
19	0.155	3	3	1	64	"1;3;2"	"id_014"	135	4
20	0.153	3	0	1	64	"1;3;2"	"id_014"	135	4
0	-143.731	0	0	2	0	"1;3;2"	"id_014"	135	4
1	161.885	2	3	2	3	"2;1;3"	"id_014"	135	4
2	4.914	3	1	2	4	"2;1;3"	"id_014"	135	4
3	2.27	2	7	2	11	"2;1;3"	"id_014"	135	4
4	2.547	1	2	2	13	"2;1;3"	"id_014"	135	4
5	2.187	2	9	2	22	"2;1;3"	"id_014"	135	4
6	2.101	2	9	2	31	"2;1;3"	"id_014"	135	4
7	3.155	2	1	2	32	"2;1;3"	"id_014"	135	4
8	1.869	2	1	2	33	"2;1;3"	"id_014"	135	4
9	2.767	3	3	2	36	"2;1;3"	"id_014"	135	4
10	2.5	2	1	2	37	"2;1;3"	"id_014"	135	4
11	1.919	1	4	2	41	"2;1;3"	"id_014"	135	4
12	2.201	3	2	2	43	"2;1;3"	"id_014"	135	4
