"trial"	"time"	"selection"	"outcome"	"game"	"points.cum"	"option.order"	"workerid"	"goal"	"condition"
1	0	1	5	1	5	"1;2;3"	"id_089"	0	2
2	1.939	1	7	1	12	"1;2;3"	"id_089"	0	2
3	1.317	2	0	1	12	"1;2;3"	"id_089"	0	2
4	0.93	3	1	1	13	"1;2;3"	"id_089"	0	2
5	1.405	3	2	1	15	"1;2;3"	"id_089"	0	2
6	1.419	1	-1	1	14	"1;2;3"	"id_089"	0	2
7	1.073	1	5	1	19	"1;2;3"	"id_089"	0	2
8	0.78	1	2	1	21	"1;2;3"	"id_089"	0	2
9	0.71	1	6	1	27	"1;2;3"	"id_089"	0	2
10	0.636	1	1	1	28	"1;2;3"	"id_089"	0	2
11	0.586	1	-1	1	27	"1;2;3"	"id_089"	0	2
12	0.726	1	8	1	35	"1;2;3"	"id_089"	0	2
13	0.599	1	0	1	35	"1;2;3"	"id_089"	0	2
14	0.827	1	1	1	36	"1;2;3"	"id_089"	0	2
15	0.713	1	2	1	38	"1;2;3"	"id_089"	0	2
16	0.654	1	0	1	38	"1;2;3"	"id_089"	0	2
17	0.683	1	1	1	39	"1;2;3"	"id_089"	0	2
18	0.671	1	5	1	44	"1;2;3"	"id_089"	0	2
19	0.696	1	5	1	49	"1;2;3"	"id_089"	0	2
20	0.674	1	6	1	55	"1;2;3"	"id_089"	0	2
0	-124.365	0	0	2	0	"1;2;3"	"id_089"	0	2
1	137.263	1	1	2	1	"2;3;1"	"id_089"	0	2
2	1.225	3	-1	2	0	"2;3;1"	"id_089"	0	2
3	0.877	2	0	2	0	"2;3;1"	"id_089"	0	2
4	2.153	3	-1	2	-1	"2;3;1"	"id_089"	0	2
5	1.089	3	7	2	6	"2;3;1"	"id_089"	0	2
6	0.959	3	5	2	11	"2;3;1"	"id_089"	0	2
7	0.914	3	3	2	14	"2;3;1"	"id_089"	0	2
8	0.638	3	2	2	16	"2;3;1"	"id_089"	0	2
9	0.563	3	12	2	28	"2;3;1"	"id_089"	0	2
10	0.58	3	8	2	36	"2;3;1"	"id_089"	0	2
11	0.601	3	3	2	39	"2;3;1"	"id_089"	0	2
12	0.519	3	11	2	50	"2;3;1"	"id_089"	0	2
13	0.556	3	5	2	55	"2;3;1"	"id_089"	0	2
14	0.519	3	12	2	67	"2;3;1"	"id_089"	0	2
15	0.504	3	2	2	69	"2;3;1"	"id_089"	0	2
16	0.537	3	6	2	75	"2;3;1"	"id_089"	0	2
17	0.484	3	11	2	86	"2;3;1"	"id_089"	0	2
18	0.549	3	4	2	90	"2;3;1"	"id_089"	0	2
19	0.537	3	4	2	94	"2;3;1"	"id_089"	0	2
20	0.82	3	1	2	95	"2;3;1"	"id_089"	0	2
21	0.609	3	-1	2	94	"2;3;1"	"id_089"	0	2
22	0.541	3	1	2	95	"2;3;1"	"id_089"	0	2
23	0.6	3	0	2	95	"2;3;1"	"id_089"	0	2
24	0.526	3	10	2	105	"2;3;1"	"id_089"	0	2
25	0.634	3	1	2	106	"2;3;1"	"id_089"	0	2
26	0.502	3	8	2	114	"2;3;1"	"id_089"	0	2
27	0.358	3	4	2	118	"2;3;1"	"id_089"	0	2
28	0.45	3	5	2	123	"2;3;1"	"id_089"	0	2
29	0.449	3	6	2	129	"2;3;1"	"id_089"	0	2
30	0.246	3	1	2	130	"2;3;1"	"id_089"	0	2
31	0.332	3	5	2	135	"2;3;1"	"id_089"	0	2
32	0.252	3	1	2	136	"2;3;1"	"id_089"	0	2
33	0.288	3	-1	2	135	"2;3;1"	"id_089"	0	2
34	0.119	3	3	2	138	"2;3;1"	"id_089"	0	2
35	0.197	3	1	2	139	"2;3;1"	"id_089"	0	2
36	0.169	3	2	2	141	"2;3;1"	"id_089"	0	2
37	0.247	3	6	2	147	"2;3;1"	"id_089"	0	2
38	0.167	3	-7	2	140	"2;3;1"	"id_089"	0	2
39	0.194	3	7	2	147	"2;3;1"	"id_089"	0	2
40	0.168	3	-8	2	139	"2;3;1"	"id_089"	0	2
41	0.229	3	2	2	141	"2;3;1"	"id_089"	0	2
42	0.164	3	15	2	156	"2;3;1"	"id_089"	0	2
43	0.2	3	5	2	161	"2;3;1"	"id_089"	0	2
44	0.195	3	4	2	165	"2;3;1"	"id_089"	0	2
45	0.205	3	-2	2	163	"2;3;1"	"id_089"	0	2
46	0.16	3	0	2	163	"2;3;1"	"id_089"	0	2
47	0.194	3	7	2	170	"2;3;1"	"id_089"	0	2
48	0.171	3	6	2	176	"2;3;1"	"id_089"	0	2
49	0.221	3	1	2	177	"2;3;1"	"id_089"	0	2
50	0.202	3	1	2	178	"2;3;1"	"id_089"	0	2
0	-160.876	0	0	3	0	"2;3;1"	"id_089"	0	2
1	179.149	1	12	3	12	"1;3;2"	"id_089"	0	2
2	1.231	1	-4	3	8	"1;3;2"	"id_089"	0	2
3	0.791	1	3	3	11	"1;3;2"	"id_089"	0	2
4	0.238	1	5	3	16	"1;3;2"	"id_089"	0	2
5	0.241	1	8	3	24	"1;3;2"	"id_089"	0	2
6	0.194	1	7	3	31	"1;3;2"	"id_089"	0	2
7	0.188	1	2	3	33	"1;3;2"	"id_089"	0	2
8	0.193	1	1	3	34	"1;3;2"	"id_089"	0	2
9	0.181	1	-3	3	31	"1;3;2"	"id_089"	0	2
10	0.151	1	-2	3	29	"1;3;2"	"id_089"	0	2
11	0.215	1	3	3	32	"1;3;2"	"id_089"	0	2
12	0.167	1	3	3	35	"1;3;2"	"id_089"	0	2
13	0.191	1	6	3	41	"1;3;2"	"id_089"	0	2
14	0.151	1	6	3	47	"1;3;2"	"id_089"	0	2
15	0.152	1	-3	3	44	"1;3;2"	"id_089"	0	2
16	0.172	1	6	3	50	"1;3;2"	"id_089"	0	2
17	0.21	1	8	3	58	"1;3;2"	"id_089"	0	2
18	1.223	3	0	3	58	"1;3;2"	"id_089"	0	2
19	0.982	2	0	3	58	"1;3;2"	"id_089"	0	2
20	0.525	2	2	3	60	"1;3;2"	"id_089"	0	2
21	0.191	2	3	3	63	"1;3;2"	"id_089"	0	2
22	0.37	2	0	3	63	"1;3;2"	"id_089"	0	2
23	0.213	2	1	3	64	"1;3;2"	"id_089"	0	2
24	0.18	2	0	3	64	"1;3;2"	"id_089"	0	2
25	0.202	2	3	3	67	"1;3;2"	"id_089"	0	2
26	0.171	2	6	3	73	"1;3;2"	"id_089"	0	2
27	0.202	2	3	3	76	"1;3;2"	"id_089"	0	2
28	0.216	2	3	3	79	"1;3;2"	"id_089"	0	2
29	0.184	2	0	3	79	"1;3;2"	"id_089"	0	2
30	0.284	2	3	3	82	"1;3;2"	"id_089"	0	2
31	0.116	2	0	3	82	"1;3;2"	"id_089"	0	2
32	0.206	2	2	3	84	"1;3;2"	"id_089"	0	2
33	0.191	2	2	3	86	"1;3;2"	"id_089"	0	2
34	0.183	2	3	3	89	"1;3;2"	"id_089"	0	2
35	0.198	2	4	3	93	"1;3;2"	"id_089"	0	2
36	0.192	2	6	3	99	"1;3;2"	"id_089"	0	2
37	1.029	2	3	3	102	"1;3;2"	"id_089"	0	2
38	0.201	2	3	3	105	"1;3;2"	"id_089"	0	2
39	0.168	2	1	3	106	"1;3;2"	"id_089"	0	2
40	0.214	2	3	3	109	"1;3;2"	"id_089"	0	2
41	0.165	2	0	3	109	"1;3;2"	"id_089"	0	2
42	0.191	2	-3	3	106	"1;3;2"	"id_089"	0	2
43	0.192	2	-1	3	105	"1;3;2"	"id_089"	0	2
44	0.212	2	0	3	105	"1;3;2"	"id_089"	0	2
45	0.185	2	1	3	106	"1;3;2"	"id_089"	0	2
46	0.959	1	6	3	112	"1;3;2"	"id_089"	0	2
47	0.143	1	2	3	114	"1;3;2"	"id_089"	0	2
48	0.181	1	7	3	121	"1;3;2"	"id_089"	0	2
49	0.189	1	0	3	121	"1;3;2"	"id_089"	0	2
50	0.185	1	-3	3	118	"1;3;2"	"id_089"	0	2
0	-194.058	0	0	4	0	"1;3;2"	"id_089"	0	2
1	200.851	1	4	4	4	"3;2;1"	"id_089"	0	2
2	0.155	1	-3	4	1	"3;2;1"	"id_089"	0	2
3	0.211	1	1	4	2	"3;2;1"	"id_089"	0	2
4	0.889	2	0	4	2	"3;2;1"	"id_089"	0	2
5	0.279	2	2	4	4	"3;2;1"	"id_089"	0	2
6	0.125	2	-2	4	2	"3;2;1"	"id_089"	0	2
7	0.704	3	-1	4	1	"3;2;1"	"id_089"	0	2
8	0.219	3	-5	4	-4	"3;2;1"	"id_089"	0	2
9	0.135	3	-7	4	-11	"3;2;1"	"id_089"	0	2
10	0.93	1	3	4	-8	"3;2;1"	"id_089"	0	2
11	0.282	1	3	4	-5	"3;2;1"	"id_089"	0	2
12	0.199	1	2	4	-3	"3;2;1"	"id_089"	0	2
13	0.203	1	3	4	0	"3;2;1"	"id_089"	0	2
14	0.176	1	0	4	0	"3;2;1"	"id_089"	0	2
15	0.187	1	-1	4	-1	"3;2;1"	"id_089"	0	2
16	0.185	1	1	4	0	"3;2;1"	"id_089"	0	2
17	0.195	1	1	4	1	"3;2;1"	"id_089"	0	2
18	0.191	1	4	4	5	"3;2;1"	"id_089"	0	2
19	0.205	1	5	4	10	"3;2;1"	"id_089"	0	2
20	0.244	1	-2	4	8	"3;2;1"	"id_089"	0	2
21	0.125	1	3	4	11	"3;2;1"	"id_089"	0	2
22	0.211	1	3	4	14	"3;2;1"	"id_089"	0	2
23	0.276	1	2	4	16	"3;2;1"	"id_089"	0	2
24	0.166	1	-1	4	15	"3;2;1"	"id_089"	0	2
25	0.179	1	7	4	22	"3;2;1"	"id_089"	0	2
26	0.248	1	1	4	23	"3;2;1"	"id_089"	0	2
27	0.146	1	-1	4	22	"3;2;1"	"id_089"	0	2
28	0.172	1	4	4	26	"3;2;1"	"id_089"	0	2
29	0.236	1	5	4	31	"3;2;1"	"id_089"	0	2
30	0.16	1	1	4	32	"3;2;1"	"id_089"	0	2
31	0.219	1	3	4	35	"3;2;1"	"id_089"	0	2
32	0.176	1	5	4	40	"3;2;1"	"id_089"	0	2
33	0.199	1	2	4	42	"3;2;1"	"id_089"	0	2
34	0.191	1	-1	4	41	"3;2;1"	"id_089"	0	2
35	0.214	1	5	4	46	"3;2;1"	"id_089"	0	2
36	0.251	1	5	4	51	"3;2;1"	"id_089"	0	2
37	0.163	1	5	4	56	"3;2;1"	"id_089"	0	2
38	0.172	1	2	4	58	"3;2;1"	"id_089"	0	2
39	0.21	1	-4	4	54	"3;2;1"	"id_089"	0	2
40	0.199	1	2	4	56	"3;2;1"	"id_089"	0	2
41	0.196	1	3	4	59	"3;2;1"	"id_089"	0	2
42	0.198	1	0	4	59	"3;2;1"	"id_089"	0	2
43	0.328	1	2	4	61	"3;2;1"	"id_089"	0	2
44	0.11	1	2	4	63	"3;2;1"	"id_089"	0	2
45	0.192	1	-1	4	62	"3;2;1"	"id_089"	0	2
46	0.188	1	0	4	62	"3;2;1"	"id_089"	0	2
47	0.211	1	3	4	65	"3;2;1"	"id_089"	0	2
48	0.246	1	0	4	65	"3;2;1"	"id_089"	0	2
49	0.19	1	6	4	71	"3;2;1"	"id_089"	0	2
50	0.221	1	2	4	73	"3;2;1"	"id_089"	0	2
0	-212.558	0	0	5	0	"3;2;1"	"id_089"	0	2
1	218.606	1	0	5	0	"2;1;3"	"id_089"	0	2
2	0.859	2	7	5	7	"2;1;3"	"id_089"	0	2
3	0.888	3	4	5	11	"2;1;3"	"id_089"	0	2
4	0.975	2	8	5	19	"2;1;3"	"id_089"	0	2
5	1.251	2	1	5	20	"2;1;3"	"id_089"	0	2
6	0.82	2	-1	5	19	"2;1;3"	"id_089"	0	2
7	0.738	2	8	5	27	"2;1;3"	"id_089"	0	2
8	0.242	2	1	5	28	"2;1;3"	"id_089"	0	2
9	0.324	2	4	5	32	"2;1;3"	"id_089"	0	2
10	0.321	2	8	5	40	"2;1;3"	"id_089"	0	2
11	0.107	2	-3	5	37	"2;1;3"	"id_089"	0	2
12	0.233	2	15	5	52	"2;1;3"	"id_089"	0	2
13	0.154	2	6	5	58	"2;1;3"	"id_089"	0	2
14	0.25	2	7	5	65	"2;1;3"	"id_089"	0	2
15	0.154	2	5	5	70	"2;1;3"	"id_089"	0	2
16	0.21	2	6	5	76	"2;1;3"	"id_089"	0	2
17	0.2	2	0	5	76	"2;1;3"	"id_089"	0	2
18	0.201	2	9	5	85	"2;1;3"	"id_089"	0	2
19	0.282	2	14	5	99	"2;1;3"	"id_089"	0	2
20	0.12	2	12	5	111	"2;1;3"	"id_089"	0	2
21	0.216	2	7	5	118	"2;1;3"	"id_089"	0	2
22	0.2	2	2	5	120	"2;1;3"	"id_089"	0	2
23	0.194	2	1	5	121	"2;1;3"	"id_089"	0	2
24	0.205	2	-5	5	116	"2;1;3"	"id_089"	0	2
25	0.195	2	1	5	117	"2;1;3"	"id_089"	0	2
26	0.2	2	7	5	124	"2;1;3"	"id_089"	0	2
27	0.227	2	3	5	127	"2;1;3"	"id_089"	0	2
28	0.195	2	-1	5	126	"2;1;3"	"id_089"	0	2
29	0.205	2	-1	5	125	"2;1;3"	"id_089"	0	2
30	0.209	2	0	5	125	"2;1;3"	"id_089"	0	2
31	0.252	2	0	5	125	"2;1;3"	"id_089"	0	2
32	0.226	2	-5	5	120	"2;1;3"	"id_089"	0	2
33	0.162	2	-12	5	108	"2;1;3"	"id_089"	0	2
34	0.545	2	4	5	112	"2;1;3"	"id_089"	0	2
35	0.277	2	10	5	122	"2;1;3"	"id_089"	0	2
36	0.182	2	6	5	128	"2;1;3"	"id_089"	0	2
37	0.211	2	3	5	131	"2;1;3"	"id_089"	0	2
38	0.298	2	13	5	144	"2;1;3"	"id_089"	0	2
39	0.156	2	-2	5	142	"2;1;3"	"id_089"	0	2
40	0.208	2	7	5	149	"2;1;3"	"id_089"	0	2
41	0.209	2	7	5	156	"2;1;3"	"id_089"	0	2
42	0.209	2	7	5	163	"2;1;3"	"id_089"	0	2
43	0.231	2	-2	5	161	"2;1;3"	"id_089"	0	2
44	0.271	2	4	5	165	"2;1;3"	"id_089"	0	2
