"trial"	"time"	"selection"	"outcome"	"game"	"points.cum"	"option.order"	"workerid"	"goal"	"condition"
1	0	1	3	1	3	"1;3;2"	"id_033"	0	1
2	1.644	2	5	1	8	"1;3;2"	"id_033"	0	1
3	1.88	3	1	1	9	"1;3;2"	"id_033"	0	1
4	1.512	2	0	1	9	"1;3;2"	"id_033"	0	1
5	1.066	1	3	1	12	"1;3;2"	"id_033"	0	1
6	1.432	3	5	1	17	"1;3;2"	"id_033"	0	1
7	1.337	2	3	1	20	"1;3;2"	"id_033"	0	1
8	1.414	3	2	1	22	"1;3;2"	"id_033"	0	1
9	1.389	2	1	1	23	"1;3;2"	"id_033"	0	1
10	1.041	1	3	1	26	"1;3;2"	"id_033"	0	1
11	2.042	2	4	1	30	"1;3;2"	"id_033"	0	1
12	1.632	3	4	1	34	"1;3;2"	"id_033"	0	1
13	1.35	2	3	1	37	"1;3;2"	"id_033"	0	1
14	1.916	1	4	1	41	"1;3;2"	"id_033"	0	1
15	1.172	2	3	1	44	"1;3;2"	"id_033"	0	1
16	1.09	3	3	1	47	"1;3;2"	"id_033"	0	1
17	0.996	2	4	1	51	"1;3;2"	"id_033"	0	1
18	1.04	1	1	1	52	"1;3;2"	"id_033"	0	1
19	1.111	2	4	1	56	"1;3;2"	"id_033"	0	1
20	1.078	3	6	1	62	"1;3;2"	"id_033"	0	1
0	-206.473	0	0	2	0	"1;3;2"	"id_033"	0	1
1	255.336	1	-4	2	-4	"3;2;1"	"id_033"	0	1
2	1.042	2	0	2	-4	"3;2;1"	"id_033"	0	1
3	0.954	3	6	2	2	"3;2;1"	"id_033"	0	1
4	1.737	3	1	2	3	"3;2;1"	"id_033"	0	1
5	1.007	2	3	2	6	"3;2;1"	"id_033"	0	1
6	0.75	1	13	2	19	"3;2;1"	"id_033"	0	1
7	1	2	0	2	19	"3;2;1"	"id_033"	0	1
8	0.892	1	2	2	21	"3;2;1"	"id_033"	0	1
9	1.03	3	3	2	24	"3;2;1"	"id_033"	0	1
10	0.935	2	5	2	29	"3;2;1"	"id_033"	0	1
11	0.895	3	5	2	34	"3;2;1"	"id_033"	0	1
12	1.14	2	-1	2	33	"3;2;1"	"id_033"	0	1
13	0.937	1	13	2	46	"3;2;1"	"id_033"	0	1
14	0.977	3	-1	2	45	"3;2;1"	"id_033"	0	1
15	1.035	1	-1	2	44	"3;2;1"	"id_033"	0	1
16	0.877	2	2	2	46	"3;2;1"	"id_033"	0	1
17	1.287	3	3	2	49	"3;2;1"	"id_033"	0	1
18	1.079	1	8	2	57	"3;2;1"	"id_033"	0	1
19	1.015	2	2	2	59	"3;2;1"	"id_033"	0	1
20	1.182	1	9	2	68	"3;2;1"	"id_033"	0	1
21	1.527	3	7	2	75	"3;2;1"	"id_033"	0	1
22	0.861	1	12	2	87	"3;2;1"	"id_033"	0	1
23	1.305	3	2	2	89	"3;2;1"	"id_033"	0	1
24	0.875	2	1	2	90	"3;2;1"	"id_033"	0	1
25	0.899	1	-3	2	87	"3;2;1"	"id_033"	0	1
26	0.869	2	0	2	87	"3;2;1"	"id_033"	0	1
27	0.882	3	3	2	90	"3;2;1"	"id_033"	0	1
28	0.931	2	2	2	92	"3;2;1"	"id_033"	0	1
29	1.003	1	-2	2	90	"3;2;1"	"id_033"	0	1
30	0.883	2	4	2	94	"3;2;1"	"id_033"	0	1
31	0.896	3	3	2	97	"3;2;1"	"id_033"	0	1
32	1.913	1	-1	2	96	"3;2;1"	"id_033"	0	1
33	0.808	2	6	2	102	"3;2;1"	"id_033"	0	1
34	0.938	3	2	2	104	"3;2;1"	"id_033"	0	1
35	0.805	2	1	2	105	"3;2;1"	"id_033"	0	1
36	1.011	3	1	2	106	"3;2;1"	"id_033"	0	1
37	1.208	1	4	2	110	"3;2;1"	"id_033"	0	1
38	1.438	1	3	2	113	"3;2;1"	"id_033"	0	1
39	1.245	1	0	2	113	"3;2;1"	"id_033"	0	1
40	0.932	2	2	2	115	"3;2;1"	"id_033"	0	1
41	1.404	3	2	2	117	"3;2;1"	"id_033"	0	1
42	1.917	1	-4	2	113	"3;2;1"	"id_033"	0	1
43	1.018	2	2	2	115	"3;2;1"	"id_033"	0	1
44	1.226	3	6	2	121	"3;2;1"	"id_033"	0	1
45	1.538	2	1	2	122	"3;2;1"	"id_033"	0	1
46	0.451	2	3	2	125	"3;2;1"	"id_033"	0	1
47	1.35	2	5	2	130	"3;2;1"	"id_033"	0	1
48	1.516	2	-4	2	126	"3;2;1"	"id_033"	0	1
49	1.195	3	5	2	131	"3;2;1"	"id_033"	0	1
50	0.954	2	8	2	139	"3;2;1"	"id_033"	0	1
0	-308.905	0	0	3	0	"3;2;1"	"id_033"	0	1
1	335.705	1	12	3	12	"3;1;2"	"id_033"	0	1
2	1.061	2	2	3	14	"3;1;2"	"id_033"	0	1
3	0.905	3	4	3	18	"3;1;2"	"id_033"	0	1
4	0.9	1	5	3	23	"3;1;2"	"id_033"	0	1
5	0.847	2	5	3	28	"3;1;2"	"id_033"	0	1
6	0.95	1	3	3	31	"3;1;2"	"id_033"	0	1
7	1.306	3	5	3	36	"3;1;2"	"id_033"	0	1
8	0.724	2	2	3	38	"3;1;2"	"id_033"	0	1
9	0.475	2	4	3	42	"3;1;2"	"id_033"	0	1
10	0.769	2	3	3	45	"3;1;2"	"id_033"	0	1
11	1.258	1	4	3	49	"3;1;2"	"id_033"	0	1
12	1.778	3	1	3	50	"3;1;2"	"id_033"	0	1
13	1.049	1	-8	3	42	"3;1;2"	"id_033"	0	1
14	1.071	2	2	3	44	"3;1;2"	"id_033"	0	1
15	0.75	3	3	3	47	"3;1;2"	"id_033"	0	1
16	0.706	3	2	3	49	"3;1;2"	"id_033"	0	1
17	1.114	2	4	3	53	"3;1;2"	"id_033"	0	1
18	0.828	3	1	3	54	"3;1;2"	"id_033"	0	1
