"trial"	"time"	"selection"	"outcome"	"game"	"points.cum"	"option.order"	"workerid"	"goal"	"condition"
1	0	1	2	1	2	"2;3;1"	"id_009"	0	1
2	2.432	2	1	1	3	"2;3;1"	"id_009"	0	1
3	2.177	3	2	1	5	"2;3;1"	"id_009"	0	1
4	3.239	2	7	1	12	"2;3;1"	"id_009"	0	1
5	1.65	1	2	1	14	"2;3;1"	"id_009"	0	1
6	1.342	2	3	1	17	"2;3;1"	"id_009"	0	1
7	1.308	3	6	1	23	"2;3;1"	"id_009"	0	1
8	1.522	2	1	1	24	"2;3;1"	"id_009"	0	1
9	1.41	1	2	1	26	"2;3;1"	"id_009"	0	1
10	1.516	2	2	1	28	"2;3;1"	"id_009"	0	1
11	1.241	3	2	1	30	"2;3;1"	"id_009"	0	1
12	2.277	2	4	1	34	"2;3;1"	"id_009"	0	1
13	1.175	1	3	1	37	"2;3;1"	"id_009"	0	1
14	5.218	2	2	1	39	"2;3;1"	"id_009"	0	1
15	2.082	3	6	1	45	"2;3;1"	"id_009"	0	1
16	2.705	1	0	1	45	"2;3;1"	"id_009"	0	1
17	1.571	2	1	1	46	"2;3;1"	"id_009"	0	1
18	1.641	3	5	1	51	"2;3;1"	"id_009"	0	1
19	3.761	2	2	1	53	"2;3;1"	"id_009"	0	1
20	1.418	1	7	1	60	"2;3;1"	"id_009"	0	1
0	-262.01	0	0	2	0	"2;3;1"	"id_009"	0	1
1	306.076	1	-2	2	-2	"2;3;1"	"id_009"	0	1
2	6.057	3	-2	2	-4	"2;3;1"	"id_009"	0	1
3	3.743	2	13	2	9	"2;3;1"	"id_009"	0	1
4	7.165	1	0	2	9	"2;3;1"	"id_009"	0	1
5	3.142	1	0	2	9	"2;3;1"	"id_009"	0	1
6	2.685	2	-3	2	6	"2;3;1"	"id_009"	0	1
7	3.21	3	2	2	8	"2;3;1"	"id_009"	0	1
8	3.754	1	3	2	11	"2;3;1"	"id_009"	0	1
9	3.327	3	5	2	16	"2;3;1"	"id_009"	0	1
10	2.204	2	-1	2	15	"2;3;1"	"id_009"	0	1
