"trial"	"time"	"selection"	"outcome"	"game"	"points.cum"	"option.order"	"workerid"	"goal"	"condition"
1	0	1	1	1	1	"1;2;3"	"id_091"	135	4
2	1.554	2	0	1	1	"1;2;3"	"id_091"	135	4
3	1.051	3	4	1	5	"1;2;3"	"id_091"	135	4
4	2.328	3	8	1	13	"1;2;3"	"id_091"	135	4
5	1.849	3	4	1	17	"1;2;3"	"id_091"	135	4
6	1.027	3	3	1	20	"1;2;3"	"id_091"	135	4
7	0.768	3	5	1	25	"1;2;3"	"id_091"	135	4
8	0.992	1	5	1	30	"1;2;3"	"id_091"	135	4
9	1.517	1	1	1	31	"1;2;3"	"id_091"	135	4
10	1.914	3	4	1	35	"1;2;3"	"id_091"	135	4
11	0.948	3	3	1	38	"1;2;3"	"id_091"	135	4
12	0.683	3	5	1	43	"1;2;3"	"id_091"	135	4
13	0.749	3	1	1	44	"1;2;3"	"id_091"	135	4
14	0.628	3	10	1	54	"1;2;3"	"id_091"	135	4
15	0.816	3	5	1	59	"1;2;3"	"id_091"	135	4
16	0.726	3	4	1	63	"1;2;3"	"id_091"	135	4
17	0.727	3	2	1	65	"1;2;3"	"id_091"	135	4
18	1.118	1	5	1	70	"1;2;3"	"id_091"	135	4
19	0.77	1	2	1	72	"1;2;3"	"id_091"	135	4
20	0.752	1	2	1	74	"1;2;3"	"id_091"	135	4
0	-311.068	0	0	2	0	"1;2;3"	"id_091"	135	4
1	331.303	1	0	2	0	"3;1;2"	"id_091"	135	4
2	0.981	2	-1	2	-1	"3;1;2"	"id_091"	135	4
3	1.003	3	2	2	1	"3;1;2"	"id_091"	135	4
4	1.055	3	1	2	2	"3;1;2"	"id_091"	135	4
5	0.931	3	0	2	2	"3;1;2"	"id_091"	135	4
6	1.853	3	1	2	3	"3;1;2"	"id_091"	135	4
7	0.852	3	-1	2	2	"3;1;2"	"id_091"	135	4
8	1.131	1	3	2	5	"3;1;2"	"id_091"	135	4
9	0.939	1	4	2	9	"3;1;2"	"id_091"	135	4
10	0.78	1	1	2	10	"3;1;2"	"id_091"	135	4
11	0.72	1	1	2	11	"3;1;2"	"id_091"	135	4
12	0.837	1	0	2	11	"3;1;2"	"id_091"	135	4
13	1.131	1	1	2	12	"3;1;2"	"id_091"	135	4
14	0.802	1	0	2	12	"3;1;2"	"id_091"	135	4
15	0.887	1	4	2	16	"3;1;2"	"id_091"	135	4
16	0.747	1	1	2	17	"3;1;2"	"id_091"	135	4
17	0.694	1	0	2	17	"3;1;2"	"id_091"	135	4
18	1.178	3	0	2	17	"3;1;2"	"id_091"	135	4
19	0.959	3	1	2	18	"3;1;2"	"id_091"	135	4
20	0.81	3	-1	2	17	"3;1;2"	"id_091"	135	4
21	1.221	2	-6	2	11	"3;1;2"	"id_091"	135	4
22	0.952	1	3	2	14	"3;1;2"	"id_091"	135	4
23	0.779	1	3	2	17	"3;1;2"	"id_091"	135	4
24	0.808	1	1	2	18	"3;1;2"	"id_091"	135	4
25	0.701	1	-2	2	16	"3;1;2"	"id_091"	135	4
26	0.813	1	0	2	16	"3;1;2"	"id_091"	135	4
27	0.826	1	3	2	19	"3;1;2"	"id_091"	135	4
28	0.789	1	4	2	23	"3;1;2"	"id_091"	135	4
29	0.758	1	2	2	25	"3;1;2"	"id_091"	135	4
30	0.787	1	2	2	27	"3;1;2"	"id_091"	135	4
31	0.736	1	1	2	28	"3;1;2"	"id_091"	135	4
32	0.705	1	0	2	28	"3;1;2"	"id_091"	135	4
33	1.11	1	1	2	29	"3;1;2"	"id_091"	135	4
34	0.773	1	3	2	32	"3;1;2"	"id_091"	135	4
35	0.751	1	2	2	34	"3;1;2"	"id_091"	135	4
36	0.894	1	2	2	36	"3;1;2"	"id_091"	135	4
37	0.785	1	0	2	36	"3;1;2"	"id_091"	135	4
38	0.996	1	-1	2	35	"3;1;2"	"id_091"	135	4
39	0.956	1	3	2	38	"3;1;2"	"id_091"	135	4
40	0.826	1	0	2	38	"3;1;2"	"id_091"	135	4
41	0.778	1	3	2	41	"3;1;2"	"id_091"	135	4
42	1.06	1	6	2	47	"3;1;2"	"id_091"	135	4
43	0.77	1	-2	2	45	"3;1;2"	"id_091"	135	4
44	0.873	1	4	2	49	"3;1;2"	"id_091"	135	4
45	0.717	1	2	2	51	"3;1;2"	"id_091"	135	4
46	0.684	1	4	2	55	"3;1;2"	"id_091"	135	4
47	0.682	1	-1	2	54	"3;1;2"	"id_091"	135	4
48	0.772	1	5	2	59	"3;1;2"	"id_091"	135	4
49	0.716	1	1	2	60	"3;1;2"	"id_091"	135	4
50	0.803	1	4	2	64	"3;1;2"	"id_091"	135	4
0	-374.414	0	0	3	0	"3;1;2"	"id_091"	135	4
1	398.267	1	11	3	11	"1;3;2"	"id_091"	135	4
2	1.736	1	10	3	21	"1;3;2"	"id_091"	135	4
3	1.11	1	-7	3	14	"1;3;2"	"id_091"	135	4
4	1.075	1	1	3	15	"1;3;2"	"id_091"	135	4
5	0.861	1	1	3	16	"1;3;2"	"id_091"	135	4
6	1.014	1	-5	3	11	"1;3;2"	"id_091"	135	4
7	1.164	2	0	3	11	"1;3;2"	"id_091"	135	4
8	0.885	2	-1	3	10	"1;3;2"	"id_091"	135	4
9	0.972	3	1	3	11	"1;3;2"	"id_091"	135	4
10	0.717	3	4	3	15	"1;3;2"	"id_091"	135	4
11	0.754	3	-1	3	14	"1;3;2"	"id_091"	135	4
12	0.802	3	3	3	17	"1;3;2"	"id_091"	135	4
13	0.779	3	2	3	19	"1;3;2"	"id_091"	135	4
14	0.716	3	5	3	24	"1;3;2"	"id_091"	135	4
15	0.753	3	5	3	29	"1;3;2"	"id_091"	135	4
16	1.328	3	5	3	34	"1;3;2"	"id_091"	135	4
17	0.823	3	3	3	37	"1;3;2"	"id_091"	135	4
18	0.757	3	2	3	39	"1;3;2"	"id_091"	135	4
19	0.71	3	1	3	40	"1;3;2"	"id_091"	135	4
20	0.707	3	1	3	41	"1;3;2"	"id_091"	135	4
21	0.79	3	3	3	44	"1;3;2"	"id_091"	135	4
22	0.786	3	2	3	46	"1;3;2"	"id_091"	135	4
23	0.7	3	-1	3	45	"1;3;2"	"id_091"	135	4
24	1.137	1	5	3	50	"1;3;2"	"id_091"	135	4
25	1.186	1	-5	3	45	"1;3;2"	"id_091"	135	4
26	0.815	1	6	3	51	"1;3;2"	"id_091"	135	4
27	0.837	1	0	3	51	"1;3;2"	"id_091"	135	4
28	0.827	1	0	3	51	"1;3;2"	"id_091"	135	4
29	0.894	1	-2	3	49	"1;3;2"	"id_091"	135	4
30	1.197	3	6	3	55	"1;3;2"	"id_091"	135	4
31	1.656	3	5	3	60	"1;3;2"	"id_091"	135	4
32	0.758	3	6	3	66	"1;3;2"	"id_091"	135	4
33	0.79	3	2	3	68	"1;3;2"	"id_091"	135	4
34	0.759	3	4	3	72	"1;3;2"	"id_091"	135	4
35	0.733	3	1	3	73	"1;3;2"	"id_091"	135	4
36	2.09	3	0	3	73	"1;3;2"	"id_091"	135	4
37	0.925	3	-2	3	71	"1;3;2"	"id_091"	135	4
38	1.09	2	2	3	73	"1;3;2"	"id_091"	135	4
39	0.941	2	6	3	79	"1;3;2"	"id_091"	135	4
40	0.911	2	2	3	81	"1;3;2"	"id_091"	135	4
41	0.833	2	0	3	81	"1;3;2"	"id_091"	135	4
42	0.925	2	5	3	86	"1;3;2"	"id_091"	135	4
43	1.044	2	4	3	90	"1;3;2"	"id_091"	135	4
44	0.928	2	1	3	91	"1;3;2"	"id_091"	135	4
45	0.926	2	-2	3	89	"1;3;2"	"id_091"	135	4
46	0.934	2	3	3	92	"1;3;2"	"id_091"	135	4
47	1.077	2	1	3	93	"1;3;2"	"id_091"	135	4
48	0.857	2	0	3	93	"1;3;2"	"id_091"	135	4
49	0.87	2	3	3	96	"1;3;2"	"id_091"	135	4
50	1.845	2	4	3	100	"1;3;2"	"id_091"	135	4
0	-445.991	0	0	4	0	"1;3;2"	"id_091"	135	4
1	460.372	1	8	4	8	"1;2;3"	"id_091"	135	4
2	1.898	1	3	4	11	"1;2;3"	"id_091"	135	4
3	0.985	2	0	4	11	"1;2;3"	"id_091"	135	4
4	1.007	2	0	4	11	"1;2;3"	"id_091"	135	4
5	1.086	3	2	4	13	"1;2;3"	"id_091"	135	4
6	1.042	3	1	4	14	"1;2;3"	"id_091"	135	4
7	0.94	3	0	4	14	"1;2;3"	"id_091"	135	4
8	0.952	2	3	4	17	"1;2;3"	"id_091"	135	4
9	1.036	2	0	4	17	"1;2;3"	"id_091"	135	4
10	0.989	1	0	4	17	"1;2;3"	"id_091"	135	4
11	1.008	2	4	4	21	"1;2;3"	"id_091"	135	4
12	1.253	2	1	4	22	"1;2;3"	"id_091"	135	4
13	0.997	2	5	4	27	"1;2;3"	"id_091"	135	4
14	0.987	2	3	4	30	"1;2;3"	"id_091"	135	4
15	0.97	2	3	4	33	"1;2;3"	"id_091"	135	4
16	1.339	3	0	4	33	"1;2;3"	"id_091"	135	4
17	0.968	2	0	4	33	"1;2;3"	"id_091"	135	4
18	1.092	1	6	4	39	"1;2;3"	"id_091"	135	4
19	0.951	1	9	4	48	"1;2;3"	"id_091"	135	4
20	1.048	1	3	4	51	"1;2;3"	"id_091"	135	4
21	1.04	1	4	4	55	"1;2;3"	"id_091"	135	4
22	1.015	1	-5	4	50	"1;2;3"	"id_091"	135	4
23	1.13	2	2	4	52	"1;2;3"	"id_091"	135	4
24	0.975	2	2	4	54	"1;2;3"	"id_091"	135	4
25	0.905	2	5	4	59	"1;2;3"	"id_091"	135	4
26	1.105	2	-1	4	58	"1;2;3"	"id_091"	135	4
27	1.287	3	3	4	61	"1;2;3"	"id_091"	135	4
28	0.921	3	3	4	64	"1;2;3"	"id_091"	135	4
29	0.847	3	1	4	65	"1;2;3"	"id_091"	135	4
30	1.046	3	1	4	66	"1;2;3"	"id_091"	135	4
31	0.934	3	1	4	67	"1;2;3"	"id_091"	135	4
32	0.875	3	3	4	70	"1;2;3"	"id_091"	135	4
33	0.781	3	2	4	72	"1;2;3"	"id_091"	135	4
34	0.704	3	5	4	77	"1;2;3"	"id_091"	135	4
35	0.79	3	0	4	77	"1;2;3"	"id_091"	135	4
36	1.026	2	1	4	78	"1;2;3"	"id_091"	135	4
37	0.905	1	7	4	85	"1;2;3"	"id_091"	135	4
38	1.11	1	2	4	87	"1;2;3"	"id_091"	135	4
39	1.245	1	5	4	92	"1;2;3"	"id_091"	135	4
40	1.741	1	1	4	93	"1;2;3"	"id_091"	135	4
41	0.954	1	7	4	100	"1;2;3"	"id_091"	135	4
42	2.194	1	4	4	104	"1;2;3"	"id_091"	135	4
43	1.085	1	4	4	108	"1;2;3"	"id_091"	135	4
44	1.348	2	1	4	109	"1;2;3"	"id_091"	135	4
45	1.388	3	2	4	111	"1;2;3"	"id_091"	135	4
46	1.908	3	4	4	115	"1;2;3"	"id_091"	135	4
47	1.588	3	4	4	119	"1;2;3"	"id_091"	135	4
48	1.505	1	4	4	123	"1;2;3"	"id_091"	135	4
49	2.554	1	7	4	130	"1;2;3"	"id_091"	135	4
50	1.882	1	8	4	138	"1;2;3"	"id_091"	135	4
0	-517.708	0	0	5	0	"1;2;3"	"id_091"	135	4
1	532.874	1	5	5	5	"2;1;3"	"id_091"	135	4
2	1.159	1	3	5	8	"2;1;3"	"id_091"	135	4
3	0.951	1	4	5	12	"2;1;3"	"id_091"	135	4
4	0.948	1	2	5	14	"2;1;3"	"id_091"	135	4
5	0.963	1	-1	5	13	"2;1;3"	"id_091"	135	4
6	1.045	2	3	5	16	"2;1;3"	"id_091"	135	4
7	0.897	2	4	5	20	"2;1;3"	"id_091"	135	4
8	0.995	2	-1	5	19	"2;1;3"	"id_091"	135	4
9	1.123	3	-1	5	18	"2;1;3"	"id_091"	135	4
10	1.161	2	2	5	20	"2;1;3"	"id_091"	135	4
11	1.128	1	0	5	20	"2;1;3"	"id_091"	135	4
12	0.886	1	2	5	22	"2;1;3"	"id_091"	135	4
13	1.033	1	6	5	28	"2;1;3"	"id_091"	135	4
14	0.939	1	5	5	33	"2;1;3"	"id_091"	135	4
15	1.033	1	10	5	43	"2;1;3"	"id_091"	135	4
16	1.176	1	2	5	45	"2;1;3"	"id_091"	135	4
17	1.074	1	2	5	47	"2;1;3"	"id_091"	135	4
18	1.431	1	3	5	50	"2;1;3"	"id_091"	135	4
19	1.218	1	2	5	52	"2;1;3"	"id_091"	135	4
20	1.097	1	-3	5	49	"2;1;3"	"id_091"	135	4
21	1.106	2	0	5	49	"2;1;3"	"id_091"	135	4
22	1.383	3	2	5	51	"2;1;3"	"id_091"	135	4
23	1.061	3	4	5	55	"2;1;3"	"id_091"	135	4
24	1.003	3	2	5	57	"2;1;3"	"id_091"	135	4
25	1.133	3	2	5	59	"2;1;3"	"id_091"	135	4
26	0.932	3	-1	5	58	"2;1;3"	"id_091"	135	4
27	1	2	-6	5	52	"2;1;3"	"id_091"	135	4
28	1.159	1	-1	5	51	"2;1;3"	"id_091"	135	4
29	1.702	3	1	5	52	"2;1;3"	"id_091"	135	4
30	1.006	3	0	5	52	"2;1;3"	"id_091"	135	4
31	1.145	2	2	5	54	"2;1;3"	"id_091"	135	4
32	1.081	2	0	5	54	"2;1;3"	"id_091"	135	4
33	1.058	1	3	5	57	"2;1;3"	"id_091"	135	4
34	1.388	1	3	5	60	"2;1;3"	"id_091"	135	4
35	1.252	1	0	5	60	"2;1;3"	"id_091"	135	4
36	1.012	1	1	5	61	"2;1;3"	"id_091"	135	4
37	1.03	1	4	5	65	"2;1;3"	"id_091"	135	4
38	1.152	1	3	5	68	"2;1;3"	"id_091"	135	4
39	0.902	1	0	5	68	"2;1;3"	"id_091"	135	4
40	1.647	1	1	5	69	"2;1;3"	"id_091"	135	4
41	1.106	1	2	5	71	"2;1;3"	"id_091"	135	4
42	1.584	1	-1	5	70	"2;1;3"	"id_091"	135	4
43	1.154	2	-1	5	69	"2;1;3"	"id_091"	135	4
44	0.976	3	2	5	71	"2;1;3"	"id_091"	135	4
45	1.024	3	-2	5	69	"2;1;3"	"id_091"	135	4
46	1.174	1	7	5	76	"2;1;3"	"id_091"	135	4
47	1.287	1	0	5	76	"2;1;3"	"id_091"	135	4
48	0.956	1	3	5	79	"2;1;3"	"id_091"	135	4
49	1.114	1	0	5	79	"2;1;3"	"id_091"	135	4
50	2.029	1	2	5	81	"2;1;3"	"id_091"	135	4
0	-588.687	0	0	6	0	"2;1;3"	"id_091"	135	4
1	598.468	1	2	6	2	"2;1;3"	"id_091"	135	4
2	1.141	1	3	6	5	"2;1;3"	"id_091"	135	4
3	0.828	1	5	6	10	"2;1;3"	"id_091"	135	4
4	1.021	1	1	6	11	"2;1;3"	"id_091"	135	4
5	0.719	1	3	6	14	"2;1;3"	"id_091"	135	4
6	0.8	1	-1	6	13	"2;1;3"	"id_091"	135	4
7	1.217	2	-1	6	12	"2;1;3"	"id_091"	135	4
8	0.955	3	-2	6	10	"2;1;3"	"id_091"	135	4
