"trial"	"time"	"selection"	"outcome"	"game"	"points.cum"	"option.order"	"workerid"	"goal"	"condition"
1	0	1	4	1	4	"3;1;2"	"id_045"	135	4
2	3.464	2	2	1	6	"3;1;2"	"id_045"	135	4
3	2.098	3	2	1	8	"3;1;2"	"id_045"	135	4
4	24.038	1	3	1	11	"3;1;2"	"id_045"	135	4
5	3.078	2	3	1	14	"3;1;2"	"id_045"	135	4
6	2.022	3	4	1	18	"3;1;2"	"id_045"	135	4
7	9.766	1	2	1	20	"3;1;2"	"id_045"	135	4
8	2.033	2	1	1	21	"3;1;2"	"id_045"	135	4
9	1.387	3	1	1	22	"3;1;2"	"id_045"	135	4
10	10.344	1	7	1	29	"3;1;2"	"id_045"	135	4
11	2.017	2	4	1	33	"3;1;2"	"id_045"	135	4
12	1.504	3	2	1	35	"3;1;2"	"id_045"	135	4
13	12.92	1	7	1	42	"3;1;2"	"id_045"	135	4
14	2.046	2	2	1	44	"3;1;2"	"id_045"	135	4
15	1.679	3	6	1	50	"3;1;2"	"id_045"	135	4
16	26.61	1	3	1	53	"3;1;2"	"id_045"	135	4
17	3.745	3	4	1	57	"3;1;2"	"id_045"	135	4
18	2.169	1	0	1	57	"3;1;2"	"id_045"	135	4
19	2.529	3	5	1	62	"3;1;2"	"id_045"	135	4
20	2.27	1	1	1	63	"3;1;2"	"id_045"	135	4
0	-296.3	0	0	2	0	"3;1;2"	"id_045"	135	4
1	358.181	1	3	2	3	"3;2;1"	"id_045"	135	4
2	1.616	2	3	2	6	"3;2;1"	"id_045"	135	4
3	1.302	3	-2	2	4	"3;2;1"	"id_045"	135	4
4	8.472	1	2	2	6	"3;2;1"	"id_045"	135	4
5	1.54	2	2	2	8	"3;2;1"	"id_045"	135	4
6	1.362	3	-4	2	4	"3;2;1"	"id_045"	135	4
7	11.187	1	-2	2	2	"3;2;1"	"id_045"	135	4
8	2.287	2	1	2	3	"3;2;1"	"id_045"	135	4
9	2.227	3	0	2	3	"3;2;1"	"id_045"	135	4
10	10.192	1	3	2	6	"3;2;1"	"id_045"	135	4
11	2.149	2	5	2	11	"3;2;1"	"id_045"	135	4
12	1.878	3	4	2	15	"3;2;1"	"id_045"	135	4
13	13.01	1	1	2	16	"3;2;1"	"id_045"	135	4
14	2.139	2	2	2	18	"3;2;1"	"id_045"	135	4
15	2.453	3	4	2	22	"3;2;1"	"id_045"	135	4
16	10.259	3	-2	2	20	"3;2;1"	"id_045"	135	4
17	2.546	2	3	2	23	"3;2;1"	"id_045"	135	4
18	2.256	1	-1	2	22	"3;2;1"	"id_045"	135	4
19	8.158	2	1	2	23	"3;2;1"	"id_045"	135	4
20	2.646	2	5	2	28	"3;2;1"	"id_045"	135	4
21	2.064	2	-1	2	27	"3;2;1"	"id_045"	135	4
22	24.837	1	4	2	31	"3;2;1"	"id_045"	135	4
23	3.46	1	2	2	33	"3;2;1"	"id_045"	135	4
24	2.594	1	-4	2	29	"3;2;1"	"id_045"	135	4
25	2.407	3	3	2	32	"3;2;1"	"id_045"	135	4
26	2.456	3	2	2	34	"3;2;1"	"id_045"	135	4
27	1.953	3	9	2	43	"3;2;1"	"id_045"	135	4
28	1.93	3	0	2	43	"3;2;1"	"id_045"	135	4
29	2.089	2	5	2	48	"3;2;1"	"id_045"	135	4
30	2.041	2	0	2	48	"3;2;1"	"id_045"	135	4
31	2.179	3	6	2	54	"3;2;1"	"id_045"	135	4
32	2.109	3	-3	2	51	"3;2;1"	"id_045"	135	4
33	2.447	2	0	2	51	"3;2;1"	"id_045"	135	4
34	1.789	2	7	2	58	"3;2;1"	"id_045"	135	4
35	2.021	2	0	2	58	"3;2;1"	"id_045"	135	4
36	2.011	2	5	2	63	"3;2;1"	"id_045"	135	4
37	1.975	2	5	2	68	"3;2;1"	"id_045"	135	4
38	4.895	2	6	2	74	"3;2;1"	"id_045"	135	4
39	1.93	2	2	2	76	"3;2;1"	"id_045"	135	4
40	1.494	2	2	2	78	"3;2;1"	"id_045"	135	4
41	3.319	2	5	2	83	"3;2;1"	"id_045"	135	4
42	1.847	2	1	2	84	"3;2;1"	"id_045"	135	4
43	1.898	2	3	2	87	"3;2;1"	"id_045"	135	4
44	1.695	2	-3	2	84	"3;2;1"	"id_045"	135	4
45	1.81	2	3	2	87	"3;2;1"	"id_045"	135	4
46	1.755	2	-3	2	84	"3;2;1"	"id_045"	135	4
47	1.794	2	3	2	87	"3;2;1"	"id_045"	135	4
48	3.487	1	3	2	90	"3;2;1"	"id_045"	135	4
49	2.831	1	0	2	90	"3;2;1"	"id_045"	135	4
50	2.703	1	3	2	93	"3;2;1"	"id_045"	135	4
0	-537.68	0	0	3	0	"3;2;1"	"id_045"	135	4
1	556.57	1	3	3	3	"1;3;2"	"id_045"	135	4
2	1.85	2	1	3	4	"1;3;2"	"id_045"	135	4
3	1.668	3	-1	3	3	"1;3;2"	"id_045"	135	4
4	2.663	1	3	3	6	"1;3;2"	"id_045"	135	4
5	1.821	2	4	3	10	"1;3;2"	"id_045"	135	4
6	1.793	3	6	3	16	"1;3;2"	"id_045"	135	4
